mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
Littlest Things publication year 2006. Littlest Things domain songs.,Littlest Things 2006,Are you referring to the 2006 song Littlest Things?,confirm,songs,1,2,confirm,1,0.006365446318,157.098175,9.287529,0.7778992
Careless Whisper record label Columbia Records. Careless Whisper domain songs.,Careless Whisper Columbia Records," Are you referring to Careless Whisper, released by Columbia Records?",confirm,songs,1,2,confirm,1,0.006837347886,146.2555389,9.578464409,0.8727373
Take My Breath Away performer Berlin. Take My Breath Away domain songs.,Take My Breath Away Berlin," Are you referring to Take My Breath Away, performed by Berlin?",confirm,songs,1,2,confirm,1,0.004708676845,212.3738861,20.44800736,0.82413286
Mad Love producer Steve Mac. Mad Love domain songs.,Mad Love Steve Mac,Are you referring to Steve Mac's Mad Love?,confirm,songs,1,2,confirm,1,0.002593238428,385.6182251,10.55267032,0.85991037
The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are Bebe Rexha,Are you talking about Bebe Rexha's song The Way I Are?,confirm,songs,1,2,confirm,1,0.01129117194,88.56476593,22.4169335,0.8293181
Blinding Lights from album The Weeknd singles discography. Blinding Lights domain songs.,Blinding Lights The Weeknd Singles Discography,Are you referring to Blinding Lights from The Weeknd singles discography?,confirm,songs,1,2,confirm,1,0.003923102263,254.9003143,9.578464409,0.90599
Dragostea Din Tei record label Polydor Records. Dragostea Din Tei domain songs.,Dragostea Din Tei Polydor Records,Are you referring to Dragostea Din Tei from Polydor Records?,confirm,songs,1,2,confirm,1,0.001310074814,763.3151855,17.54219848,0.9360475
Dog Eat Dog record label Sony Music. Dog Eat Dog domain songs.,Dog Eat Dog Sony Music,Is Dog Eat Dog from Sony Music?,confirm,songs,1,2,confirm,1,0.0009233518755,1083.010742,25.8486577,0.94205934
Afterlife from album Reflektor. Afterlife domain songs.,Afterlife Reflektor,Are you referring to Afterlife from the album Reflektor?,confirm,songs,1,2,confirm,1,0.009876368322,101.2517929,4.990049702,0.77107203
Mr. Brightside publication year 2003. Mr. Brightside domain songs.,Mr. Brightside 2003," Are you referring to Mr. Brightside, released in 2003?",confirm,songs,1,2,confirm,1,0.01025098537,97.5515976,13.54599427,0.808754
Feel Again publication year 2012. Feel Again domain songs.,Feel Again 2012," Are you referring to Feel Again, released in 2012?",confirm,songs,1,2,confirm,1,0.004558507606,219.3700409,8.295193507,0.7900497
As It Was genres synth-pop. As It Was domain songs.,As It Was Synth-Pop,Are you referring to the synth-pop song As It Was?,confirm,songs,1,2,confirm,1,0.006427497008,155.5815582,13.95079697,0.76565313
Littlest Things record label Regal Recordings. Littlest Things domain songs.,Littlest Things Regal Recordings," Are you referring to Littlest Things, released by Regal Recordings?",confirm,songs,1,2,confirm,1,0.01029455309,97.13874817,9.578464409,0.8001495
Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida domain songs.,Viva La Vida Viva La Vida Or Death And All His Friends," Are you referring to Viva la Vida, from the album Viva la Vida or Death and All His Friends?",confirm,songs,1,2,confirm,1,0.02176665233,45.94183731,8.638804536,0.94614035
Wanna Get to Know You record label G-Unit Records. Wanna Get to Know You domain songs.,Wanna Get To Know You G-Unit Records," Are you referring to Wanna Get to Know You, by G-Unit Records?",confirm,songs,1,2,confirm,1,0.01169760784,85.48756409,9.837489906,0.84815997
Style record label Republic Records. Style domain songs.,Style Republic Records,Are you referring to the song Style on Republic Records?,confirm,songs,1,2,confirm,1,0.003039025434,329.0528564,8.295193507,0.78028977
Viva la Vida genres baroque pop. Viva la Vida domain songs.,Viva La Vida Baroque Pop,Are you referring to the baroque pop song Viva la Vida?,confirm,songs,1,2,confirm,1,0.01782050052,56.11514664,4.027248192,0.9025592
Wild publication year 2015. Wild domain songs.,Wild 2015," Are you referring to Wild, the 2015 song?",confirm,songs,1,2,confirm,1,0.002592521358,385.724884,4.990049702,0.7611462
Black Barbies producer Mike WiLL Made-It. Black Barbies domain songs.,Black Barbies Mike Will Made-It,Are you referring to the Mike WiLL Made-It track Black Barbies?,confirm,songs,1,2,confirm,1,0.005912479142,169.1337891,8.054496385,0.8601944
Blinding Lights genres electropop. Blinding Lights domain songs.,Blinding Lights Electropop,Are you referring to the electropop song Blinding Lights?,confirm,songs,1,2,confirm,1,0.003664354192,272.8993835,8.392229813,0.84108067
Pumped Up Kicks record label Startime International. Pumped Up Kicks domain songs.,Pumped Up Kicks Startime International,Are you referring to Pumped Up Kicks on Startime International?,confirm,songs,1,2,confirm,1,0.002523018268,396.3506775,17.54219848,0.8889756
Feel Again genres pop music. Feel Again domain songs.,Feel Again Pop Music,Are you referring to the pop song Feel Again?,confirm,songs,1,2,confirm,1,0.002687256942,372.1266785,8.392229813,0.65725875
For a Friend producer Stephen Hague. For a Friend domain songs.,For A Friend Stephen Hague,Are you referring to the Stephen Hague produced song For a Friend?,confirm,songs,1,2,confirm,1,0.001842334034,542.7897339,7.347053126,0.82391465
About Damn Time from album N/A. About Damn Time domain songs.,About Damn Time N/A,Are you referring to About Damn Time?,confirm,songs,1,2,confirm,1,0.002219750263,450.5011292,20.55668085,0.575409
Matador publication year 1994. Matador domain songs.,Matador 1994,Are you referring to Matador from 1994?,confirm,songs,1,2,confirm,1,0.002710165395,368.9811707,6.567274736,0.8830235
For a Friend genres pop music. For a Friend domain songs.,For A Friend Pop Music,Are you referring to the pop music song For a Friend?,confirm,songs,1,2,confirm,1,0.005090982197,196.4257507,4.027248192,0.78713137
Cold Heart record label Mercury Records. Cold Heart domain songs.,Cold Heart Mercury Records," Are you referring to Cold Heart, released by Mercury Records?",confirm,songs,1,2,confirm,1,0.004661947952,214.5026093,9.578464409,0.8553593
Macarena record label Inc.. Macarena domain songs.,Macarena Inc.," Are you referring to Macarena, released on Inc.?",confirm,songs,1,2,confirm,1,0.002312712984,432.3926086,8.295193507,0.7724028
Blinding Lights record label Republic Records. Blinding Lights domain songs.,Blinding Lights Republic Records," Are you referring to Blinding Lights, from Republic Records?",confirm,songs,1,2,confirm,1,0.00389001357,257.068512,10.60031338,0.86885285
"Blurred Lines performer Robin Thicke, T.I.. Blurred Lines domain songs.","Blurred Lines Robin Thicke, T.I."," Are you referring to Blurred Lines, performed by Robin Thicke and T.I.?",confirm,songs,1,2,confirm,1,0.02810759252,35.57757568,19.92340566,0.8545016
"Somebody That I Used to Know performer Gotye, Kimbra. Somebody That I Used to Know domain songs.","Somebody That I Used To Know Gotye, Kimbra"," Are you referring to Somebody That I Used to Know, performed by Gotye and Kimbra?",confirm,songs,1,2,confirm,1,0.008938663916,111.8735428,17.02602472,0.85461354
We Are the World genres pop music. We Are the World domain songs.,We Are The World Pop Music,Are you referring to the pop music song We Are the World?,confirm,songs,1,2,confirm,1,0.01289617093,77.54239655,6.837203339,0.8159727
Stairway to Heaven record label Atlantic Records. Stairway to Heaven domain songs.,Stairway To Heaven Atlantic Records," Are you referring to Stairway to Heaven, from Atlantic Records?",confirm,songs,1,2,confirm,1,0.01330611714,75.15340424,8.054496385,0.8799421
Money for Nothing genres rock music. Money for Nothing domain songs.,Money For Nothing Rock Music,Are you referring to the rock music song Money for Nothing?,confirm,songs,1,2,confirm,1,0.006556412045,152.5224457,4.027248192,0.8300534
Old Town Road publication year 2018. Old Town Road domain songs.,Old Town Road 2018,Are you referring to Old Town Road from 2018?,confirm,songs,1,2,confirm,1,0.003324131646,300.8304443,16.78445963,0.87696105
"Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei domain songs.","Dragostea Din Tei Disco-Zone""",Are you referring to Dragostea Din Tei from the DiscO-Zone album?,confirm,songs,1,2,confirm,1,0.001363691449,733.3037109,12.60596809,0.88118297
Stereotypes record label Food Records. Stereotypes domain songs.,Stereotypes Food Records,Are you referring to the Food Records song Stereotypes?,confirm,songs,1,2,confirm,1,0.003562525209,280.6997681,9.287529,0.8244912
I Still... genres pop rock. I Still... domain songs.,I Still... Pop Rock,Are you referring to the pop rock song I Still...?,confirm,songs,1,2,confirm,1,0.001423139233,702.671936,26.58483577,0.7278706
Paint It Black publication year 1966. Paint It Black domain songs.,Paint It Black 1966,Are you referring to Paint It Black from 1966?,confirm,songs,1,2,confirm,1,0.00283962497,352.1591797,16.78445963,0.8840246
Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk,Are you referring to the post-punk song Kings of the Wild Frontier?,confirm,songs,1,2,confirm,1,0.006509703119,153.6168365,6.837203339,0.86448187
I publication year 2014. I domain songs.,I 2014,Are you referring to the song I from 2014?,confirm,songs,1,2,confirm,1,0.004926443129,202.9862061,4.990049702,0.699314
Anti-Hero publication year 2022. Anti-Hero domain songs.,Anti-Hero 2022," Are you referring to Anti-Hero, released in 2022?",confirm,songs,1,2,confirm,1,0.004064738099,246.0183105,4.990049702,0.850453
Evolution producer Atticus Ross. Evolution domain songs.,Evolution Atticus Ross,Are you referring to the song Evolution by Atticus Ross?,confirm,songs,1,2,confirm,1,0.007086588715,141.111618,8.295193507,0.85784733
We Are the World publication year 1985. We Are the World domain songs.,We Are The World 1985,Are you referring to We Are the World from 1985?,confirm,songs,1,2,confirm,1,0.006613744733,151.2002716,8.913765521,0.8640218
Sweet Home Alabama performer Lynyrd Skynyrd. Sweet Home Alabama domain songs.,Sweet Home Alabama Lynyrd Skynyrd,Are you referring to Sweet Home Alabama by Lynyrd Skynyrd?,confirm,songs,1,2,confirm,1,0.02767998606,36.12718582,17.54219848,0.9407045
Space Oddity genres folk rock. Space Oddity domain songs.,Space Oddity Folk Rock,Are you referring to the folk rock track Space Oddity?,confirm,songs,1,2,confirm,1,0.006168119661,162.1239624,7.495553473,0.7984842
Seven Nation Army publication year 2003. Seven Nation Army domain songs.,Seven Nation Army 2003,Are you referring to Seven Nation Army from 2003?,confirm,songs,1,2,confirm,1,0.004498262154,222.308075,16.78445963,0.89270204
Habibi publication year 2014. Habibi domain songs.,Habibi 2014,Are you referring to Habibi from 2014?,confirm,songs,1,2,confirm,1,0.00228156685,438.2952881,6.567274736,0.8823728
Over It producer Josh Alexander. Over It domain songs.,Over It Josh Alexander,Are you referring to the song Over It produced by Josh Alexander?,confirm,songs,1,2,confirm,1,0.002815235883,355.210022,8.737167852,0.77071136
Money for Nothing producer Mark Knopfler. Money for Nothing domain songs.,Money For Nothing Mark Knopfler," Are you referring to Money for Nothing, produced by Mark Knopfler?",confirm,songs,1,2,confirm,1,0.01246185179,80.24489594,7.347053126,0.88450533
Littlest Things producer Mark Ronson. Littlest Things domain songs.,Littlest Things Mark Ronson,Are you referring to Mark Ronson's song Littlest Things?,confirm,songs,1,2,confirm,1,0.01320302092,75.740242,9.287529,0.85853153
Over It performer Katharine McPhee. Over It domain songs.,Over It Katharine Mcphee,Is Over It performed by Katharine McPhee?,confirm,songs,1,2,confirm,1,0.00243950703,409.9188843,12.22307556,0.91617703
Blinding Lights genres synthwave. Blinding Lights domain songs.,Blinding Lights Synthwave,Are you referring to the synthwave song Blinding Lights?,confirm,songs,1,2,confirm,1,0.005952242554,168.0039063,8.392229813,0.8604476
King of Sorrow producer Sade Adu. King of Sorrow domain songs.,King Of Sorrow Sade Adu,Are you referring to Sade Adu's song King of Sorrow?,confirm,songs,1,2,confirm,1,0.005512177196,181.4165192,4.932351569,0.85245734
Apple Shampoo from album Dude Ranch. Apple Shampoo domain songs.,Apple Shampoo Dude Ranch,Are you referring to Apple Shampoo from the album Dude Ranch?,confirm,songs,1,2,confirm,1,0.002134303636,468.5368958,9.578464409,0.8100672
"Que Calor performer J Balvin, El Alfa. Que Calor domain songs.","Que Calor J Balvin, El Alfa"," Are you referring to Que Calor, by J Balvin and El Alfa?",confirm,songs,1,2,confirm,1,0.002328579907,429.4462891,10.22400368,0.9284852
All or Nothing from album Girl You Know Its yes. All or Nothing domain songs.,All Or Nothing Girl You Know Its True,Is All or Nothing from the album Girl You Know It's True?,confirm,songs,1,2,confirm,1,0.004940897112,202.392395,13.67440668,0.71972907
Every Breath You Take publication year 1983. Every Breath You Take domain songs.,Every Breath You Take 1983,Are you referring to Every Breath You Take from 1983?,confirm,songs,1,2,confirm,1,0.006232548346,160.4480133,24.808415,0.868801
About Damn Time record label Atlantic Records. About Damn Time domain songs.,About Damn Time Atlantic Records," Are you referring to About Damn Time, released by Atlantic Records?",confirm,songs,1,2,confirm,1,0.0037759078,264.8369751,14.45892467,0.83340234
Poison from album Killer Love. Poison domain songs.,Poison Killer Love,Are you referring to Poison from the album Killer Love?,confirm,songs,1,2,confirm,1,0.002348486667,425.8061218,8.295193507,0.7009974
Dragostea Din Tei publication year 2003. Dragostea Din Tei domain songs.,Dragostea Din Tei 2003,Are you referring to Dragostea Din Tei from 2003?,confirm,songs,1,2,confirm,1,0.00109883241,910.0568848,16.78445963,0.9258445
Wild genres synth-pop. Wild domain songs.,Wild Synth-Pop,Are you referring to the synth-pop song Wild?,confirm,songs,1,2,confirm,1,0.004320522714,231.453476,4.76770702,0.7967929
All or Nothing performer Milli Vanilli. All or Nothing domain songs.,All Or Nothing Milli Vanilli,Are you referring to the Milli Vanilli song All or Nothing?,confirm,songs,1,2,confirm,1,0.009044228618,110.567749,8.054496385,0.8676901
"Habibi performer Shaggy, Mohombi. Habibi domain songs.","Habibi Shaggy, Mohombi"," Are you referring to Habibi, performed by Shaggy and Mohombi?",confirm,songs,1,2,confirm,1,0.004544151617,220.0630798,4.789232204,0.9130744
Sweet Home Alabama genres rock music. Sweet Home Alabama domain songs.,Sweet Home Alabama Rock Music,Are you referring to the rock music song Sweet Home Alabama?,confirm,songs,1,2,confirm,1,0.007776967545,128.5848236,12.60596809,0.8824855
Mr. Brightside record label Island Records. Mr. Brightside domain songs.,Mr. Brightside Island Records," Are you referring to Mr. Brightside, from Island Records?",confirm,songs,1,2,confirm,1,0.006421860037,155.7181244,15.85116569,0.8520337
Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.,Dragostea Din Tei Dan Balan,Are you referring to Dan Balan's Dragostea Din Tei?,confirm,songs,1,2,confirm,1,0.001393509871,717.6124268,16.78445963,0.94675887
Mr. Brightside genres indie rock. Mr. Brightside domain songs.,Mr. Brightside Indie Rock,Are you referring to the indie rock song Mr. Brightside?,confirm,songs,1,2,confirm,1,0.01209755835,82.66130829,12.60596809,0.8112743
Old Town Road performer Lil Nas X. Old Town Road domain songs.,Old Town Road Lil Nas X," Are you referring to Old Town Road, performed by Lil Nas X?",confirm,songs,1,2,confirm,1,0.001916790649,521.7053833,17.77835118,0.9012939
Stairway to Heaven publication year 1971. Stairway to Heaven domain songs.,Stairway To Heaven 1971,Are you referring to the 1971 song Stairway to Heaven?,confirm,songs,1,2,confirm,1,0.01841975863,54.28952789,4.932351569,0.8491577
"Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now domain songs.","Right Here, Right Now Giorgio Moroder"," Are you referring to Right Here, Right Now produced by Giorgio Moroder?",confirm,songs,1,2,confirm,1,0.01463998931,68.30606079,30.57690288,0.8910374
Apple Shampoo genres pop punk. Apple Shampoo domain songs.,Apple Shampoo Pop Punk,Are you referring to the pop punk song Apple Shampoo?,confirm,songs,1,2,confirm,1,0.003107983062,321.7520752,7.495553473,0.84778214
Waka Waka producer John Hill. Waka Waka domain songs.,Waka Waka John Hill,Are you referring to John Hill's song Waka Waka?,confirm,songs,1,2,confirm,1,0.007440665754,134.3965759,9.287529,0.9122871
Evolution genres nu metal. Evolution domain songs.,Evolution Nu Metal,Are you referring to the nu metal track Evolution?,confirm,songs,1,2,confirm,1,0.0023313375,428.938324,4.196114906,0.8327601
Stargazing from album Stargazing. Stargazing domain songs.,Stargazing Stargazing,Are you referring to Stargazing from the album Stargazing?,confirm,songs,1,2,confirm,1,0.006675544168,149.8005219,4.990049702,0.87800324
Seven Nation Army genres alternative rock. Seven Nation Army domain songs.,Seven Nation Army Alternative Rock,Are you referring to the alternative rock song Seven Nation Army?,confirm,songs,1,2,confirm,1,0.005901724969,169.4419861,12.60596809,0.8678119
Stairway to Heaven producer Jimmy Page. Stairway to Heaven domain songs.,Stairway To Heaven Jimmy Page,Are you referring to the song Stairway to Heaven produced by Jimmy Page?,confirm,songs,1,2,confirm,1,0.02072867282,48.24235535,6.754312829,0.8026021
Poison genres dance-pop. Poison domain songs.,Poison Dance-Pop,Are you referring to the dance-pop song Poison?,confirm,songs,1,2,confirm,1,0.004057660183,246.4474487,4.76770702,0.750024
Dragostea Din Tei record label Ultra Records. Dragostea Din Tei domain songs.,Dragostea Din Tei Ultra Records,Is Dragostea Din Tei from Ultra Records?,confirm,songs,1,2,confirm,1,0.0002078834943,4810.386719,25.8486577,0.9536155
Dog Eat Dog genres new wave. Dog Eat Dog domain songs.,Dog Eat Dog New Wave,Are you referring to the new wave song Dog Eat Dog?,confirm,songs,1,2,confirm,1,0.005141224824,194.5061798,12.60596809,0.8664679
"Wanna Get to Know You performer Joe, G-Unit. Wanna Get to Know You domain songs.","Wanna Get To Know You Joe, G-Unit",Are you referring to Wanna Get to Know You by Joe and G-Unit?,confirm,songs,1,2,confirm,1,0.008766840645,114.0661774,8.889175589,0.82934695
Sweet Home Alabama record label MCA Records. Sweet Home Alabama domain songs.,Sweet Home Alabama Mca Records,Are you referring to Sweet Home Alabama released by MCA Records?,confirm,songs,1,2,confirm,1,0.008525035854,117.3015594,13.54599427,0.8914469
As It Was record label Columbia Records. As It Was domain songs.,As It Was Columbia Records," Are you referring to As It Was, on Columbia Records?",confirm,songs,1,2,confirm,1,0.003878322829,257.8434143,15.85116569,0.83545977
Y.M.C.A. genres disco. Y.M.C.A. domain songs.,Y.M.C.A. Disco,Are you referring to the disco song Y.M.C.A.?,confirm,songs,1,2,confirm,1,0.01558706271,64.15576935,44.28500143,0.83849144
Pumped Up Kicks genres pop rock. Pumped Up Kicks domain songs.,Pumped Up Kicks Pop Rock,Are you referring to the pop rock song Pumped Up Kicks?,confirm,songs,1,2,confirm,1,0.008805015645,113.5716324,12.60596809,0.8142398
Matador from album Vasos vacíos. Matador domain songs.,Matador Vasos Vacíos,Are you referring to Matador from the album Vasos vacíos?,confirm,songs,1,2,confirm,1,0.002013506371,496.6460571,4.456882761,0.8477139
About Damn Time publication year 2022. About Damn Time domain songs.,About Damn Time 2022," Are you referring to About Damn Time, released in 2022?",confirm,songs,1,2,confirm,1,0.002303662477,434.0913696,13.54599427,0.8190356
Break My Soul performer Beyoncé. Break My Soul producer The-Dream. Break My Soul domain songs.,Break My Soul Beyoncé The-Dream,Are you referring to the Beyoncé song Break My Soul produced by The-Dream?,confirm,songs,1,3,confirm,1,0.007208700775,138.7212524,12.01105543,0.83956176
Paint It Black record label Elektra. Paint It Black performer The Rolling Stones. Paint It Black domain songs.,Paint It Black Elektra The Rolling Stones,Are you referring to The Rolling Stones' Paint It Black released by Elektra?,confirm,songs,1,3,confirm,1,0.0111085036,90.02112579,13.91231164,0.8834787
Mr. Brightside genres indie rock. Mr. Brightside from album Hot Fuss. Mr. Brightside domain songs.,Mr. Brightside Indie Rock Hot Fuss,Are you referring to the indie rock track Mr. Brightside from the album Hot Fuss?,confirm,songs,1,3,confirm,1,0.01250269471,79.98275757,10.70454633,0.8019623
Break My Soul performer Beyoncé. Break My Soul genres disco. Break My Soul domain songs.,Break My Soul Beyoncé Disco,Are you referring to Beyoncé's disco song Break My Soul?,confirm,songs,1,3,confirm,1,0.00493218546,202.7498779,13.95079697,0.88219005
Stargazing producer Kygo. Stargazing from album Stargazing. Stargazing domain songs.,Stargazing Kygo Stargazing,Are you referring to Kygo's song Stargazing from the album Stargazing?,confirm,songs,1,3,confirm,1,0.006298138678,158.7770691,4.027248192,0.8747409
The Way I Are genres pop music. The Way I Are from album All Your Fault: Pt. 2. The Way I Are domain songs.,The Way I Are Pop Music All Your Fault: Pt. 2," Are you referring to The Way I Are, the pop music song from All Your Fault: Pt. 2?",confirm,songs,1,3,confirm,1,0.01130334642,88.46937561,37.48171177,0.85695976
Sweet Home Alabama from album Second Helping. Sweet Home Alabama performer Lynyrd Skynyrd. Sweet Home Alabama domain songs.,Sweet Home Alabama Second Helping Lynyrd Skynyrd," Are you referring to Sweet Home Alabama, performed by Lynyrd Skynyrd on the album Second Helping?",confirm,songs,1,3,confirm,1,0.01582167875,63.20441818,11.75029694,0.8969552
Marilyn Monroe genres funk. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,Marilyn Monroe Funk 2014,Are you referring to the 2014 funk song Marilyn Monroe?,confirm,songs,1,3,confirm,1,0.002929586833,341.3450623,8.295193507,0.8731287
Cold Heart producer Pnau. Cold Heart genres disco. Cold Heart domain songs.,Cold Heart Pnau Disco,Are you referring to Pnau's disco song Cold Heart?,confirm,songs,1,3,confirm,1,0.002236904945,447.0462646,8.392229813,0.86772597
As It Was producer Kid Harpoon. As It Was publication year 2022. As It Was domain songs.,As It Was Kid Harpoon 2022," Are you referring to Kid Harpoon's As It Was, released in 2022?",confirm,songs,1,3,confirm,1,0.003368435249,296.8737488,12.01105543,0.861656
Afterlife producer James Murphy. Afterlife performer Arcade Fire. Afterlife domain songs.,Afterlife James Murphy Arcade Fire,Are you referring to James Murphy and Arcade Fire's track Afterlife?,confirm,songs,1,3,confirm,1,0.005847894772,171.001709,8.054496385,0.88122016
Viva la Vida record label Parlophone. Viva la Vida publication year 2008. Viva la Vida domain songs.,Viva La Vida Parlophone 2008," Are you referring to Viva la Vida, released by Parlophone in 2008?",confirm,songs,1,3,confirm,1,0.01752727103,57.05394745,4.016138436,0.9038801
Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Chris Hughes Adam And The Ants,Are you referring to Adam and the Ants' Kings of the Wild Frontier produced by Chris Hughes?,confirm,songs,1,3,confirm,1,0.004514069721,221.5295868,6.722636788,0.92495733
Money for Nothing performer Dire Straits. Money for Nothing genres rock music. Money for Nothing domain songs.,Money For Nothing Dire Straits Rock Music,Are you referring to the rock music song Money for Nothing by Dire Straits?,confirm,songs,1,3,confirm,1,0.0117053738,85.43084717,6.250381528,0.8631486
Apple Shampoo performer Blink-182. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,Apple Shampoo Blink-182 1997,Are you referring to Blink-182's Apple Shampoo from 1997?,confirm,songs,1,3,confirm,1,0.004754887425,210.3099213,9.287529,0.91544914
Matador publication year 1994. Matador performer Los Fabulosos Cadillacs. Matador domain songs.,Matador 1994 Los Fabulosos Cadillacs,Are you referring to Matador by Los Fabulosos Cadillacs from 1994?,confirm,songs,1,3,confirm,1,0.003085848614,324.059967,14.32314508,0.9410992
Blinding Lights record label Republic Records. Blinding Lights performer The Weeknd. Blinding Lights domain songs.,Blinding Lights Republic Records The Weeknd,Are you referring to Blinding Lights by The Weeknd on Republic Records?,confirm,songs,1,3,confirm,1,0.006268280412,159.5333862,10.70080152,0.893213
Pumped Up Kicks performer Foster the People. Pumped Up Kicks from album Torches. Pumped Up Kicks domain songs.,Pumped Up Kicks Foster The People Torches,Is Pumped Up Kicks from the Foster the People album Torches?,confirm,songs,1,3,confirm,1,0.002311965317,432.5324402,14.99110695,0.86218446
Matador record label Sony Music. Matador producer K. C. Porter. Matador domain songs.,Matador Sony Music K. C. Porter,Are you referring to the Sony Music song Matador produced by K. C. Porter?,confirm,songs,1,3,confirm,1,0.004196863482,238.2731781,25.45984532,0.89850986
Break My Soul producer Beyoncé. Break My Soul performer Beyoncé. Break My Soul domain songs.,Break My Soul Beyoncé Beyoncé,Are you referring to Beyoncé's track Break My Soul?,confirm,songs,1,3,confirm,1,0.005872686648,170.2798157,15.61969968,0.8297833
Marilyn Monroe performer Pharrell Williams. Marilyn Monroe genres funk. Marilyn Monroe domain songs.,Marilyn Monroe Pharrell Williams Funk,Are you referring to the funk song Marilyn Monroe by Pharrell Williams?,confirm,songs,1,3,confirm,1,0.007628728981,131.0834351,8.737167852,0.9102517
King of Sorrow genres contemporary R&B. King of Sorrow record label Epic Records. King of Sorrow domain songs.,King Of Sorrow Contemporary R&B Epic Records," Are you referring to King of Sorrow, a contemporary R&B track released on Epic Records?",confirm,songs,1,3,confirm,1,0.01145872692,87.26972961,10.30738676,0.87439084
Dragostea Din Tei publication year 2003. Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.,Dragostea Din Tei 2003 Dan Balan,Are you referring to Dan Balan's 2003 track Dragostea Din Tei?,confirm,songs,1,3,confirm,1,0.001299876637,769.303772,14.32314508,0.9407375
Waka Waka record label Epic Records. Waka Waka publication year 2010. Waka Waka domain songs.,Waka Waka Epic Records 2010,Are you referring to the 2010 Epic Records single Waka Waka?,confirm,songs,1,3,confirm,1,0.005326178448,187.7518768,10.12799301,0.943185
