mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
"Over It record label RCA Records, Inc.. RCA Records, Inc. genre blues. Over It genre contemporary R&B. RCA Records, Inc. genre country music. ","Over It RCA Records, Inc. blues contemporary R&B country music"," RCA Records, Inc. is a record label that produces blues, country music, and the contemporary R&B track Over It.",inform,songs,2,4,inform,1,0.02292506171,43.62038422,26.94029472,0.8754238
Feel Again genre pop music. Heidi Brühl genre pop music. Feel Again publication date 2012. Crazy in Love genre pop music.,Feel Again Heidi Brühl pop music 2012 Crazy in Love," Feel Again by Heidi Brühl is a 2012 pop song, as is Crazy in Love.",inform,songs,2,4,inform,1,0.003275969869,305.2531128,13.32358438,0.9090755
King of Sorrow producer Sade Adu. Sade Adu genre funk. King of Sorrow performer Sade. King of Sorrow record label Epic Records. King of Sorrow genre contemporary R&B. Sade Adu genre rhythm and blues.,King of Sorrow Sade Adu funk Sade Epic Records contemporary R&B rhythm and blues," King of Sorrow is a contemporary R&B and funk song by Sade, released by Epic Records. Sade Adu is a rhythm and blues artist.",inform,songs,2,6,inform,1,0.01982373524,50.44458008,17.82921966,0.93343115
"Over It record label RCA Records, Inc.. RCA Records, Inc. genre hip hop music. Over It genre pop music. Over It performer Katharine McPhee. Katharine McPhee record label Columbia Records. ","Over It RCA Records, Inc. hip hop music pop music Katharine McPhee Columbia Records"," Over It is a pop song by Katharine McPhee released by RCA Records, Inc., a hip hop music label, and Columbia Records.",inform,songs,2,5,inform,1,0.01927154184,51.88998413,22.50265948,0.93161565
About Damn Time genre disco. Dschinghis Khan genre disco. About Damn Time record label Nice Life Recording Company. About Damn Time publication date 2022. About Damn Time producer Ricky Reed. About Damn Time record label Atlantic Records. About Damn Time performer Lizzo.,About Damn Time Dschinghis Khan disco Nice Life Recording Company 2022 Ricky Reed Atlantic Records Lizzo,About Damn Time by Lizzo is a 2022 disco song produced by Ricky Reed and released by Nice Life Recording Company and Atlantic Records. Dschinghis Khan is another notable disco band.,inform,songs,2,7,inform,1,0.002892642344,345.7046814,14.06196749,0.8995268
Apple Shampoo genre pop punk. Lili genre pop punk. Apple Shampoo performer Blink-182. Apple Shampoo publication date 1997. Apple Shampoo record label MCA Records. Apple Shampoo part of Dude Ranch. Apple Shampoo producer Mark Trombino.,Apple Shampoo Lili pop punk Blink-182 1997 MCA Records Dude Ranch Mark Trombino," Apple Shampoo, a 1997 pop punk song by Blink-182, was released on MCA Records as part of the album Dude Ranch, produced by Mark Trombino. Lili is another notable pop punk artist.",inform,songs,2,7,inform,1,0.01390699253,71.90627289,4.75820387,0.88093513
Que Calor performer Major Lazer. Major Lazer genre moombahton. Que Calor genre Latin music. Que Calor performer El Alfa. Que Calor part of Music Is the Weapon. Que Calor producer Diplo.,Que Calor Major Lazer moombahton Latin music El Alfa Music Is the Weapon Diplo," Que Calor is a Latin music moombahton song by Major Lazer featuring El Alfa, produced by Diplo and part of the album Music Is the Weapon.",inform,songs,2,6,inform,1,0.005557014943,179.9527283,14.1320521,0.9234048
As It Was genre synth-pop. EXO genre synth-pop. As It Was part of Harry's House. As It Was publication date 2022. As It Was record label Columbia Records. Brandi Carlile record label Columbia Records. Billy Corgan genre synth-pop.,As It Was EXO synth-pop Harry's House 2022 Brandi Carlile Columbia Records Billy Corgan," As It Was is a synth-pop song from 2022 by EXO, released on Columbia Records as part of Harry's House. Brandi Carlile and Billy Corgan are two other notable synth-pop acts released by Columbia Records.",inform,songs,2,7,inform,1,0.01343067512,74.4564209,6.977877745,0.8630186
I Still... genre pop music. Rambo Amadeus genre pop music. I Still... record label Jive Records. I Still... genre pop rock. I Still... performer Backstreet Boys. I Still... producer Max Martin.,I Still... Rambo Amadeus pop music Jive Records pop rock Backstreet Boys Max Martin," I Still... by Backstreet Boys is a pop rock song produced by Max Martin, released by Jive Records. Rambo Amadeus is another pop music artist.",inform,songs,2,6,inform,1,0.01012731307,98.74287415,21.09711907,0.8871837
Blinding Lights rating good. Blinding Lights record label Republic Records.,Blinding Lights good Republic Records,"
You said that Blinding Lights is good. Do you usually enjoy music from Republic Records?",verify_attribute,songs,2,2,verify_attribute,1,0.01087639757,91.94220734,6.839596062,0.7452853
"About Damn Time genre disco. Shame, Shame, Shame genre disco. About Damn Time record label Nice Life Recording Company. About Damn Time performer Lizzo. About Damn Time genre funk. Y.M.C.A. genre disco. Sparks genre disco. ","About Damn Time Shame, Shame, Shame disco Nice Life Recording Company Lizzo funk Y.M.C.A. Sparks"," About Damn Time by Lizzo is a funk and disco song released by Nice Life Recording Company, similar to Shame, Shame, Shame and Y.M.C.A. by Sparks.",inform,songs,2,7,inform,1,0.01128853855,88.58542633,39.05150878,0.92548203
For a Friend rating excellent. For a Friend genre pop music.,For a Friend excellent pop music,You love For a Friend. Do you think other pop music is usually excellent too?,verify_attribute,songs,2,2,verify_attribute,1,0.004592144795,217.7631683,11.20375434,0.6508285
As It Was genre synth-pop. Adam Lambert genre synth-pop. As It Was part of Harry's House. Billy Corgan genre synth-pop.,As It Was Adam Lambert synth-pop Harry's House Billy Corgan," As It Was is a synth-pop song, part of Harry's House, by Adam Lambert. Billy Corgan is another notable synth-pop artist.",inform,songs,2,4,inform,1,0.009800570005,102.0348816,9.525977697,0.85493493
Matador genre candombe. Eduardo Mateo genre candombe. Matador producer K. C. Porter. Matador record label Sony Music. Eli Mattson record label Sony Music.,Matador Eduardo Mateo candombe K. C. Porter Eli Mattson Sony Music," Matador is a candombe song produced by K. C. Porter and released by Sony Music, the same label of Eduardo Mateo and Eli Mattson.",inform,songs,2,5,inform,1,0.00791247214,126.3827515,18.25741858,0.91473806
Que Calor producer Diplo. Diplo genre pop music.,Que Calor Diplo pop music," Do you like pop music, like Que Calor by Diplo?",suggest,songs,2,2,suggest,1,0.00492420477,203.078476,10.12799301,0.8888143
Evolution genre nu metal. Coal Chamber genre nu metal. Evolution record label EMI. Evolution part of Untitled Korn album.,Evolution Coal Chamber nu metal EMI Untitled Korn album,Evolution by nu metal band Coal Chamber is part of the Untitled Korn album released by EMI.,inform,songs,2,4,inform,1,0.003072836196,325.432251,12.51223692,0.92544234
Matador genre candombe. Verde paisaje del Infierno genre candombe. Matador producer K. C. Porter. Matador part of Vasos vacíos. Matador performer Los Fabulosos Cadillacs. Matador record label Sony Music. Disraeli Gears record label Sony Music.,Matador Verde paisaje del Infierno candombe K. C. Porter Vasos vacíos Los Fabulosos Cadillacs Disraeli Gears Sony Music," Matador is a candombe song produced by K. C. Porter, part of Los Fabulosos Cadillacs' Vasos vacíos, and released by Sony Music. Another Sony Music release is Verde paisaje del Infierno.",inform,songs,2,7,inform,1,0.006158412224,162.3795166,20.02729286,0.8653209
Somebody That I Used to Know performer Gotye. Gotye genre indie rock. Somebody That I Used to Know publication date 2011. Making Mirrors performer Gotye.,Somebody That I Used to Know Gotye indie rock 2011 Making Mirrors,Gotye is an indie rock artist who released Somebody That I Used to Know in 2011 and Making Mirrors.,inform,songs,2,4,inform,1,0.01001744371,99.8258667,30.5132788,0.8773734
We Are the World rating good. We Are the World part of We Are the World. We Are the World record label Columbia Records.,We Are the World good Columbia Records,We Are the World is a good song that was released on the We Are the World album by Columbia Records.,give_opinion,songs,2,3,give_opinion,1,0.02605992718,38.37309265,13.3641276,0.79968935
Black Barbies genre hip hop music. 5 O'Clock genre hip hop music.,Black Barbies 5 O'Clock hip hop music,Black Barbies and 5 O'Clock are two hip hop songs.,inform,songs,2,2,inform,1,0.004610247784,216.9080811,12.98267945,0.85603386
Habibi (I Need Your Love) genre reggaeton. Wendy Sulca genre reggaeton. Rebels genre reggaeton.,Habibi (I Need Your Love) Wendy Sulca reggaeton Rebels,Habibi (I Need Your Love) is a reggaeton song by Wendy Sulca and Rebels.,inform,songs,2,3,inform,1,0.003551451117,281.5750427,40.52127766,0.9563996
Seven Nation Army genre alternative rock. Frank Zappa genre alternative rock. Seven Nation Army publication date 2003. Seven Nation Army performer The White Stripes. Adolar genre alternative rock.,Seven Nation Army Frank Zappa alternative rock 2003 The White Stripes Adolar," Seven Nation Army by The White Stripes is an alternative rock song released in 2003, along with other notable alternative rock artists such as Frank Zappa and Adolar.",inform,songs,2,5,inform,1,0.01505908132,66.40511322,10.22875702,0.8485677
Evolution genre nu metal. Disturbed genre nu metal. Evolution part of Untitled Korn album. Evolution record label Virgin Records.,Evolution Disturbed nu metal Untitled Korn album Virgin Records," Evolution is a nu metal song by Disturbed, featured on their Untitled Korn album published by Virgin Records.",inform,songs,2,4,inform,1,0.008036535728,124.4317245,11.15428843,0.9088344
Careless Whisper genre pop music. Nataly Dawn genre pop music. Careless Whisper part of Make It Big. Careless Whisper performer George Michael.,Careless Whisper Nataly Dawn pop music Make It Big George Michael," Careless Whisper is a pop song by George Michael, off of Make It Big. Nataly Dawn is another artist in the pop music genre.",inform,songs,2,4,inform,1,0.0088397176,113.1257858,9.408196821,0.8389584
As It Was performer Harry Styles. Harry Styles genre traditional folk music. As It Was genre synth-pop. As It Was record label Columbia Records. As It Was part of Harry's House. Harry Styles genre rock music. Harry Styles record label Syco Music.,As It Was Harry Styles traditional folk music synth-pop Columbia Records Harry's House rock music Syco Music," Harry Styles' As It Was is a synth-pop single from his album Harry's House, released by Columbia Records. His music style ranges from traditional folk music to rock music, released by Syco Music.",inform,songs,2,7,inform,1,0.01474779152,67.8067627,9.479593093,0.8943741
Stereotypes rating excellent. Stereotypes record label EMI. Stereotypes performer Blur.,Stereotypes excellent EMI Blur,"
You love Stereotypes by Blur from EMI. Do you think Blur's music from EMI is always great?",verify_attribute,songs,2,3,verify_attribute,1,0.01368782237,73.05764008,2.664321121,0.83169395
Over It performer Katharine McPhee. Let Me Be Your Star performer Katharine McPhee.,Over It Let Me Be Your Star Katharine McPhee," Are you familiar with Katharine McPhee's music, like Over It and Let Me Be Your Star?",suggest,songs,2,2,suggest,1,0.01441736666,69.36079407,23.90945316,0.863072
Stereotypes producer Stephen Street. Stephen Street genre pop music. Stereotypes publication date 1996. Stereotypes performer Blur. Stereotypes record label EMI. Blur record label EMI.,Stereotypes Stephen Street pop music 1996 Blur EMI,Blur's 1996 pop song Stereotypes was produced by Stephen Street and published by EMI.,inform,songs,2,6,inform,1,0.008987763676,111.2623825,6.917184228,0.862777
All or Nothing genre pop music. Lieutenant Pigeon genre pop music. All or Nothing part of All or Nothing. Girl You Know It's True tracklist All or Nothing. All or Nothing publication date 1990. All or Nothing producer Frank Farian.,All or Nothing Lieutenant Pigeon pop music Girl You Know It's True 1990 Frank Farian," All or Nothing, a 1990 pop song produced by Frank Farian, is part of the album All or Nothing and is featured in the tracklist of Girl You Know It's True by Lieutenant Pigeon.",inform,songs,2,6,inform,1,0.01760376723,56.80602264,15.41928394,0.7947335
Afterlife genre indie rock. Cage the Elephant genre indie rock. Afterlife part of Reflektor. Reflektor tracklist Afterlife.,Afterlife Cage the Elephant indie rock Reflektor," Afterlife is an indie rock track by Cage the Elephant, included in the album Reflektor.",inform,songs,2,4,inform,1,0.01503184082,66.52545166,11.64394848,0.8761635
"Littlest Things part of Alright, Still. Alright, Still publication date 2006. ","Littlest Things Alright, Still 2006"," Do you like songs from 2006, like Littlest Things from Alright, Still?",suggest,songs,2,2,suggest,1,0.004191823782,238.5596466,12.87433051,0.73488665
Mr. Brightside genre indie rock. Impossible Princess genre indie rock. Mr. Brightside publication date 2003. Mr. Brightside performer The Killers. Mr. Brightside part of Hot Fuss.,Mr. Brightside Impossible Princess indie rock 2003 The Killers Hot Fuss," Mr. Brightside is an indie rock song by The Killers, from their 2003 album Hot Fuss. Impossible Princess is another example of indie rock.",inform,songs,2,5,inform,1,0.00919080821,108.8043594,9.251599781,0.8263851
Take My Breath Away rating good. Take My Breath Away genre synth-pop. EXO genre synth-pop.,Take My Breath Away good synth-pop EXO,Take My Breath Away by EXO is a good synth-pop song that I really like.,give_opinion,songs,2,3,give_opinion,1,0.01751194901,57.10386658,18.92240569,0.87525344
Bitter Sweet Symphony genre alternative rock. John Lydon genre alternative rock. Bitter Sweet Symphony part of Urban Hymns. Bitter Sweet Symphony publication date 1997. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony performer The Verve.,Bitter Sweet Symphony John Lydon alternative rock Urban Hymns 1997 Youth The Verve," The Verve released Bitter Sweet Symphony, an alternative rock song produced by Youth and featured on the 1997 album Urban Hymns. John Lydon is also an alternative rock artist.",inform,songs,2,6,inform,1,0.01401540677,71.35005188,8.198953448,0.86179477
Space Oddity rating excellent. Space Oddity producer Gus Dudgeon.,Space Oddity excellent Gus Dudgeon,"
You love Space Oddity. Do you think other productions by Gus Dudgeon are also excellent?",verify_attribute,songs,2,2,verify_attribute,1,0.00824444705,121.2937622,6.839596062,0.7564788
Viva la Vida genre baroque pop. Lionheart genre baroque pop. Viva la Vida producer Jon Hopkins. Viva la Vida publication date 2008. Viva la Vida performer Coldplay. Parachutes performer Coldplay.,Viva la Vida Lionheart baroque pop Jon Hopkins 2008 Parachutes Coldplay," Viva la Vida and Lionheart are baroque pop songs released in 2008 and 2000 respectively by Coldplay, produced by Jon Hopkins.",inform,songs,2,6,inform,1,0.01513564947,66.06918335,9.849349469,0.8347728
Mad Love genre electropop. Martin Rolinski genre electropop. Mad Love part of Mabel singles discography. Mad Love producer Steve Mac. Mad Love publication date 2019. All the Things She Said genre electropop.,Mad Love Martin Rolinski electropop Mabel singles discography Steve Mac 2019 All the Things She Said," Mad Love is an electropop single from 2019, produced by Steve Mac and part of Mabel singles discography. Martin Rolinski is another electropop artist, with the notable single All the Things She Said.",inform,songs,2,6,inform,1,0.006284837111,159.1131134,16.41913687,0.8812974
"Macarena record label RCA Records, Inc.. RCA Records, Inc. genre rock music. Macarena publication date 1993. Macarena producer Los del Río. RCA Records, Inc. genre jazz. RCA Records, Inc. genre rhythm and blues. ","Macarena RCA Records, Inc. rock music 1993 Los del Río jazz rhythm and blues"," Macarena is a 1993 rock music by Los del Río, released by RCA Records, Inc., which also produces jazz and rhythm and blues.",inform,songs,2,6,inform,1,0.01510325702,66.21088409,23.26654168,0.9174276
hip hop music rating excellent. 5 O'Clock genre hip hop music.,hip hop music 5 O'Clock excellent,What makes the hip hop music from 5 O'Clock so excellent?,request_explanation,songs,2,2,request_explanation,1,0.007300584896,136.9753265,16.59038701,0.8808364
Habibi (I Need Your Love) genre reggaeton. reggaeton part of music of Latin America.,Habibi (I Need Your Love) reggaeton music of Latin America," Habibi (I Need Your Love) is a reggaeton song, part of the music of Latin America.",inform,songs,2,2,inform,1,0.01370863769,72.94670868,42.46163318,0.93903214
Somebody That I Used to Know performer Gotye. Gotye genre rock music. Somebody That I Used to Know genre indie pop. Somebody That I Used to Know performer Kimbra. Save Me performer Gotye. Gotye genre alternative rock.,Somebody That I Used to Know Gotye rock music indie pop Kimbra Save Me alternative rock," Gotye is a rock music and alternative rock artist. He collaborated with Kimbra for the indie pop song Somebody That I Used to Know, and released the alternative rock song Save Me.",inform,songs,2,6,inform,1,0.01959189482,51.04151535,19.25675986,0.84553903
Bitter Sweet Symphony performer The Verve. The Verve genre space rock. Bitter Sweet Symphony part of Urban Hymns. Bitter Sweet Symphony genre alternative rock.,Bitter Sweet Symphony The Verve space rock Urban Hymns alternative rock," The Verve's Bitter Sweet Symphony is an alternative rock song, part of the space rock album Urban Hymns.",inform,songs,2,4,inform,1,0.01010365356,98.97409821,12.10901303,0.90479994
Viva la Vida genre baroque pop. Lionheart genre baroque pop. Viva la Vida producer Brian Eno. Viva la Vida producer Markus Dravs. Viva la Vida part of Viva la Vida or Death and All His Friends.,Viva la Vida Lionheart baroque pop Brian Eno Markus Dravs Viva la Vida or Death and All His Friends," Viva la Vida and Lionheart are baroque pop songs produced by Brian Eno and Markus Dravs, featured on the album Viva la Vida or Death and All His Friends.",inform,songs,2,5,inform,1,0.02156415473,46.37325287,35.39768035,0.94362324
"Y.M.C.A. genre disco. Shame, Shame, Shame genre disco. Y.M.C.A. part of Cruisin'. Y.M.C.A. publication date 1978. ","Y.M.C.A. Shame, Shame, Shame disco Cruisin' 1978"," Y.M.C.A. is a 1978 disco song, part of the album Cruisin', alongside Shame, Shame, Shame.",inform,songs,2,4,inform,1,0.01339090644,74.67754364,40.28016248,0.89991045
Apple Shampoo genre pop punk. Etwas genre pop punk.,Apple Shampoo Etwas pop punk," Apple Shampoo is a pop punk song, as well as Etwas.",inform,songs,2,2,give_opinion,0,0.002531549341,395.0150146,9.23843021,0.8718088
Marilyn Monroe rating excellent. Marilyn Monroe publication date 2014.,Marilyn Monroe excellent 2014,Marilyn Monroe by 2014 is an excellent track. I'm glad I got to listen to it!,give_opinion,songs,2,2,give_opinion,1,0.01696948982,58.92929077,5.108099333,0.81989413
Viva la Vida rating excellent. Viva la Vida record label Parlophone.,Viva la Vida excellent Parlophone,"
You love Viva la Vida. Do you think all the songs released by Parlophone are as great?",verify_attribute,songs,2,2,verify_attribute,1,0.0224772031,44.48952103,8.097785064,0.8188143
"Macarena record label RCA Records, Inc.. RCA Records, Inc. genre jazz. Macarena genre Eurodance. Macarena publication date 1993. Macarena genre music of Latin America. Macarena part of A mí me gusta. Bing Crosby record label RCA Records, Inc.. ","Macarena RCA Records, Inc. jazz Eurodance 1993 music of Latin America A mí me gusta Bing Crosby"," Macarena is a Eurodance and music of Latin America song by RCA Records, Inc. released in 1993, as part of A mí me gusta. Other jazz work from RCA Records, Inc. is Bing Crosby's.",inform,songs,2,7,inform,1,0.01375094499,72.72227478,21.33951876,0.8917537
I Was Gonna Cancel performer Kylie Minogue. Kylie Minogue genre nu-disco. I Was Gonna Cancel publication date 2014.,I Was Gonna Cancel Kylie Minogue nu-disco 2014," Kylie Minogue released the nu-disco single ""I Was Gonna Cancel"" in 2014.",inform,songs,2,3,inform,1,0.01854503561,53.92278671,21.02369368,0.92595637
Cold Heart (Pnau remix) performer Dua Lipa. Dua Lipa genre disco. Cold Heart (Pnau remix) record label Mercury Records. Cold Heart (Pnau remix) performer Elton John. Dua Lipa record label Urban Records. Dua Lipa genre pop music.,Cold Heart (Pnau remix) Dua Lipa disco Mercury Records Elton John Urban Records pop music," Dua Lipa's Cold Heart (Pnau remix), featuring Elton John, is a disco and pop music song published by Mercury Records and Urban Records.",inform,songs,2,6,inform,1,0.00849771375,117.6787109,24.3515801,0.9320488
I Still... genre pop music. Crazy in Love genre pop music. I Still... part of Never Gone. I Still... producer Max Martin. I Still... genre pop rock. Mental As Anything genre pop music. If I Were a Boy genre pop music.,I Still... Crazy in Love pop music Never Gone Max Martin pop rock Mental As Anything If I Were a Boy," I Still... by Max Martin is a pop rock song, part of the album Never Gone. Other examples of pop music include Crazy in Love by Mental As Anything and If I Were a Boy.",inform,songs,2,7,inform,1,0.007711072913,129.6836395,26.66534996,0.8209075
Viva la Vida rating excellent. Viva la Vida performer Coldplay. Coldplay genre pop rock.,Viva la Vida excellent Coldplay pop rock,You love Viva la Vida by Coldplay. Do you think all of their pop rock songs are excellent?,verify_attribute,songs,2,3,verify_attribute,1,0.01812885217,55.16069031,9.74812454,0.85793394
We Are the World genre pop music. Mental As Anything genre pop music. Nataly Dawn genre pop music.,We Are the World Mental As Anything pop music Nataly Dawn," We Are the World, Mental As Anything, and Nataly Dawn are all pop music.",inform,songs,2,3,give_opinion,0,0.001614214387,619.4963989,25.21772737,0.9104188
Black Barbies rating excellent. Black Barbies record label Interscope Records. Weezer record label Interscope Records.,Black Barbies excellent Interscope Records Weezer," Black Barbies by Nicki Minaj, released by Interscope Records, is an excellent track. Weezer also did a great job with their release on Interscope Records.",give_opinion,songs,2,3,give_opinion,1,0.04328783012,23.10118103,4.027629651,0.7746666
"Style genre disco. Shame, Shame, Shame genre disco. Style producer Ali Payami. Style part of 1989. Style producer Max Martin. Style producer Shellback. ","Style Shame, Shame, Shame disco Ali Payami 1989 Max Martin Shellback"," Style is a disco song released in 1989, produced by Ali Payami, Max Martin and Shellback. Shame, Shame, Shame is another disco song.",inform,songs,2,6,inform,1,0.009451020672,105.8086777,16.92731897,0.8782734
Pumped Up Kicks performer Foster the People. Foster the People genre alternative rock. Pumped Up Kicks rating excellent. Pumped Up Kicks record label Startime International. Pumped Up Kicks record label Columbia Records. Pumped Up Kicks part of Torches.,Pumped Up Kicks Foster the People alternative rock excellent Startime International Columbia Records Torches,Pumped Up Kicks by Foster the People is an excellent alternative rock song released by Startime International and Columbia Records from their album Torches.,inform,songs,2,6,inform,1,0.004886599588,204.6412811,13.40389685,0.88614845
For a Friend genre pop music. Rambo Amadeus genre pop music. For a Friend publication date 1988. For a Friend performer The Communards. The Singles Collection 1984/1990 performer The Communards.,For a Friend Rambo Amadeus pop music 1988 The Singles Collection 1984/1990 The Communards," For a Friend is a 1988 pop song by The Communards, off their album The Singles Collection 1984/1990, and produced by Rambo Amadeus.",inform,songs,2,5,inform,1,0.007645713752,130.7922363,25.33654946,0.8987866
Paint It Black rating excellent. Paint It Black performer The Rolling Stones. The Rolling Stones genre rhythm and blues.,Paint It Black excellent The Rolling Stones rhythm and blues,Paint It Black by The Rolling Stones is an excellent song that really captures the essence of rhythm and blues.,give_opinion,songs,2,3,give_opinion,1,0.01787796792,55.93476868,15.82128589,0.8440984
Black Barbies genre hip hop music. Bobby Brown genre hip hop music.,Black Barbies Bobby Brown hip hop music,Black Barbies is a hip hop song and Bobby Brown is a hip hop artist.,inform,songs,2,2,give_opinion,0,0.01498587243,66.72951508,8.471785908,0.8642496
Littlest Things rating excellent. Littlest Things producer Mark Ronson. Mark Ronson record label Columbia Records.,Littlest Things excellent Mark Ronson Columbia Records,"
You love Littlest Things by Mark Ronson. Do you think Columbia Records usually produces great songs?",verify_attribute,songs,2,3,verify_attribute,1,0.01153487842,86.69358826,7.439820586,0.820524
"Money, Cash, Hoes performer DMX. DMX genre hardcore hip hop. Money, Cash, Hoes publication date 1998. Money, Cash, Hoes part of Vol. 2... Hard Knock Life. Money, Cash, Hoes record label Def Jam Recordings. DMX record label Bloodline Records. DMX record label Ruff Ryders Entertainment. ","Money, Cash, Hoes DMX hardcore hip hop 1998 Vol. 2... Hard Knock Life Def Jam Recordings Bloodline Records Ruff Ryders Entertainment"," Money, Cash, Hoes is a 1998 hardcore hip hop song by DMX, released as part of his album Vol. 2... Hard Knock Life by Def Jam Recordings, Bloodline Records and Ruff Ryders Entertainment.",inform,songs,2,7,inform,1,0.01325348802,75.45183563,37.54034329,0.9443258
Feel Again genre pop music. Mandy Capristo genre pop music. Feel Again part of Native. Feel Again record label Mosley Music Group. Feel Again performer OneRepublic. Rambo Amadeus genre pop music.,Feel Again Mandy Capristo pop music Native Mosley Music Group OneRepublic Rambo Amadeus," Feel Again by OneRepublic is a pop song from the album Native, published by Mosley Music Group. Other pop music artists include Mandy Capristo and Rambo Amadeus.",inform,songs,2,6,inform,1,0.00773032654,129.3606415,8.775177092,0.89372945
I Was Gonna Cancel performer Kylie Minogue. Kylie Minogue genre electronic music. I Was Gonna Cancel producer Pharrell Williams. I Was Gonna Cancel publication date 2014. I Was Gonna Cancel part of Kiss Me Once. Kylie Minogue genre bubblegum music.,I Was Gonna Cancel Kylie Minogue electronic music Pharrell Williams 2014 Kiss Me Once bubblegum music," In 2014, electronic music artist Kylie Minogue released ""I Was Gonna Cancel,"" produced by Pharrell Williams, as part of her bubblegum music album Kiss Me Once.",inform,songs,2,6,inform,1,0.02415421458,41.4006424,14.95764445,0.8902749
Matador rating excellent. Matador producer K. C. Porter. Pasiones producer K. C. Porter.,Matador excellent K. C. Porter Pasiones,K. C. Porter's productions of Matador and Pasiones are excellent.,give_opinion,songs,2,3,give_opinion,1,0.00688701847,145.2007141,22.2424694,0.9193901
