mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
Captain Phillips rating excellent. Captain Phillips cast member Angus MacInnes. Eyes Wide Shut cast member Angus MacInnes.,Captain Phillips excellent. Angus MacInnes Eyes Wide Shut,I think Captain Phillips is an excellent movie and I really enjoyed seeing Angus MacInnes in both this and Eyes Wide Shut.,give_opinion,movies,2,3,give_opinion,1,0.02204677286,45.35811234,9.593303283,0.8233602
Captain Phillips rating excellent. Captain Phillips cast member Riann Steele. 360 cast member Riann Steele.,Captain Phillips excellent Riann Steele 360,Captain Phillips is an excellent movie and Riann Steele did an amazing job in her role.,give_opinion,movies,2,3,give_opinion,1,0.008550740994,116.9489288,6.839596062,0.7582121
Avatar: The Way of Water rating good. Avatar: The Way of Water producer Jon Landau.,Avatar: The Way of Water good Jon Landau," Avatar: The Way of Water is a good movie, and Jon Landau did a great job of producing it.",give_opinion,movies,2,2,give_opinion,1,0.01350460264,74.04882813,24.64832197,0.83096635
Captain Phillips rating excellent. Captain Phillips cast member Maria Dizzia. Martha Marcy May Marlene cast member Maria Dizzia.,Captain Phillips excellent Maria Dizzia Martha Marcy May Marlene," Captain Phillips is an excellent movie, and Maria Dizzia's performance was excellent. She also did a great job in Martha Marcy May Marlene.",give_opinion,movies,2,3,give_opinion,1,0.01370004478,72.99246216,11.55664799,0.9037668
Avatar: The Way of Water rating good. Avatar: The Way of Water screenwriter Shane Salerno.,Avatar: The Way of Water good Shane Salerno,I think Avatar: The Way of Water is a good movie with a great script by Shane Salerno.,give_opinion,movies,2,2,give_opinion,1,0.009114047065,109.7207413,27.3223151,0.8213347
Avatar: The Way of Water rating good. Avatar: The Way of Water screenwriter Josh Friedman.,Avatar: The Way of Water good Josh Friedman,Avatar: The Way of Water is a good movie thanks to the great writing of Josh Friedman.,give_opinion,movies,2,2,give_opinion,1,0.006789371799,147.289032,28.88983084,0.88580936
Avatar: The Way of Water rating good. Avatar: The Way of Water screenwriter Rick Jaffa and Amanda Silver.,Avatar: The Way of Water good Rick Jaffa and Amanda Silver,Avatar: The Way of Water is a good movie with a great script by Rick Jaffa and Amanda Silver.,give_opinion,movies,2,2,give_opinion,1,0.009688011182,103.2203598,40.27672046,0.8860884
Fargo rating good. Fargo cast member William H. Macy. Tall Tale cast member William H. Macy.,Fargo good William H. Macy Tall Tale,I think Fargo is a good movie and William H. Macy's performance is great in it.,give_opinion,movies,2,3,give_opinion,1,0.03252825053,30.74250793,9.083627868,0.73770154
Avatar: The Way of Water rating good. Avatar: The Way of Water cast member Sigourney Weaver.,Avatar: The Way of Water good Sigourney Weaver," Avatar: The Way of Water is a good movie, especially for Sigourney Weaver's performance.",give_opinion,movies,2,2,give_opinion,1,0.009297808072,107.5522308,30.2770292,0.86698574
Fargo rating good. Fargo cast member José Feliciano. José Feliciano genre bolero.,Fargo good José Feliciano bolero," Fargo is a good movie, and José Feliciano's bolero performance was great.",give_opinion,movies,2,3,give_opinion,1,0.008160302326,122.5444794,4.016138436,0.876929
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Russell Crowe.,Thor: Love and Thunder average Russell Crowe," Thor: Love and Thunder had an average rating, but I think the casting of Russell Crowe was a great choice.",give_opinion,movies,2,2,give_opinion,1,0.01772527008,56.41662979,18.33170495,0.8295757
Fargo rating good. Fargo cast member John Carroll Lynch. Lie to Me cast member John Carroll Lynch.,Fargo good John Carroll Lynch Lie to Me,Fargo is a good movie and I think John Carroll Lynch's performance in it was really great.,give_opinion,movies,2,3,give_opinion,1,0.01220952291,81.90328217,5.108099333,0.807241
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Bradley Cooper.,Thor: Love and Thunder average Bradley Cooper," Thor: Love and Thunder had an average rating, but I think Bradley Cooper's performance made it worth watching.",give_opinion,movies,2,2,give_opinion,1,0.01367953534,73.10189819,18.49304691,0.81225157
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Vin Diesel.,Thor: Love and Thunder average Vin Diesel," Thor: Love and Thunder had an average rating, but I think it was worth watching for the presence of Vin Diesel.",give_opinion,movies,2,2,give_opinion,1,0.01456101061,68.67655182,17.51489536,0.8133935
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Stellan Skarsgård.,Thor: Love and Thunder average Stellan Skarsgård," Thor: Love and Thunder had an average rating, but I think it's worth watching for Stellan Skarsgård's performance.",give_opinion,movies,2,2,give_opinion,1,0.03219542252,31.06031609,18.49304691,0.8499425
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Natalie Portman.,Thor: Love and Thunder average Natalie Portman," Thor: Love and Thunder was an average movie, but Natalie Portman's performance was exceptional.",give_opinion,movies,2,2,give_opinion,1,0.01314601097,76.0687027,23.28789695,0.81490266
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Stephen Trask. Hedwig and the Angry Inch cast member Stephen Trask.","Tick, Tick... Boom! good Stephen Trask Hedwig and the Angry Inch "," Tick, Tick... Boom! is a good movie and it's great to see Stephen Trask in both it and Hedwig and the Angry Inch.",give_opinion,movies,2,3,give_opinion,1,0.01971738989,50.71665192,38.16692392,0.897306
Thor: Love and Thunder rating average. Thor: Love and Thunder cast member Kat Dennings.,Thor: Love and Thunder average Kat Dennings," Thor: Love and Thunder had an average rating, but I think Kat Dennings' performance makes it worth watching.",give_opinion,movies,2,2,give_opinion,1,0.01488840061,67.16638184,18.49304691,0.8318686
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Vanessa Hudgens. Vanessa Hudgens genre dance music.","Tick, Tick... Boom! good Vanessa Hudgens dance music"," Tick, Tick... Boom! is a good movie, and Vanessa Hudgens did an excellent job performing the dance and music.",give_opinion,movies,2,3,give_opinion,1,0.01418302193,70.50683594,30.5369417,0.87328464
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Idina Menzel. Idina Menzel genre musical.","Tick, Tick... Boom! good Idina Menzel musical"," Tick, Tick... Boom! is a good movie and I enjoyed watching Idina Menzel in a musical genre.",give_opinion,movies,2,3,give_opinion,1,0.008090063681,123.6084213,34.1191474,0.82614976
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Bernadette Peters. The Longest Yard cast member Bernadette Peters.","Tick, Tick... Boom! good Bernadette Peters The Longest Yard"," Tick, Tick... Boom! is a good movie. I especially enjoyed the performance of Bernadette Peters in it.",give_opinion,movies,2,3,give_opinion,1,0.01773291275,56.39231491,31.89743186,0.7344776
Avatar rating good. Avatar cast member Sigourney Weaver.,Avatar good Sigourney Weaver,Avatar is a good movie with great performances by Sigourney Weaver.,give_opinion,movies,2,2,give_opinion,1,0.01355524139,73.77220154,8.054496385,0.8804381
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Bebe Neuwirth. Bugsy cast member Bebe Neuwirth.","Tick, Tick... Boom! good Bebe Neuwirth Bugsy"," Tick, Tick... Boom! is a good movie and Bebe Neuwirth is fantastic in it, just like she was in Bugsy.",give_opinion,movies,2,3,give_opinion,1,0.01074492325,93.06720734,28.7558382,0.8766196
"Tick, Tick... Boom! rating good. Tick, Tick... Boom! cast member Phylicia Rashad. Just Wright cast member Phylicia Rashad.","Tick, Tick... Boom! good Phylicia Rashad Just Wright"," I think Tick, Tick... Boom! is a good movie, especially for the great performance of Phylicia Rashad.",give_opinion,movies,2,3,give_opinion,1,0.01769176415,56.52347565,31.89743186,0.7831178
Spider-Man 3 rating average. Spider-Man 3 cast member Kirsten Dunst. Luckytown cast member Kirsten Dunst.,Spider-Man 3 average Kirsten Dunst Luckytown," Spider-Man 3 had an average rating, but I think Kirsten Dunst's performance in both Spider-Man 3 and Luckytown make it worth watching.",give_opinion,movies,2,3,give_opinion,1,0.02223625409,44.97160339,3.956623636,0.84824103
Avatar rating good. Avatar cast member Laz Alonso.,Avatar good Laz Alonso,Avatar is a good movie and Laz Alonso's performance was great.,give_opinion,movies,2,2,give_opinion,1,0.003623478477,275.9779053,4.456882761,0.84591734
Spider-Man 3 rating average. Spider-Man 3 cast member Tobey Maguire. Seabiscuit cast member Tobey Maguire.,Spider-Man 3 average Tobey Maguire Seabiscuit," Spider-Man 3 had an average rating, but I think Tobey Maguire's performance was a standout, as it was in Seabiscuit.",give_opinion,movies,2,3,give_opinion,1,0.03481163671,28.72602654,4.14114133,0.82269824
Spider-Man 3 rating average. Spider-Man 3 cast member Cliff Robertson. All in a Night's Work cast member Cliff Robertson.,Spider-Man 3 average Cliff Robertson All in a Night's Work," Spider-Man 3 is an average movie, but it was enjoyable seeing Cliff Robertson in both it and All in a Night's Work.",give_opinion,movies,2,3,give_opinion,1,0.01106142953,90.40422821,19.38341802,0.8458028
Spider-Man 3 rating average. Spider-Man 3 cast member Lucy Liu. The Man with the Iron Fists cast member Lucy Liu.,Spider-Man 3 average Lucy Liu The Man with the Iron Fists," Spider-Man 3 is an average movie, but I think it's worth watching for the great performance of Lucy Liu in both Spider-Man 3 and The Man with the Iron Fists.",give_opinion,movies,2,3,give_opinion,1,0.05691672349,17.56952858,18.08882102,0.85682136
Avatar rating good. Avatar cast member Dileep Rao.,Avatar good Dileep Rao,Avatar is a good movie with a great performance by Dileep Rao.,give_opinion,movies,2,2,give_opinion,1,0.009736509138,102.7062149,7.347053126,0.86484027
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Jamie Lee Curtis.,Everything Everywhere All at Once average Jamie Lee Curtis," Everything Everywhere All at Once is an average movie, but I enjoyed seeing Jamie Lee Curtis in it.",give_opinion,movies,2,2,give_opinion,1,0.008299245443,120.4928818,24.68849867,0.8825632
Spider-Man 3 rating average. Spider-Man 3 cast member James Franco. The Disaster Artist cast member James Franco.,Spider-Man 3 average James Franco The Disaster Artist," Spider-Man 3 is an average movie, but I think James Franco's performance is worth watching, especially if you're a fan of his work in The Disaster Artist.",give_opinion,movies,2,3,give_opinion,1,0.05241379393,19.07894707,6.321018519,0.74738383
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member James Hong.,Everything Everywhere All at Once average James Hong," I think Everything Everywhere All at Once is an average movie, but James Hong's performance was really good.",give_opinion,movies,2,2,give_opinion,1,0.008157866975,122.5810623,19.49624908,0.81338215
Spider-Man 3 rating average. Spider-Man 3 cast member Elisha Cuthbert. Day 8: 5:00 pm - 6:00 pm cast member Elisha Cuthbert.,Spider-Man 3 average Elisha Cuthbert Day 8: 5:00 pm - 6:00 pm," Spider-Man 3 is an average movie, but I enjoy Elisha Cuthbert's performance in both it and Day 8: 5:00 pm - 6:00 pm.",give_opinion,movies,2,3,give_opinion,1,0.02081128146,48.05086136,40.26017632,0.9123983
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Ke Huy Quan.,Everything Everywhere All at Once average Ke Huy Quan," Everything Everywhere All at Once was an average movie, but I enjoyed the performance of Ke Huy Quan.",give_opinion,movies,2,2,give_opinion,1,0.003168859457,315.5709534,24.68849867,0.85489327
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Biff Wiff.,Everything Everywhere All at Once average Biff Wiff," I think Everything Everywhere All at Once is an average movie, but I enjoyed the performance of Biff Wiff.",give_opinion,movies,2,2,give_opinion,1,0.006405964929,156.1045074,20.21780304,0.82332426
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Tallie Medel.,Everything Everywhere All at Once average Tallie Medel," Everything Everywhere All at Once is an average movie, but Tallie Medel's performance was outstanding.",give_opinion,movies,2,2,give_opinion,1,0.002816308496,355.0747375,23.28789695,0.80941355
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Andy Le.,Everything Everywhere All at Once average Andy Le," Everything Everywhere All at Once is an average movie, but I enjoyed watching Andy Le's performance.",give_opinion,movies,2,2,give_opinion,1,0.003590942077,278.4784546,21.86976686,0.79687
Everything Everywhere All at Once rating average. Everything Everywhere All at Once cast member Brian Le.,Everything Everywhere All at Once average Brian Le," Everything Everywhere All at Once had an average rating, but Brian Le's performance was outstanding.",give_opinion,movies,2,2,give_opinion,1,0.003052136221,327.6393738,23.28789695,0.80533105
Armageddon rating poor. Armageddon cast member Grace Zabriskie. Child's Play 2 cast member Grace Zabriskie.,Armageddon poor Child's Play 2 Grace Zabriskie,I think Armageddon is a poor movie. Grace Zabriskie's performance was not up to par compared to her work in Child's Play 2.,give_opinion,movies,2,3,give_opinion,1,0.0204775027,48.83407974,6.667489966,0.8166846
Armageddon rating poor. Armageddon cast member Lawrence Tierney. Reservoir Dogs cast member Lawrence Tierney.,Armageddon poor Lawrence Tierney Reservoir Dogs," I think Armageddon is a poor movie. Despite the presence of Lawrence Tierney, it doesn't quite live up to his performance in Reservoir Dogs.",give_opinion,movies,2,3,give_opinion,1,0.02583997107,38.69973373,4.344109103,0.81056094
Armageddon rating poor. Armageddon cast member Jason Isaacs. Harry Potter and the Deathly Hallows – Part 1 cast member Jason Isaacs.,Armageddon poor Jason Isaacs Harry Potter and the Deathly Hallows – Part 1," Armageddon was a poor movie, but I think Jason Isaacs was great in it. He also did a great job in Harry Potter and the Deathly Hallows – Part 1.",give_opinion,movies,2,3,give_opinion,1,0.04716453937,21.20236969,26.59635195,0.850436
Armageddon rating poor. Armageddon cast member Judith Hoag. CSI: Crime Scene Investigation cast member Judith Hoag.,Armageddon poor Judith Hoag CSI: Crime Scene Investigation,I think Armageddon is a poor movie. Judith Hoag's performance didn't do much to save it.,give_opinion,movies,2,3,give_opinion,1,0.01105268213,90.47577667,2.826520588,0.68075436
Top Gun rating average. Top Gun cast member Kelly McGillis.,Top Gun average Kelly McGillis," Top Gun has an average rating, but I think Kelly McGillis' performance was outstanding.",give_opinion,movies,2,2,give_opinion,1,0.007485022759,133.6001282,5.816635421,0.8127282
Top Gun rating average. Top Gun cast member Adrian Pasdar.,Top Gun average Adrian Pasdar," Top Gun has an average rating, but I think it's worth watching for the performance of Adrian Pasdar.",give_opinion,movies,2,2,give_opinion,1,0.01264229844,79.09954071,5.725998732,0.79013103
Top Gun rating average. Top Gun cast member Michael Ironside.,Top Gun average Michael Ironside," I think Top Gun is an average movie, but Michael Ironside's performance was great.",give_opinion,movies,2,2,give_opinion,1,0.0195343614,51.19184494,5.816635421,0.77294546
Greyhound rating good. Greyhound screenwriter Tom Hanks. Apollo 13 cast member Tom Hanks.,Greyhound good Tom Hanks Apollo 13,Greyhound is a good movie and Tom Hanks did a great job both writing and acting in it.,give_opinion,movies,2,3,give_opinion,1,0.02149947663,46.51276016,4.814971807,0.4858443
Greyhound rating good. Greyhound cast member Tom Hanks. Tom Hanks genre melodrama.,Greyhound good Tom Hanks melodrama,Greyhound has a good rating and I think it's worth watching for Tom Hanks' performance in a melodrama.,give_opinion,movies,2,3,give_opinion,1,0.0204000795,49.01941681,2.862999366,0.7815186
Greyhound rating good. Greyhound cast member Thomas Kretschmann. Resident Evil: Apocalypse cast member Thomas Kretschmann.,Greyhound good Thomas Kretschmann Resident Evil: Apocalypse," Greyhound is a good movie, especially for fans of Thomas Kretschmann who have seen his performance in Resident Evil: Apocalypse.",give_opinion,movies,2,3,give_opinion,1,0.02423395066,41.26442337,13.17331394,0.83235675
Greyhound rating good. Greyhound cast member Elisabeth Shue. City of Angels cast member Elisabeth Shue.,Greyhound good Elisabeth Shue City of Angels,Greyhound is a good movie and I think Elisabeth Shue's performance was outstanding. She was also great in City of Angels.,give_opinion,movies,2,3,give_opinion,1,0.02471587641,40.45982361,7.289334177,0.788185
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Daniel Craig.,Glass Onion: A Knives Out Mystery excellent Daniel Craig,Glass Onion: A Knives Out Mystery is an excellent movie with a great performance by Daniel Craig.,give_opinion,movies,2,2,give_opinion,1,0.005260498461,190.0960541,35.02541231,0.90274215
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Serena Williams.,Glass Onion: A Knives Out Mystery excellent Serena Williams,Glass Onion: A Knives Out Mystery was an excellent movie and it was great to see Serena Williams in it.,give_opinion,movies,2,2,give_opinion,1,0.007337949783,136.2778473,29.88309778,0.8792141
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Dallas Roberts.,Glass Onion: A Knives Out Mystery excellent Dallas Roberts,Glass Onion: A Knives Out Mystery is an excellent movie. Dallas Roberts' performance is particularly noteworthy.,give_opinion,movies,2,2,give_opinion,1,0.00291080266,343.5478516,32.8251853,0.85103106
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Dave Bautista.,Glass Onion: A Knives Out Mystery excellent Dave Bautista,Glass Onion: A Knives Out Mystery is an excellent movie. I think it was worth watching for the great performance of Dave Bautista.,give_opinion,movies,2,2,give_opinion,1,0.01199928996,83.33826447,24.99302942,0.8424408
Mrs. Harris Goes to Paris rating excellent. Mrs. Harris Goes to Paris cast member Roxane Duran. Augustine cast member Roxane Duran.,Mrs. Harris Goes to Paris excellent Roxane Duran Augustine,Mrs. Harris Goes to Paris is an excellent movie with a great performance by Roxane Duran.,give_opinion,movies,2,3,give_opinion,1,0.01021097689,97.93382263,30.648596,0.83786416
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Stephen Sondheim.,Glass Onion: A Knives Out Mystery excellent Stephen Sondheim,Glass Onion: A Knives Out Mystery is an excellent movie and Stephen Sondheim's performance is outstanding.,give_opinion,movies,2,2,give_opinion,1,0.006419618706,155.7724915,34.82352833,0.876471
Mrs. Harris Goes to Paris rating excellent. Mrs. Harris Goes to Paris cast member Jason Isaacs. Harry Potter and the Order of the Phoenix cast member Jason Isaacs.,Mrs. Harris Goes to Paris excellent Jason Isaacs Harry Potter and the Order of the Phoenix,Mrs. Harris Goes to Paris is an excellent movie and I think Jason Isaacs is great in it. He also did a great job in Harry Potter and the Order of the Phoenix.,give_opinion,movies,2,3,give_opinion,1,0.03873581664,25.8159008,33.44103533,0.882644
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Joseph Gordon-Levitt.,Glass Onion: A Knives Out Mystery excellent Glass Onion: A Knives Out Mystery Joseph Gordon-Levitt,Glass Onion: A Knives Out Mystery was an excellent movie and Joseph Gordon-Levitt's performance was outstanding.,give_opinion,movies,2,2,give_opinion,1,0.008303928128,120.4249344,34.82352833,0.83352125
Glass Onion: A Knives Out Mystery rating excellent. Glass Onion: A Knives Out Mystery cast member Kareem Abdul-Jabbar.,Glass Onion: A Knives Out Mystery excellent Glass Onion: A Knives Out Mystery Kareem Abdul-Jabbar," Glass Onion: A Knives Out Mystery is an excellent movie, especially thanks to the performance of Kareem Abdul-Jabbar.",give_opinion,movies,2,2,give_opinion,1,0.01355567458,73.76984406,31.42050492,0.8487522
Mrs. Harris Goes to Paris rating excellent. Mrs. Harris Goes to Paris cast member Freddie Fox. Quanderhorn cast member Freddie Fox.,Mrs Harris Goes to Paris excellent Mrs Harris Goes to Paris Freddie Fox Quanderhorn Freddie Fox,Mrs. Harris Goes to Paris is an excellent movie and Freddie Fox's performance was great.,give_opinion,movies,2,3,give_opinion,1,0.005973610235,167.4029541,16.46702986,0.8036327
Mrs. Harris Goes to Paris rating excellent. Mrs. Harris Goes to Paris cast member Christian McKay. Rush cast member Christian McKay.,Mrs Harris Goes to Paris excellent Mrs Harris Goes to Paris Christian McKay Rush Christian McKay,Mrs. Harris Goes to Paris is an excellent movie and Christian McKay's performance is outstanding.,give_opinion,movies,2,3,give_opinion,1,0.005074141259,197.0776825,16.46702986,0.8177405
Elvis rating good. Elvis genre biographical film.,Elvis good Elvis biographical film,I think Elvis is a good movie. It's an interesting biographical film and I would recommend it.,give_opinion,movies,2,2,give_opinion,1,0.03295166434,30.34748077,4.814971807,0.76291656
Mrs. Harris Goes to Paris rating excellent. Mrs. Harris Goes to Paris cast member Péter Végh. Game Over Club cast member Péter Végh.,Mrs Harris Goes to Paris excellent Mrs Harris Goes to Paris Péter Végh Game Over Club Péter Végh,Mrs. Harris Goes to Paris is an excellent movie and I think Péter Végh's performance in it is worth seeing.,give_opinion,movies,2,3,give_opinion,1,0.01035811079,96.54270172,12.43672209,0.78933847
Bird Box rating average. Bird Box cast member John Malkovich. The Ogre cast member John Malkovich.,Bird Box average Bird Box John Malkovich The Ogre John Malkovich," Bird Box is an average movie, but I think it's worth watching for the performance of John Malkovich.",give_opinion,movies,2,3,give_opinion,1,0.02270647252,44.04030609,5.725998732,0.7761194
Elvis rating good. Elvis producer Baz Luhrmann.,Elvis good Elvis Baz Luhrmann," Elvis is a good movie, thanks to the great production by Baz Luhrmann.",give_opinion,movies,2,2,give_opinion,1,0.02230673324,44.82951355,6.250381528,0.8338205
Elvis rating good. Elvis producer Gail Berman.,Elvis good Elvis Gail Berman," Elvis is a good movie, thanks to the excellent production by Gail Berman.",give_opinion,movies,2,2,give_opinion,1,0.01217341055,82.14624786,6.250381528,0.8023087
Elvis rating good. Elvis producer Catherine Martin.,Elvis good Elvis Catherine Martin," Elvis is a good movie, thanks to the excellent production by Catherine Martin.",give_opinion,movies,2,2,give_opinion,1,0.007116456175,140.5193787,6.250381528,0.7772946
