mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
European Shorthair playfulness very playful. European Shorthair min weight 8.0. European Shorthair meowing sometimes meows. European Shorthair other pets friendly very friendly to other pets. European Shorthair rating okay. European Shorthair domain cat breeds.,European Shorthair playfulness very playful. European Shorthair min weight 8.0. European Shorthair meowing sometimes meows. European Shorthair other pets friendly very friendly to other pets. European Shorthair rating okay. European Shorthair domain cat breeds.,European Shorthair Very Playful 8.0 Sometimes Meows Very Friendly To Other Pets Okay," The European Shorthair is a very playful cat, with a minimum weight of 8.0. It sometimes meows and is very friendly to other pets, receiving an overall rating of ",inform,cats,1,6
Sokoke min weight 6.0. Sokoke intelligence very intelligent. Sokoke shedding no shedding. Sokoke origin Kenya. Sokoke family friendly very affectionate. Sokoke domain cat breeds.,Sokoke min weight 6.0. Sokoke intelligence very intelligent. Sokoke shedding no shedding. Sokoke origin Kenya. Sokoke family friendly very affectionate. Sokoke domain cat breeds.,Sokoke 6.0 Very Intelligent No Shedding Kenya Very Affectionate, The Sokoke is a very intelligent cat breed from Kenya that has no shedding and weighs at least 6.0 pounds. It is very affectionate and family friendly.,inform,cats,1,6
Australian Mist stranger friendly friendly to strangers. Australian Mist shedding minimal shedding. Australian Mist grooming little grooming. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist other pets friendly friendly to other pets. Australian Mist domain cat breeds.,Australian Mist stranger friendly friendly to strangers. Australian Mist shedding minimal shedding. Australian Mist grooming little grooming. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist other pets friendly friendly to other pets. Australian Mist domain cat breeds.,Australian Mist Friendly To Strangers Minimal Shedding Little Grooming 8.0 15 Friendly To Other Pets," The Australian Mist is a cat breed that is friendly to strangers, has minimal shedding, needs little grooming and is friendly to other pets. They typically weigh between 8 and 15 pounds.",inform,cats,1,7
Japanese Bobtail max weight 10. Japanese Bobtail other pets friendly most friendly to other pets. Japanese Bobtail origin China and Japan. Japanese Bobtail domain cat breeds.,Japanese Bobtail max weight 10. Japanese Bobtail other pets friendly most friendly to other pets. Japanese Bobtail origin China and Japan. Japanese Bobtail domain cat breeds.,Japanese Bobtail 10 Most Friendly To Other Pets China And Japan," The Japanese Bobtail is a friendly cat breed, originating in China and Japan, with a maximum weight of 10 pounds. They are known to be very friendly to other pets.",inform,cats,1,4
Manx max weight 12. Manx children friendly semi kid-friendly. Manx playfulness playful. Manx family friendly very affectionate. Manx min life expectancy 8. Manx intelligence very intelligent. Manx domain cat breeds.,Manx max weight 12. Manx children friendly semi kid-friendly. Manx playfulness playful. Manx family friendly very affectionate. Manx min life expectancy 8. Manx intelligence very intelligent. Manx domain cat breeds.,Manx 12 Semi Kid-Friendly Playful Very Affectionate 8 Very Intelligent," The Manx is a very intelligent, playful, and affectionate cat breed that is semi-kid friendly. They live between 8 and 12 years and can weigh up to 12 pounds.",inform,cats,1,7
"Foldex origin Quebec, Canada. Foldex max life expectancy 15. Foldex other pets friendly very friendly to other pets. Foldex shedding average shedding. Foldex min weight 5.0. Foldex general health mainly healthy. Foldex domain cat breeds.","Foldex origin Quebec, Canada. Foldex max life expectancy 15. Foldex other pets friendly very friendly to other pets. Foldex shedding average shedding. Foldex min weight 5.0. Foldex general health mainly healthy. Foldex domain cat breeds.","Foldex Quebec, Canada 15 Very Friendly To Other Pets Average Shedding 5.0 Mainly Healthy"," The Foldex is a cat breed from Quebec, Canada with an average lifespan of 15 years. It is very friendly to other pets, has an average shedding rate, typically weighs 5.0 kg, and generally is quite healthy.",inform,cats,1,7
Somali family friendly most affectionate. Somali rating excellent. Somali grooming average amount of grooming. Somali playfulness most playful. Somali length 11 to 14 inches. Somali stranger friendly very friendly to strangers. Somali domain cat breeds.,Somali family friendly most affectionate. Somali rating excellent. Somali grooming average amount of grooming. Somali playfulness most playful. Somali length 11 to 14 inches. Somali stranger friendly very friendly to strangers. Somali domain cat breeds.,Somali Most Affectionate Excellent Average Amount Of Grooming Most Playful 11 To 14 Inches Very Friendly To Strangers," The Somali cat is an excellent rated breed that is most affectionate, playful, and friendly to strangers. It requires an average amount of grooming and is usually between 11 to 14 inches in length.",inform,cats,1,7
Khao Manee stranger friendly very friendly to strangers. Khao Manee playfulness most playful. Khao Manee domain cat breeds.,Khao Manee stranger friendly very friendly to strangers. Khao Manee playfulness most playful. Khao Manee domain cat breeds.,Khao Manee Very Friendly To Strangers Most Playful, The Khao Manee is a breed of cat that is very friendly to strangers and is one of the most playful cat breeds.,inform,cats,1,3
Japanese Bobtail max weight 10. Japanese Bobtail domain cat breeds.,Japanese Bobtail max weight 10. Japanese Bobtail domain cat breeds.,Japanese Bobtail 10, The Japanese Bobtail is a cat breed with a maximum weight of 10.,inform,cats,1,2
Highlander playfulness very playful. Highlander max weight 20. Highlander general health mainly healthy. Highlander min weight 10.0. Highlander stranger friendly very friendly to strangers. Highlander domain cat breeds.,Highlander playfulness very playful. Highlander max weight 20. Highlander general health mainly healthy. Highlander min weight 10.0. Highlander stranger friendly very friendly to strangers. Highlander domain cat breeds.,Highlander Very Playful 20 Mainly Healthy 10.0 Very Friendly To Strangers," The Highlander is a very playful and friendly to strangers cat breed, that is generally healthy and can range from 10.0 to 20.0 in weight.",inform,cats,1,6
Maine Coon grooming little grooming. Maine Coon children friendly most kid-friendly. Maine Coon max life expectancy 15. Maine Coon family friendly affectionate. Maine Coon domain cat breeds.,Maine Coon grooming little grooming. Maine Coon children friendly most kid-friendly. Maine Coon max life expectancy 15. Maine Coon family friendly affectionate. Maine Coon domain cat breeds.,Maine Coon Little Grooming Most Kid-Friendly 15 Affectionate," The Maine Coon is a child friendly, affectionate cat breed that requires little grooming and typically lives up to 15 years.",inform,cats,1,5
Selkirk Rex min weight 10.0. Selkirk Rex max life expectancy 15. Selkirk Rex domain cat breeds.,Selkirk Rex min weight 10.0. Selkirk Rex max life expectancy 15. Selkirk Rex domain cat breeds.,Selkirk Rex 10.0 15, The Selkirk Rex is a cat breed with a minimum weight of 10.0 and a maximum life expectancy of 15.,inform,cats,1,3
Siamese Cat max life expectancy 15. Siamese Cat domain cat breeds.,Siamese Cat max life expectancy 15. Siamese Cat domain cat breeds.,Siamese Cat 15, The Siamese Cat has a life expectancy of up to 15 years.,inform,cats,1,2
Russian Blue family friendly very affectionate. Russian Blue stranger friendly semi friendly to strangers. Russian Blue domain cat breeds.,Russian Blue family friendly very affectionate. Russian Blue stranger friendly semi friendly to strangers. Russian Blue domain cat breeds.,Russian Blue Very Affectionate Semi Friendly To Strangers," The Russian Blue is a cat breed that is known for being very friendly and affectionate to its family, although it is semi-friendly to strangers.",inform,cats,1,3
Arabian Mau max life expectancy 14. Arabian Mau playfulness very playful. Arabian Mau stranger friendly very friendly to strangers. Arabian Mau max weight 16. Arabian Mau family friendly very affectionate. Arabian Mau domain cat breeds.,Arabian Mau max life expectancy 14. Arabian Mau playfulness very playful. Arabian Mau stranger friendly very friendly to strangers. Arabian Mau max weight 16. Arabian Mau family friendly very affectionate. Arabian Mau domain cat breeds.,Arabian Mau 14 Very Playful Very Friendly To Strangers 16 Very Affectionate, The Arabian Mau is a very playful and affectionate breed of cat that is very friendly to strangers. It typically lives up to 14 years and can weigh up to 16 pounds.,inform,cats,1,6
Oriental intelligence intelligent. Oriental min life expectancy 10. Oriental family friendly affectionate. Oriental max life expectancy 15. Oriental rating alright. Oriental max weight 10. Oriental domain cat breeds.,Oriental intelligence intelligent. Oriental min life expectancy 10. Oriental family friendly affectionate. Oriental max life expectancy 15. Oriental rating alright. Oriental max weight 10. Oriental domain cat breeds.,Oriental Intelligent 10 Affectionate 15 Alright 10, The Oriental is an intelligent and affectionate cat breed that is rated alright. They have a life expectancy of 10 to 15 years and a maximum weight of 10 pounds.,inform,cats,1,7
Aegean general health mainly healthy. Aegean playfulness very playful. Aegean domain cat breeds.,Aegean general health mainly healthy. Aegean playfulness very playful. Aegean domain cat breeds.,Aegean Mainly Healthy Very Playful, The Aegean is a cat breed that is generally healthy and very playful.,inform,cats,1,3
Somali origin United States. Somali stranger friendly very friendly to strangers. Somali max weight 10. Somali length 11 to 14 inches. Somali domain cat breeds.,Somali origin United States. Somali stranger friendly very friendly to strangers. Somali max weight 10. Somali length 11 to 14 inches. Somali domain cat breeds.,Somali United States Very Friendly To Strangers 10 11 To 14 Inches," The Somali is a United States breed of cat, which is very friendly to strangers. It typically weighs up to 10 pounds and is 11 to 14 inches long.",inform,cats,1,5
Siamese Cat max life expectancy 15. Siamese Cat origin Thailand. Siamese Cat playfulness very playful. Siamese Cat domain cat breeds.,Siamese Cat max life expectancy 15. Siamese Cat origin Thailand. Siamese Cat playfulness very playful. Siamese Cat domain cat breeds.,Siamese Cat 15 Thailand Very Playful, The Siamese Cat is a very playful breed of cat from Thailand with a maximum life expectancy of 15 years.,inform,cats,1,4
Havana Brown max life expectancy 15. Havana Brown grooming no grooming. Havana Brown min weight 6.0. Havana Brown shedding average shedding. Havana Brown stranger friendly friendly to strangers. Havana Brown meowing sometimes meows. Havana Brown domain cat breeds.,Havana Brown max life expectancy 15. Havana Brown grooming no grooming. Havana Brown min weight 6.0. Havana Brown shedding average shedding. Havana Brown stranger friendly friendly to strangers. Havana Brown meowing sometimes meows. Havana Brown domain cat breeds.,Havana Brown 15 No Grooming 6.0 Average Shedding Friendly To Strangers Sometimes Meows," The Havana Brown is a cat breed with an average shedding, friendly to strangers, and sometimes meows. It requires no grooming and has a maximum life expectancy of 15 years and a minimum weight of 6.0.",inform,cats,1,7
Burmese max life expectancy 16. Burmese general health semi healthy. Burmese origin Burma and Thailand. Burmese length 15 to 18 inches. Burmese children friendly most kid-friendly. Burmese intelligence most intelligent. Burmese domain cat breeds.,Burmese max life expectancy 16. Burmese general health semi healthy. Burmese origin Burma and Thailand. Burmese length 15 to 18 inches. Burmese children friendly most kid-friendly. Burmese intelligence most intelligent. Burmese domain cat breeds.,Burmese 16 Semi Healthy Burma And Thailand 15 To 18 Inches Most Kid-Friendly Most Intelligent," The Burmese is a most intelligent, kid-friendly cat breed originating from Burma and Thailand. It is semi-healthy, with a life expectancy of 16 years and measures between 15 to 18 inches in length.",inform,cats,1,7
Toyger children friendly very kid-friendly. Toyger origin United States. Toyger grooming little grooming. Toyger rating okay. Toyger general health healthy. Toyger intelligence very intelligent. Toyger domain cat breeds.,Toyger children friendly very kid-friendly. Toyger origin United States. Toyger grooming little grooming. Toyger rating okay. Toyger general health healthy. Toyger intelligence very intelligent. Toyger domain cat breeds.,Toyger Very Kid-Friendly United States Little Grooming Okay Healthy Very Intelligent," The Toyger is a United States cat breed that is very kid-friendly, requiring little grooming, and has a rating of okay. It is generally healthy and very intelligent.",inform,cats,1,7
Nebelung max life expectancy 18. Nebelung min life expectancy 11. Nebelung general health mainly healthy. Nebelung origin United States. Nebelung meowing meows occasionally. Nebelung min weight 7.0. Nebelung rating okay. Nebelung domain cat breeds.,Nebelung max life expectancy 18. Nebelung min life expectancy 11. Nebelung general health mainly healthy. Nebelung origin United States. Nebelung meowing meows occasionally. Nebelung min weight 7.0. Nebelung rating okay. Nebelung domain cat breeds.,Nebelung 18 11 Mainly Healthy United States Meows Occasionally 7.0 Okay, The Nebelung is an okay rated cat breed from the United States that usually meows occasionally. It has a life expectancy of between 11 and 18 years and generally healthy. The minimum weight of a Nebelung is 7.0.,inform,cats,1,8
Ocicat min weight 6.0. Ocicat origin United States. Ocicat children friendly very kid-friendly. Ocicat playfulness playful. Ocicat meowing meows occasionally. Ocicat family friendly very affectionate. Ocicat domain cat breeds.,Ocicat min weight 6.0. Ocicat origin United States. Ocicat children friendly very kid-friendly. Ocicat playfulness playful. Ocicat meowing meows occasionally. Ocicat family friendly very affectionate. Ocicat domain cat breeds.,Ocicat 6.0 United States Very Kid-Friendly Playful Meows Occasionally Very Affectionate," The Ocicat is a United States cat breed that is very kid-friendly, playful, and affectionate. It meows occasionally and has a minimum weight of 6.0.",inform,cats,1,7
"Bambino descriptor Fans of these felines love them for their playful, energetic, and affectionate personalities.. Bambino origin United States. Bambino other pets friendly friendly to other pets. Bambino general health healthy. Bambino shedding no shedding. Bambino family friendly very affectionate. Bambino domain cat breeds.","Bambino descriptor Fans of these felines love them for their playful, energetic, and affectionate personalities.. Bambino origin United States. Bambino other pets friendly friendly to other pets. Bambino general health healthy. Bambino shedding no shedding. Bambino family friendly very affectionate. Bambino domain cat breeds.","Bambino Fans Of These Felines Love Them For Their Playful, Energetic, And Affectionate Personalities. United States Friendly To Other Pets Healthy No Shedding Very Affectionate"," The Bambino is a cat breed that originated in the United States, and is beloved by its fans for it's playful, energetic, and affectionate personality. It is also friendly to other pets, and has a healthy general health. It is known for not shedding, and for being very family friendly and affectionate.",inform,cats,1,7
Khao Manee other pets friendly very friendly to other pets. Khao Manee max life expectancy 12. Khao Manee domain cat breeds.,Khao Manee other pets friendly very friendly to other pets. Khao Manee max life expectancy 12. Khao Manee domain cat breeds.,Khao Manee Very Friendly To Other Pets 12," The Khao Manee is a friendly breed of cat that is very friendly towards other pets, and has a maximum life expectancy of 12 years.",inform,cats,1,3
European Burmese intelligence most intelligent. European Burmese family friendly most affectionate. European Burmese domain cat breeds.,European Burmese intelligence most intelligent. European Burmese family friendly most affectionate. European Burmese domain cat breeds.,European Burmese Most Intelligent Most Affectionate, The European Burmese is a cat breed that is considered to be the most intelligent and most affectionate of all cat breeds.,inform,cats,1,3
Birman other pets friendly most friendly to other pets. Birman rating good. Birman min life expectancy 12. Birman min weight 6.0. Birman intelligence very intelligent. Birman max life expectancy 16. Birman domain cat breeds.,Birman other pets friendly most friendly to other pets. Birman rating good. Birman min life expectancy 12. Birman min weight 6.0. Birman intelligence very intelligent. Birman max life expectancy 16. Birman domain cat breeds.,Birman Most Friendly To Other Pets Good 12 6.0 Very Intelligent 16," The Birman is a very friendly breed of cat towards other pets, and is rated as a good pet. It is very intelligent, and has a life expectancy range of 12 to 16 years. The minimum weight for a Birman is 6.0 pounds.",inform,cats,1,7
Egyptian Mau children friendly very kid-friendly. Egyptian Mau stranger friendly semi friendly to strangers. Egyptian Mau other pets friendly friendly to other pets. Egyptian Mau intelligence intelligent. Egyptian Mau domain cat breeds.,Egyptian Mau children friendly very kid-friendly. Egyptian Mau stranger friendly semi friendly to strangers. Egyptian Mau other pets friendly friendly to other pets. Egyptian Mau intelligence intelligent. Egyptian Mau domain cat breeds.,Egyptian Mau Very Kid-Friendly Semi Friendly To Strangers Friendly To Other Pets Intelligent, The Egyptian Mau is an intelligent cat breed that is very kid-friendly and semi friendly to strangers. It is also friendly to other pets.,inform,cats,1,5
Thai family friendly very affectionate. Thai length Medium. Thai domain cat breeds.,Thai family friendly very affectionate. Thai length Medium. Thai domain cat breeds.,Thai Very Affectionate Medium, The Thai cat is a medium-length breed that is known for being very affectionate and family friendly.,inform,cats,1,3
Serengeti other pets friendly very friendly to other pets. Serengeti family friendly very affectionate. Serengeti domain cat breeds.,Serengeti other pets friendly very friendly to other pets. Serengeti family friendly very affectionate. Serengeti domain cat breeds.,Serengeti Very Friendly To Other Pets Very Affectionate, The Serengeti is a cat breed that is very friendly and affectionate towards other pets and its owners.,inform,cats,1,3
Egyptian Mau domain cat breeds.,Egyptian Mau domain cat breeds.,Egyptian Mau, The Egyptian Mau is a breed of cat.,inform,cats,1,1
Chantilly-Tiffany domain cat breeds.,Chantilly-Tiffany domain cat breeds.,Chantilly-Tiffany, Chantilly-Tiffany  is a cat breed.,inform,cats,1,1
Nebelung family friendly very affectionate. Nebelung intelligence very intelligent. Nebelung length Medium to long. Nebelung stranger friendly semi friendly to strangers. Nebelung domain cat breeds.,Nebelung family friendly very affectionate. Nebelung intelligence very intelligent. Nebelung length Medium to long. Nebelung stranger friendly semi friendly to strangers. Nebelung domain cat breeds.,Nebelung Very Affectionate Very Intelligent Medium To Long Semi Friendly To Strangers," The Nebelung is a very affectionate and intelligent cat breed. It has a medium to long length, and is semi-friendly to strangers.",inform,cats,1,5
Australian Mist rating excellent. Australian Mist stranger friendly friendly to strangers. Australian Mist family friendly most affectionate. Australian Mist shedding minimal shedding. Australian Mist general health mainly healthy. Australian Mist domain cat breeds.,Australian Mist rating excellent. Australian Mist stranger friendly friendly to strangers. Australian Mist family friendly most affectionate. Australian Mist shedding minimal shedding. Australian Mist general health mainly healthy. Australian Mist domain cat breeds.,Australian Mist Excellent Friendly To Strangers Most Affectionate Minimal Shedding Mainly Healthy," The Australian Mist is an excellent breed of cat, friendly to strangers and most affectionate with family. It has minimal shedding and is generally healthy.",inform,cats,1,6
"Brazilian Shorthair descriptor These felines are known for being smart, affectionate, and energetic.. Brazilian Shorthair origin Brazil. Brazilian Shorthair shedding no shedding. Brazilian Shorthair meowing sometimes meows. Brazilian Shorthair domain cat breeds.","Brazilian Shorthair descriptor These felines are known for being smart, affectionate, and energetic.. Brazilian Shorthair origin Brazil. Brazilian Shorthair shedding no shedding. Brazilian Shorthair meowing sometimes meows. Brazilian Shorthair domain cat breeds.","Brazilian Shorthair These Felines Are Known For Being Smart, Affectionate, And Energetic. Brazil No Shedding Sometimes Meows"," The Brazilian Shorthair is a cat breed from Brazil, known for being smart, affectionate, and energetic. They do not shed and sometimes meow.",inform,cats,1,5
Cyprus grooming little grooming. Cyprus rating excellent. Cyprus general health mainly healthy. Cyprus domain cat breeds.,Cyprus grooming little grooming. Cyprus rating excellent. Cyprus general health mainly healthy. Cyprus domain cat breeds.,Cyprus Little Grooming Excellent Mainly Healthy, The Cyprus cat breed requires little grooming and is generally rated as excellent in terms of health. It is mainly healthy.,inform,cats,1,4
"Siamese Cat playfulness very playful. Siamese Cat family friendly most affectionate. Siamese Cat children friendly very kid-friendly. Siamese Cat length 15 to 20 inches, not including tail. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat rating excellent. Siamese Cat domain cat breeds.","Siamese Cat playfulness very playful. Siamese Cat family friendly most affectionate. Siamese Cat children friendly very kid-friendly. Siamese Cat length 15 to 20 inches, not including tail. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat rating excellent. Siamese Cat domain cat breeds.","Siamese Cat Very Playful Most Affectionate Very Kid-Friendly 15 To 20 Inches, Not Including Tail Friendly To Strangers 6.0 Excellent"," The Siamese Cat is a very playful, friendly and affectionate cat breed, making it an excellent cat for families with children. It is friendly to strangers and usually measures 15 to 20 inches long, not including its tail. It has a minimum weight of 6.0.",inform,cats,1,8
Himalayan length 17 to 19 inches. Himalayan shedding maximum shedding. Himalayan domain cat breeds.,Himalayan length 17 to 19 inches. Himalayan shedding maximum shedding. Himalayan domain cat breeds.,Himalayan 17 To 19 Inches Maximum Shedding," The Himalayan cat breed is seventeen to nineteen inches long, and it has maximum shedding.",inform,cats,1,3
Chausie max life expectancy 14. Chausie shedding no shedding. Chausie playfulness very playful. Chausie stranger friendly friendly to strangers. Chausie domain cat breeds.,Chausie max life expectancy 14. Chausie shedding no shedding. Chausie playfulness very playful. Chausie stranger friendly friendly to strangers. Chausie domain cat breeds.,Chausie 14 No Shedding Very Playful Friendly To Strangers, The Chausie is a cat breed with a maximum life expectancy of 14 years and no shedding. It is very playful and friendly to strangers.,inform,cats,1,5
Serengeti children friendly very kid-friendly. Serengeti stranger friendly friendly to strangers. Serengeti min life expectancy 10. Serengeti domain cat breeds.,Serengeti children friendly very kid-friendly. Serengeti stranger friendly friendly to strangers. Serengeti min life expectancy 10. Serengeti domain cat breeds.,Serengeti Very Kid-Friendly Friendly To Strangers 10, The Serengeti is a very kid-friendly cat breed that is friendly to strangers and has a minimum life expectancy of 10 years.,inform,cats,1,4
Birman other pets friendly most friendly to other pets. Birman meowing often meows. Birman intelligence very intelligent. Birman domain cat breeds.,Birman other pets friendly most friendly to other pets. Birman meowing often meows. Birman intelligence very intelligent. Birman domain cat breeds.,Birman Most Friendly To Other Pets Often Meows Very Intelligent, The Birman is a very intelligent cat breed that is often friendly to other pets. They are known to meow often.,inform,cats,1,4
Brazilian Shorthair general health healthy. Brazilian Shorthair min weight 10.0. Brazilian Shorthair grooming little grooming. Brazilian Shorthair origin Brazil. Brazilian Shorthair length Medium to large. Brazilian Shorthair domain cat breeds.,Brazilian Shorthair general health healthy. Brazilian Shorthair min weight 10.0. Brazilian Shorthair grooming little grooming. Brazilian Shorthair origin Brazil. Brazilian Shorthair length Medium to large. Brazilian Shorthair domain cat breeds.,Brazilian Shorthair Healthy 10.0 Little Grooming Brazil Medium To Large," The Brazilian Shorthair is a healthy cat breed from Brazil that requires little grooming and has a medium to large size, weighing at least 10.0 pounds.",inform,cats,1,6
Siamese Cat other pets friendly very friendly to other pets. Siamese Cat max weight 14. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat domain cat breeds.,Siamese Cat other pets friendly very friendly to other pets. Siamese Cat max weight 14. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat domain cat breeds.,Siamese Cat Very Friendly To Other Pets 14 Friendly To Strangers 6.0," The Siamese Cat is a friendly breed of cat, typically weighing 6 to 14 pounds. They are very friendly to other pets and also to strangers.",inform,cats,1,5
Javanese general health semi healthy. Javanese intelligence very intelligent. Javanese domain cat breeds.,Javanese general health semi healthy. Javanese intelligence very intelligent. Javanese domain cat breeds.,Javanese Semi Healthy Very Intelligent, The Javanese cat breed is semi-healthy and very intelligent.,inform,cats,1,3
Bengal Cats playfulness most playful. Bengal Cats family friendly most affectionate. Bengal Cats domain cat breeds.,Bengal Cats playfulness most playful. Bengal Cats family friendly most affectionate. Bengal Cats domain cat breeds.,Bengal Cats Most Playful Most Affectionate, Bengal Cats are known for being the most playful and affectionate of all the cat breeds.,inform,cats,1,3
Aegean min weight 7.0. Aegean meowing often meows. Aegean domain cat breeds.,Aegean min weight 7.0. Aegean meowing often meows. Aegean domain cat breeds.,Aegean 7.0 Often Meows, The Aegean is a cat breed that meows often and has a minimum weight of 7.0.,inform,cats,1,3
Scottish Fold min life expectancy 11. Scottish Fold other pets friendly very friendly to other pets. Scottish Fold playfulness playful. Scottish Fold domain cat breeds.,Scottish Fold min life expectancy 11. Scottish Fold other pets friendly very friendly to other pets. Scottish Fold playfulness playful. Scottish Fold domain cat breeds.,Scottish Fold 11 Very Friendly To Other Pets Playful," The Scottish Fold is an affectionate, playful cat breed with a minimum life expectancy of 11 years. It is very friendly to other pets.",inform,cats,1,4
