mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Nikolaj Coster-Waldau], rating[highly rated])",Nikolaj Coster-Waldau rating highly rated. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau Highly Rated, Nikolaj Coster-Waldau is a highly rated tv actor.,inform,tv actors,1,2
"inform(name[Chandra Wilson], date of birth[1969], height[shorter], awards received[Theatre World Award], gender[female])",Chandra Wilson date of birth 1969. Chandra Wilson height shorter. Chandra Wilson awards received Theatre World Award. Chandra Wilson gender female. Chandra Wilson domain tv actor.,Chandra Wilson 1969 Shorter 'Theatre World Award' Female, Chandra Wilson is a female tv actor born in 1969 and is shorter in height. She won the Theatre World Award.,inform,tv actors,1,5
"inform(name[Jodie Comer], date of birth[1993], gender[female], rating[top rated], place of birth[Liverpool])",Jodie Comer date of birth 1993. Jodie Comer gender female. Jodie Comer rating top rated. Jodie Comer place of birth Liverpool. Jodie Comer domain tv actor.,Jodie Comer 1993 Female Top Rated Liverpool, Jodie Comer is a top rated female tv actor born in 1993 in Liverpool.,inform,tv actors,1,5
"inform(name[Kit Harington], rating[highly rated], date of birth[1986], spouse[Rose Leslie], gender[male], place of birth[Acton])",Kit Harington rating highly rated. Kit Harington date of birth 1986. Kit Harington spouse Rose Leslie. Kit Harington gender male. Kit Harington place of birth Acton. Kit Harington domain tv actor.,Kit Harington Highly Rated 1986 Rose Leslie Male Acton, Kit Harington is a highly rated male tv actor born in 1986 in Acton. He is married to Rose Leslie.,inform,tv actors,1,6
"inform(name[Jennifer Morrison], gender[female], height[average], place of birth[Chicago])",Jennifer Morrison gender female. Jennifer Morrison height average. Jennifer Morrison place of birth Chicago. Jennifer Morrison domain tv actor.,Jennifer Morrison Female Average Chicago, Jennifer Morrison is a female tv actor from Chicago of average height.,inform,tv actors,1,4
"inform(name[Lauren Cohan], cast member[of The Walking Dead], rating[lower rated], place of birth[New Jersey], date of birth[1982])",Lauren Cohan cast member of The Walking Dead. Lauren Cohan rating lower rated. Lauren Cohan place of birth New Jersey. Lauren Cohan date of birth 1982. Lauren Cohan domain tv actor.,Lauren Cohan 'The Walking Dead' Lower Rated New Jersey 1982, Lauren Cohan is a lower rated tv actor born in 1982 in New Jersey and is a cast member of The Walking Dead.,inform,tv actors,1,5
"inform(name[Tobias Menzies], date of birth[1974])",Tobias Menzies date of birth 1974. Tobias Menzies domain tv actor.,Tobias Menzies 1974, Tobias Menzies is a tv actor born in 1974.,inform,tv actors,1,2
"inform(name[Amy Poehler], rating[highly_rated], gender[female], place of birth[Newton])",Amy Poehler rating highly_rated. Amy Poehler gender female. Amy Poehler place of birth Newton. Amy Poehler domain tv actor.,Amy Poehler Highly Rated Female Newton, Amy Poehler is a highly rated female tv actor from Newton.,inform,tv actors,1,4
inform(name[Aziz Ansari]),Aziz Ansari domain tv actor.,Aziz Ansari, Aziz Ansari is a tv actor.,inform,tv actors,1,1
"inform(name[Lana Parrilla], height[average], place of birth[Brooklyn], spouse[Nadie], rating[lower rated], date of birth[1977], gender[female])",Lana Parrilla height average. Lana Parrilla place of birth Brooklyn. Lana Parrilla spouse Nadie. Lana Parrilla rating lower rated. Lana Parrilla date of birth 1977. Lana Parrilla gender female. Lana Parrilla domain tv actor.,Lana Parrilla Average Brooklyn Nadie Lower Rated 1977 Female, Lana Parrilla is a lower rated female tv actor born in 1977 in Brooklyn. She is of average height and married to Nadie.,inform,tv actors,1,7
"inform(name[Aubrey Plaza], date of birth[1984], place of birth[Wilmington], gender[female])",Aubrey Plaza date of birth 1984. Aubrey Plaza place of birth Wilmington. Aubrey Plaza gender female. Aubrey Plaza domain tv actor.,Aubrey Plaza 1984 Wilmington Female, Aubrey Plaza is a female tv actor born in 1984 in Wilmington.,inform,tv actors,1,4
"inform(name[Josh Dallas], spouse[Ginnifer Goodwin], rating[lower rated], date of birth[1978])",Josh Dallas spouse Ginnifer Goodwin. Josh Dallas rating lower rated. Josh Dallas date of birth 1978. Josh Dallas domain tv actor.,Josh Dallas Ginnifer Goodwin Lower Rated 1978, Josh Dallas is a lower rated tv actor born in 1978 and married to Ginnifer Goodwin.,inform,tv actors,1,4
"inform(name[Aziz Ansari], place of birth[Columbia], date of birth[1983], awards received[Primetime Emmy Award for Outstanding Writing for a Comedy Series], gender[male])",Aziz Ansari place of birth Columbia. Aziz Ansari date of birth 1983. Aziz Ansari awards received Primetime Emmy Award for Outstanding Writing for a Comedy Series. Aziz Ansari gender male. Aziz Ansari domain tv actor.,Aziz Ansari Columbia 1983 'Primetime Emmy Award For Outstanding Writing For A Comedy Series' Male, Aziz Ansari is a male tv actor born in 1983 in Columbia. He won the Primetime Emmy Award for Outstanding Writing for a Comedy Series.,inform,tv actors,1,5
"inform(name[Chris Pratt], rating[highly_rated], gender[male], place of birth[Virginia], spouse[Katherine Schwarzenegger])",Chris Pratt rating highly_rated. Chris Pratt gender male. Chris Pratt place of birth Virginia. Chris Pratt spouse Katherine Schwarzenegger. Chris Pratt domain tv actor.,Chris Pratt Highly Rated Male Virginia Katherine Schwarzenegger, Chris Pratt is a highly rated male tv actor from Virginia. He is married to Katherine Schwarzenegger.,inform,tv actors,1,5
"inform(name[Rob Lowe], gender[male], awards received[Golden Raspberry Award for Worst Supporting Actor], height[average], place of birth[Charlottesville], rating[highly_rated], date of birth[1964])",Rob Lowe gender male. Rob Lowe awards received Golden Raspberry Award for Worst Supporting Actor. Rob Lowe height average. Rob Lowe place of birth Charlottesville. Rob Lowe rating highly_rated. Rob Lowe date of birth 1964. Rob Lowe domain tv actor.,Rob Lowe Male 'Golden Raspberry Award For Worst Supporting Actor' Average Charlottesville Highly Rated 1964, Rob Lowe is a highly rated male tv actor born in Charlottesville in 1964 of average height. He has won a Golden Raspberry Award for Worst Supporting Actor.,inform,tv actors,1,7
"inform(name[Jim Parsons], date of birth[1973], cast member[of The Boys in the Band], place of birth[St], gender[male], height[taller])","Jim Parsons date of birth 1973. Jim Parsons cast member of The Boys in the Band. Jim Parsons place of birth St. Joseph Medical Center (Houston, Texas). Jim Parsons gender male. Jim Parsons height taller. Jim Parsons domain tv actor.","Jim Parsons 1973 'The Boys In The Band' St. Joseph Medical Center (Houston, Texas) Male Taller"," Jim Parsons is a taller male tv actor born in 1973 at St. Joseph Medical Center (Houston, Texas) and is a cast member of The Boys in the Band.",inform,tv actors,1,6
"inform(name[Jesse Williams], date of birth[1981], height[average], place of birth[Chicago])",Jesse Williams date of birth 1981. Jesse Williams height average. Jesse Williams place of birth Chicago. Jesse Williams domain tv actor.,Jesse Williams 1981 Average Chicago, Jesse Williams is a tv actor born in Chicago in 1981 and of average height.,inform,tv actors,1,4
"inform(name[Pedro Pascal], awards received[MTV Movie Award for Best Hero], date of birth[1975], place of birth[Santiago], height[average], rating[highly_rated])",Pedro Pascal awards received MTV Movie Award for Best Hero. Pedro Pascal date of birth 1975. Pedro Pascal place of birth Santiago. Pedro Pascal height average. Pedro Pascal rating highly_rated. Pedro Pascal domain tv actor.,Pedro Pascal 'Mtv Movie Award For Best Hero' 1975 Santiago Average Highly Rated, Pedro Pascal is a highly rated tv actor born in 1975 in Santiago with an average height. He won the MTV Movie Award for Best Hero.,inform,tv actors,1,6
"inform(name[Emmy Rossum], place of birth[New York City], date of birth[1986])",Emmy Rossum place of birth New York City. Emmy Rossum date of birth 1986. Emmy Rossum domain tv actor.,Emmy Rossum New York City 1986, Emmy Rossum is a tv actor born in 1986 in New York City.,inform,tv actors,1,3
"inform(name[Rob Lowe], awards received[Golden Raspberry Award for Worst Supporting Actor], rating[highly_rated], place of birth[Charlottesville])",Rob Lowe awards received Golden Raspberry Award for Worst Supporting Actor. Rob Lowe rating highly_rated. Rob Lowe place of birth Charlottesville. Rob Lowe domain tv actor.,Rob Lowe 'Golden Raspberry Award For Worst Supporting Actor' Highly Rated Charlottesville, Rob Lowe is a highly rated tv actor from Charlottesville. He has won the Golden Raspberry Award for Worst Supporting Actor.,inform,tv actors,1,4
"inform(name[Jeffrey Dean Morgan], date of birth[1966], rating[highly_rated])",Jeffrey Dean Morgan date of birth 1966. Jeffrey Dean Morgan rating highly_rated. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan 1966 Highly Rated, Jeffrey Dean Morgan is a highly rated tv actor born in 1966.,inform,tv actors,1,3
"inform(name[Amy Poehler], awards received[MTV Movie Award for Best Jaw Dropping Moment])",Amy Poehler awards received MTV Movie Award for Best Jaw Dropping Moment. Amy Poehler domain tv actor.,Amy Poehler 'Mtv Movie Award For Best Jaw Dropping Moment', Amy Poehler is a tv actor who won the MTV Movie Award for Best Jaw Dropping Moment.,inform,tv actors,1,2
"inform(name[Chandler Riggs], place of birth[Atlanta], rating[moderately rated], gender[male], cast member[of The Walking Dead], date of birth[1999])",Chandler Riggs place of birth Atlanta. Chandler Riggs rating moderately rated. Chandler Riggs gender male. Chandler Riggs cast member of The Walking Dead. Chandler Riggs date of birth 1999. Chandler Riggs domain tv actor.,Chandler Riggs Atlanta Moderately Rated Male 'The Walking Dead' 1999, Chandler Riggs is a moderately rated male tv actor born in Atlanta in 1999 and is a cast member of The Walking Dead.,inform,tv actors,1,6
"inform(name[Maisie Williams], height[average], date of birth[1997], rating[highly rated])",Maisie Williams height average. Maisie Williams date of birth 1997. Maisie Williams rating highly rated. Maisie Williams domain tv actor.,Maisie Williams Average 1997 Highly Rated, Maisie Williams is a highly rated tv actor born in 1997 with an average height.,inform,tv actors,1,4
"inform(name[Kaley Cuoco], gender[female], place of birth[Camarillo], cast member[of Charmed])",Kaley Cuoco gender female. Kaley Cuoco place of birth Camarillo. Kaley Cuoco cast member of Charmed. Kaley Cuoco domain tv actor.,Kaley Cuoco Female Camarillo 'Charmed', Kaley Cuoco is a female tv actor from Camarillo and is a cast member of Charmed.,inform,tv actors,1,4
"inform(name[Millie Bobby Brown], height[average], gender[female])",Millie Bobby Brown height average. Millie Bobby Brown gender female. Millie Bobby Brown domain tv actor.,Millie Bobby Brown Average Female, Millie Bobby Brown is a female tv actor of average height.,inform,tv actors,1,3
"inform(name[Ted Danson], gender[male], awards received[Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series], date of birth[1947], height[taller], spouse[Mary Steenburgen])",Ted Danson gender male. Ted Danson awards received Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series. Ted Danson date of birth 1947. Ted Danson height taller. Ted Danson spouse Mary Steenburgen. Ted Danson domain tv actor.,Ted Danson Male 'Primetime Emmy Award For Outstanding Lead Actor In A Comedy Series' 1947 Taller Mary Steenburgen, Ted Danson is a taller male tv actor born in 1947. He won the Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series and is married to Mary Steenburgen.,inform,tv actors,1,6
"inform(name[Lana Parrilla], height[average], rating[lower rated])",Lana Parrilla height average. Lana Parrilla rating lower rated. Lana Parrilla domain tv actor.,Lana Parrilla Average Lower Rated, Lana Parrilla is a lower rated tv actor of average height.,inform,tv actors,1,3
"inform(name[Matt Bomer], gender[male], date of birth[1977], place of birth[Webster Groves], height[average], awards received[Golden Globe Award for Best Supporting Actor – Motion Picture], rating[highly_rated])",Matt Bomer gender male. Matt Bomer date of birth 1977. Matt Bomer place of birth Webster Groves. Matt Bomer height average. Matt Bomer awards received Golden Globe Award for Best Supporting Actor – Motion Picture. Matt Bomer rating highly_rated. Matt Bomer domain tv actor.,Matt Bomer Male 1977 Webster Groves Average 'Golden Globe Award For Best Supporting Actor – Motion Picture' Highly Rated, Matt Bomer is a highly rated male tv actor born in 1977 in Webster Groves with an average height. He won the Golden Globe Award for Best Supporting Actor – Motion Picture.,inform,tv actors,1,7
"inform(name[Timothy Olyphant], awards received[Theatre World Award], place of birth[Honolulu])",Timothy Olyphant awards received Theatre World Award. Timothy Olyphant place of birth Honolulu. Timothy Olyphant domain tv actor.,Timothy Olyphant 'Theatre World Award' Honolulu, Timothy Olyphant is a tv actor from Honolulu who won the Theatre World Award.,inform,tv actors,1,3
"inform(name[Nick Offerman], place of birth[Joliet], date of birth[1970], awards received[TCA Awards], rating[highly_rated], height[average])",Nick Offerman place of birth Joliet. Nick Offerman date of birth 1970. Nick Offerman awards received TCA Awards. Nick Offerman rating highly_rated. Nick Offerman height average. Nick Offerman domain tv actor.,Nick Offerman Joliet 1970 'Tca Awards' Highly Rated Average, Nick Offerman is a highly rated tv actor born in Joliet in 1970 of average height. He has received the TCA Awards.,inform,tv actors,1,6
"inform(name[Lena Headey], date of birth[1973], gender[female], height[average], rating[highly rated], spouse[Peter Loughran])",Lena Headey date of birth 1973. Lena Headey gender female. Lena Headey height average. Lena Headey rating highly rated. Lena Headey spouse Peter Loughran. Lena Headey domain tv actor.,Lena Headey 1973 Female Average Highly Rated Peter Loughran, Lena Headey is a highly rated female tv actor born in 1973 of average height. She is married to Peter Loughran.,inform,tv actors,1,6
"inform(name[Norman Reedus], date of birth[1969], gender[male], cast member[of The Walking Dead], place of birth[Hollywood], height[average])",Norman Reedus date of birth 1969. Norman Reedus gender male. Norman Reedus cast member of The Walking Dead. Norman Reedus place of birth Hollywood. Norman Reedus height average. Norman Reedus domain tv actor.,Norman Reedus 1969 Male 'The Walking Dead' Hollywood Average, Norman Reedus is a male tv actor born in 1969 in Hollywood of average height. He is a cast member of The Walking Dead.,inform,tv actors,1,6
"inform(name[Kaley Cuoco], date of birth[1985], height[taller], place of birth[Camarillo], spouse[Karl Cook], awards received[Satellite Award for Best Supporting Actress – Television Series], cast member[of The Big Bang Theory], gender[female])",Kaley Cuoco date of birth 1985. Kaley Cuoco height taller. Kaley Cuoco place of birth Camarillo. Kaley Cuoco spouse Karl Cook. Kaley Cuoco awards received Satellite Award for Best Supporting Actress – Television Series. Kaley Cuoco cast member of The Big Bang Theory. Kaley Cuoco gender female. Kaley Cuoco domain tv actor.,Kaley Cuoco 1985 Taller Camarillo Karl Cook 'Satellite Award For Best Supporting Actress – Television Series' 'The Big Bang Theory' Female, Kaley Cuoco is a taller female tv actor born in 1985 in Camarillo. She is married to Karl Cook and won the Satellite Award for Best Supporting Actress – Television Series for her role on The Big Bang Theory.,inform,tv actors,1,8
inform(name[Danai Gurira]),Danai Gurira domain tv actor.,Danai Gurira, Danai Gurira is a TV actor.,inform,tv actors,1,1
"inform(name[Ellen Pompeo], gender[female], date of birth[1969], place of birth[Everett], height[average], awards received[Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series], rating[top rated])",Ellen Pompeo gender female. Ellen Pompeo date of birth 1969. Ellen Pompeo place of birth Everett. Ellen Pompeo height average. Ellen Pompeo awards received Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series. Ellen Pompeo rating top rated. Ellen Pompeo domain tv actor.,Ellen Pompeo Female 1969 Everett Average 'Screen Actors Guild Award For Outstanding Performance By An Ensemble In A Drama Series' Top Rated," Ellen Pompeo is a top rated female TV actor, born in 1969 in Everett with an average height. She received the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.",inform,tv actors,1,7
"inform(name[Melissa McBride], place of birth[Lexington], height[average], date of birth[1965], gender[female], rating[highly_rated], cast member[of The Walking Dead])",Melissa McBride place of birth Lexington. Melissa McBride height average. Melissa McBride date of birth 1965. Melissa McBride gender female. Melissa McBride rating highly_rated. Melissa McBride cast member of The Walking Dead. Melissa McBride domain tv actor.,Melissa Mcbride Lexington Average 1965 Female Highly Rated 'The Walking Dead', Melissa McBride is a highly rated female tv actor born in Lexington in 1965. She is of average height and a cast member of The Walking Dead.,inform,tv actors,1,7
"inform(name[William H. Macy], height[average])",William H. Macy height average. William H. Macy domain tv actor.,William H. Macy Average, William H. Macy is an average-height tv actor.,inform,tv actors,1,2
"inform(name[William H. Macy], gender[male], rating[top rated])",William H. Macy gender male. William H. Macy rating top rated. William H. Macy domain tv actor.,William H. Macy Male Top Rated, William H. Macy is a top rated male tv actor.,inform,tv actors,1,3
"inform(name[Jennifer Morrison], rating[moderately rated])",Jennifer Morrison rating moderately rated. Jennifer Morrison domain tv actor.,Jennifer Morrison Moderately Rated, Jennifer Morrison is a moderately rated tv actor.,inform,tv actors,1,2
"inform(name[Jeffrey Dean Morgan], gender[male], height[average], awards received[MTV Movie Award for Best Villain])",Jeffrey Dean Morgan gender male. Jeffrey Dean Morgan height average. Jeffrey Dean Morgan awards received MTV Movie Award for Best Villain. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Male Average 'Mtv Movie Award For Best Villain', Jeffrey Dean Morgan is a male tv actor of average height who won the MTV Movie Award for Best Villain.,inform,tv actors,1,4
"inform(name[Maisie Williams], place of birth[Bristol])",Maisie Williams place of birth Bristol. Maisie Williams domain tv actor.,Maisie Williams Bristol, Maisie Williams is a tv actor from Bristol.,inform,tv actors,1,2
"inform(name[Timothy Olyphant], gender[male], height[average], date of birth[1968], place of birth[Honolulu], awards received[Theatre World Award])",Timothy Olyphant gender male. Timothy Olyphant height average. Timothy Olyphant date of birth 1968. Timothy Olyphant place of birth Honolulu. Timothy Olyphant awards received Theatre World Award. Timothy Olyphant domain tv actor.,Timothy Olyphant Male Average 1968 Honolulu 'Theatre World Award', Timothy Olyphant is a male tv actor born in 1968 in Honolulu with an average height. He was awarded the Theatre World Award.,inform,tv actors,1,6
"inform(name[Nick Offerman], spouse[Megan Mullally], gender[male], date of birth[1970])",Nick Offerman spouse Megan Mullally. Nick Offerman gender male. Nick Offerman date of birth 1970. Nick Offerman domain tv actor.,Nick Offerman Megan Mullally Male 1970, Nick Offerman is a male tv actor born in 1970 and married to Megan Mullally.,inform,tv actors,1,4
"inform(name[Johnny Galecki], date of birth[1975])",Johnny Galecki date of birth 1975. Johnny Galecki domain tv actor.,Johnny Galecki 1975, Johnny Galecki is a tv actor born in 1975.,inform,tv actors,1,2
"inform(name[Nikolaj Coster-Waldau], date of birth[1970], height[average], spouse[Nukâka Coster-Waldau], gender[male])",Nikolaj Coster-Waldau date of birth 1970. Nikolaj Coster-Waldau height average. Nikolaj Coster-Waldau spouse Nukâka Coster-Waldau. Nikolaj Coster-Waldau gender male. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau 1970 Average Nukâka Coster-Waldau Male, Nikolaj Coster-Waldau is a male tv actor born in 1970 with an average height. He is married to Nukâka Coster-Waldau.,inform,tv actors,1,5
"inform(name[Chris Pratt], place of birth[Virginia], date of birth[1979])",Chris Pratt place of birth Virginia. Chris Pratt date of birth 1979. Chris Pratt domain tv actor.,Chris Pratt Virginia 1979, Chris Pratt is a tv actor born in 1979 in Virginia.,inform,tv actors,1,3
"inform(name[Jesse Williams], date of birth[1981], gender[male], rating[highly rated])",Jesse Williams date of birth 1981. Jesse Williams gender male. Jesse Williams rating highly rated. Jesse Williams domain tv actor.,Jesse Williams 1981 Male Highly Rated, Jesse Williams is a highly rated male tv actor born in 1981.,inform,tv actors,1,4
"inform(name[Finn Wolfhard], height[average], place of birth[Vancouver], date of birth[2002])",Finn Wolfhard height average. Finn Wolfhard place of birth Vancouver. Finn Wolfhard date of birth 2002. Finn Wolfhard domain tv actor.,Finn Wolfhard Average Vancouver 2002, Finn Wolfhard is a tv actor born in 2002 in Vancouver of average height.,inform,tv actors,1,4
"inform(name[Chandler Riggs], place of birth[Atlanta], gender[male], date of birth[1999], rating[moderately rated])",Chandler Riggs place of birth Atlanta. Chandler Riggs gender male. Chandler Riggs date of birth 1999. Chandler Riggs rating moderately rated. Chandler Riggs domain tv actor.,Chandler Riggs Atlanta Male 1999 Moderately Rated, Chandler Riggs is a moderately rated male tv actor from Atlanta born in 1999.,inform,tv actors,1,5
"inform(name[Kristen Bell], spouse[Dax Shepard], cast member[of Forgetting Sarah Marshall], awards received[Hollywood Walk of Fame], rating[top rated], height[shorter], gender[female], date of birth[1980])",Kristen Bell spouse Dax Shepard. Kristen Bell cast member of Forgetting Sarah Marshall. Kristen Bell awards received Hollywood Walk of Fame. Kristen Bell rating top rated. Kristen Bell height shorter. Kristen Bell gender female. Kristen Bell date of birth 1980. Kristen Bell domain tv actor.,Kristen Bell Dax Shepard 'Forgetting Sarah Marshall' 'Hollywood Walk Of Fame' Top Rated Shorter Female 1980, Kristen Bell is a top rated female tv actor born in 1980 and is married to Dax Shepard. She was in the cast of Forgetting Sarah Marshall and was awarded the Hollywood Walk of Fame. She is shorter in height.,inform,tv actors,1,8
"inform(name[Justin Hartley], height[average])",Justin Hartley height average. Justin Hartley domain tv actor.,Justin Hartley Average, Justin Hartley is a tv actor of average height.,inform,tv actors,1,2
"inform(name[Tom Ellis], spouse[Meaghan Oppenheimer], place of birth[Cardiff], cast member[of Lucifer])",Tom Ellis spouse Meaghan Oppenheimer. Tom Ellis place of birth Cardiff. Tom Ellis cast member of Lucifer. Tom Ellis domain tv actor.,Tom Ellis Meaghan Oppenheimer Cardiff 'Lucifer'," Tom Ellis is a tv actor from Cardiff, cast member of Lucifer, married to Meaghan Oppenheimer.",inform,tv actors,1,4
"inform(name[Rashida Jones], gender[female])",Rashida Jones gender female. Rashida Jones domain tv actor.,Rashida Jones Female, Rashida Jones is a female tv actor.,inform,tv actors,1,2
"inform(name[Chandra Wilson], awards received[Theatre World Award], rating[top rated], gender[female], place of birth[Houston], height[shorter])",Chandra Wilson awards received Theatre World Award. Chandra Wilson rating top rated. Chandra Wilson gender female. Chandra Wilson place of birth Houston. Chandra Wilson height shorter. Chandra Wilson domain tv actor.,Chandra Wilson 'Theatre World Award' Top Rated Female Houston Shorter, Chandra Wilson is a top rated female tv actor from Houston. She is shorter in height and won the Theatre World Award.,inform,tv actors,1,6
"inform(name[Jeffrey Dean Morgan], height[average], awards received[MTV Movie Award for Best Villain], spouse[Hilarie Burton], date of birth[1966])",Jeffrey Dean Morgan height average. Jeffrey Dean Morgan awards received MTV Movie Award for Best Villain. Jeffrey Dean Morgan spouse Hilarie Burton. Jeffrey Dean Morgan date of birth 1966. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Average 'Mtv Movie Award For Best Villain' Hilarie Burton 1966, Jeffrey Dean Morgan is an average height tv actor born in 1966. He is married to Hilarie Burton and won the MTV Movie Award for Best Villain.,inform,tv actors,1,5
"inform(name[Maisie Williams], height[average], place of birth[Bristol], date of birth[1997], gender[female])",Maisie Williams height average. Maisie Williams place of birth Bristol. Maisie Williams date of birth 1997. Maisie Williams gender female. Maisie Williams domain tv actor.,Maisie Williams Average Bristol 1997 Female, Maisie Williams is a female tv actor born in Bristol in 1997 with an average height.,inform,tv actors,1,5
