mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Dhurata Dora], country of citizenship[Kosovo], country of citizenship[Germany], date of birth[1992-12-24T00:00:00Z], genre[reggae], name[Jakup Krasniqi], country of citizenship[Kosovo], name[Kreshnik Fazliu], country of citizenship[Kosovo])",Dhurata Dora country of citizenship Kosovo. Jakup Krasniqi country of citizenship Kosovo. Dhurata Dora country of citizenship Germany. Dhurata Dora date of birth 1992-12-24T00:00:00Z. Dhurata Dora genre reggae. Kreshnik Fazliu country of citizenship Kosovo.,Dhurata Dora Kosovo Jakup Krasniqi Germany 1992-12-24T00:00:00Z reggae Kreshnik Fazliu," Dhurata Dora, born on 1992-12-24T00:00:00Z, is a reggae artist with German and Kosovo citizenships. Jakup Krasniqi and Kreshnik Fazliu are also from Kosovo.",inform,musicians,1,6
"inform(name[Jennifer Lopez], genre[hip hop music], record label[Epic Records], genre[Latin music], name[Wiz Khalifa], genre[hip hop music], name[Nelly Furtado], genre[hip hop music], genre[hip hop music])",Jennifer Lopez genre hip hop music. Wiz Khalifa genre hip hop music. Jennifer Lopez record label Epic Records. Jennifer Lopez genre Latin music. Nelly Furtado genre hip hop music. Nelly Furtado genre hip hop music.,Jennifer Lopez hip hop music Wiz Khalifa Epic Records Latin music Nelly Furtado Nelly Furtado,"
Jennifer Lopez is a hip hop and Latin music artist with Epic Records. Wiz Khalifa and Nelly Furtado are both hip hop music artists.",inform,musicians,1,6
"recommend(name[Olamide], genre[hip hop music], name[Mac Miller], genre[hip hop music])",Olamide genre hip hop music. Mac Miller genre hip hop music.,Olamide hip hop music Mac Miller,"
Are you familiar with hip hop music? You should check out Olamide and Mac Miller.",recommend,musicians,1,2
"suggest(name[Barrett Strong], record label[Motown], name[Michael Jackson], record label[Motown])",Barrett Strong record label Motown. Michael Jackson record label Motown.,Barrett Strong Motown Michael Jackson," Have you ever heard any music released by Motown, like Barrett Strong or Michael Jackson?",suggest,musicians,1,2
"request_explanation(name[Rock and Roll Hall of Fame], rating[excellent], name[Elvis Presley], award received[Rock and Roll Hall of Fame])",Rock and Roll Hall of Fame rating excellent. Elvis Presley award received Rock and Roll Hall of Fame.,excellent Rock and Roll Hall of Fame Elvis Presley,Why do you think Elvis Presley receiving the Rock and Roll Hall of Fame is so excellent?,request_explanation,musicians,1,2
"inform(name[Madonna], record label[Sire], name[David Byrne], record label[Sire], name[Madonna award received BRIT], awards[], name[Seal], record label[Sire])",Madonna record label Sire. David Byrne record label Sire. Madonna award received BRIT Awards. Seal record label Sire.,Madonna Sire David Byrne BRIT Awards Seal," Madonna, Seal and David Byrne are all signed to Sire record label and Madonna got the BRIT Awards.",inform,musicians,1,4
"inform(name[Avishai Cohen], genre[jazz], genre[jazz fusion], name[Queen Latifah], genre[jazz])",Avishai Cohen genre jazz. Queen Latifah genre jazz. Colors performer Avishai Cohen. Avishai Cohen genre jazz fusion.,Avishai Cohen jazz Queen Latifah Colors jazz fusion,Avishai Cohen is a jazz and jazz fusion artist whose notable work include Colors. Queen Latifah is also a jazz artist.,inform,musicians,1,4
"verify_attribute(name[Cage], rating[okay], name[Kill the Architect], genre[hip hop music])",Cage rating okay. Kill the Architect performer Cage. Kill the Architect genre hip hop music.,okay Cage Kill the Architect hip hop music," Since you think Kill the Architect by Cage is okay, do you feel the same about other hip hop music?",verify_attribute,musicians,1,3
"inform(name[Luther Campbell], genre[hip hop music], country of citizenship[United States of America], date of birth[1960-12-22T00:00:00Z], name[Ice Cube], genre[hip hop music])",Luther Campbell genre hip hop music. Ice Cube genre hip hop music. Luther Campbell country of citizenship United States of America. Luther Campbell date of birth 1960-12-22T00:00:00Z. The Luke LP performer Luther Campbell. Uncle Luke performer Luther Campbell.,Luther Campbell hip hop music Ice Cube United States of America 1960-12-22T00:00:00Z The Luke LP Uncle Luke,Luther Campbell is a hip hop music artist from The United States who was born on 1960-12-22T00:00:00Z. He is well known for his works such as The Luke LP and Uncle Luke.,inform,musicians,1,6
"verify_attribute(name[Haricharan], rating[okay], country of citizenship[India], genre[Carnatic music])",Haricharan rating okay. Haricharan country of citizenship India. Haricharan genre Carnatic music.,okay Haricharan India Carnatic music,You said that Haricharan's music was just okay. Does it apply to all Carnatic music from India?,verify_attribute,musicians,1,3
"recommend(name[Cage], genre[hip hop music], name[Mac Miller], genre[hip hop music])",Cage genre hip hop music. Mac Miller genre hip hop music.,Cage hip hop music Mac Miller,"
Have you heard of Cage and Mac Miller? They are both hip hop musicians you might want to check out.",recommend,musicians,1,2
"inform(name[Yukihiro Takahashi], genre[electronic music], name[Sufjan Stevens], genre[electronic music])",Yukihiro Takahashi genre electronic music. Sufjan Stevens genre electronic music.,Yukihiro Takahashi electronic music Sufjan Stevens,Yukihiro Takahashi and Sufjan Stevens are both electronic music artists.,inform,musicians,1,2
"give_opinion(name[Clint Eastwood], rating[excellent], award received[Ordre des Arts et des Lettres], award received[AFI Life Achievement Award])",Clint Eastwood rating excellent. Clint Eastwood award received Ordre des Arts et des Lettres. Clint Eastwood award received AFI Life Achievement Award.,excellent Clint Eastwood Ordre des Arts et des Lettres AFI Life Achievement Award," I think that Clint Eastwood is an excellent actor, having received the Ordre des Arts et des Lettres and AFI Life Achievement Awards.",give_opinion,musicians,1,3
"inform(name[Kip Moore], genre[country music], date of birth[1980-04-01T00:00:00Z], date of birth[1980-04-02T00:00:00Z], name[Steven Seagal], genre[country music], name[John Denver], genre[country music])",Kip Moore genre country music. Steven Seagal genre country music. Kip Moore date of birth 1980-04-01T00:00:00Z. Kip Moore date of birth 1980-04-02T00:00:00Z. John Denver genre country music.,Kip Moore country music Steven Seagal 1980-04-01T00:00:00Z 1980-04-02T00:00:00Z John Denver," Kip Moore, John Denver and Steven Seagal are country music artists born in April 1980.",inform,musicians,1,5
"recommend(name[Kim Ryeowook], record label[Label SJ], name[Play], record label[Label SJ])",Kim Ryeowook record label Label SJ. Play record label Label SJ.,Kim Ryeowook Label SJ Play," Have you heard of Kim Ryeowook and Play, they are both under the record label Label SJ?",recommend,musicians,1,2
"inform(name[Aaron Carter], genre[pop music], record label[Edel Records], genre[hip hop music], genre[hip hop music], name[Patrizio Buanne], genre[pop music])",Aaron Carter genre pop music. Patrizio Buanne genre pop music. Aaron Carter record label Edel Records. Another Earthquake performer Aaron Carter. Aaron Carter genre hip hop music. Aaron Carter genre hip hop music. 2 Good 2 B True performer Aaron Carter.,Aaron Carter pop music Patrizio Buanne Edel Records Another Earthquake hip hop music hip hop music 2 Good 2 B True,Aaron Carter is a pop music artist signed with Edel Records. He also has some Hip Hop songs such as Another Earthquake and 2 Good 2 B True.,inform,musicians,1,7
"inform(name[Ryan Gosling award received Satellite], awards[], name[Jeffrey Tambor award received Satellite], awards[], name[Ryan Gosling], genre[indie rock], genre[folk rock], date of birth[1980-11-12T00:00:00Z])",Ryan Gosling award received Satellite Awards. Jeffrey Tambor award received Satellite Awards. City of Stars performer Ryan Gosling. City of Stars performer Ryan Gosling. Ryan Gosling genre indie rock. Ryan Gosling genre folk rock. Ryan Gosling date of birth 1980-11-12T00:00:00Z.,Ryan Gosling Satellite Awards Jeffrey Tambor City of Stars City of Stars indie rock folk rock 1980-11-12T00:00:00Z,"
Ryan Gosling is an indie rock and folk rock artist born on 1980-11-12T00:00:00Z who got the Satellite Awards. He is also known for his performance in City of Stars alongside Jeffrey Tambor.",inform,musicians,1,7
"inform(name[Zendaya], record label[Hollywood Records], award received[Saturn Award for Best Supporting Actress], award received[Primetime Emmy Award for Outstanding Lead Actress in a Drama Series], award received[Golden Globe Award for Best Actress – Television Series Drama], award received[Saturn Award for Best Supporting Actress], genre[pop rock], name[Vanessa Hudgens], record label[Hollywood Records])",Zendaya record label Hollywood Records. Vanessa Hudgens record label Hollywood Records. Zendaya award received Saturn Award for Best Supporting Actress. Zendaya award received Primetime Emmy Award for Outstanding Lead Actress in a Drama Series. Zendaya award received Golden Globe Award for Best Actress – Television Series Drama. Zendaya award received Saturn Award for Best Supporting Actress. Zendaya genre pop rock.,Zendaya Hollywood Records Vanessa Hudgens Saturn Award for Best Supporting Actress Primetime Emmy Award for Outstanding Lead Actress in a Drama Series Golden Globe Award for Best Actress – Television Series Drama Saturn Award for Best Supporting Actress pop rock," Zendaya, a pop rock artist signed with Hollywood Records, have received numerous awards such as the Saturn Award for Best Supporting Actress, Primetime Emmy Award for Outstanding Lead Actress in a Drama Series, Golden Globe Award for Best Actress – Television Series Drama and Saturn Award for Best Supporting Actress.",inform,musicians,1,7
"inform(name[Dua Lipa], country of citizenship[Albania], rating[excellent], genre[house music], genre[synth-pop], name[Jim Belushi], country of citizenship[Albania], name[Elvana Gjata], country of citizenship[Albania], name[Inva Mula], country of citizenship[Albania])",Dua Lipa country of citizenship Albania. Jim Belushi country of citizenship Albania. Dua Lipa rating excellent. Dua Lipa genre house music. Dua Lipa genre synth-pop. Elvana Gjata country of citizenship Albania. Inva Mula country of citizenship Albania.,Dua Lipa Albania Jim Belushi excellent house music synth-pop Elvana Gjata Inva Mula,"
Dua Lipa is an excellent house and synth-pop music artist from Albania, as are Jim Belushi, Elvana Gjata and Inva Mula.",inform,musicians,1,7
"inform(name[Rufus Thomas], genre[blues], country of citizenship[United States of America], date of birth[1917-03-26T00:00:00Z], genre[funk], name[King], genre[blues], name[Billie Holiday], genre[blues], name[Christine McVie], genre[blues])",Rufus Thomas genre blues. B.B. King genre blues. Rufus Thomas country of citizenship United States of America. Rufus Thomas date of birth 1917-03-26T00:00:00Z. Rufus Thomas genre funk. Billie Holiday genre blues. Christine McVie genre blues.,Rufus Thomas blues B.B. King United States of America 1917-03-26T00:00:00Z funk Billie Holiday Christine McVie," Rufus Thomas was a blues and funk musician from the United States of America, born in 1917. Other blues musicians include B.B. King and Billie Holiday, as well as Christine McVie.",inform,musicians,1,7
"inform(name[Avishai Cohen], genre[jazz], genre[jazz fusion], genre[bebop], name[Fats Domino], genre[jazz], name[Robert Downey Jr.], genre[jazz])",Avishai Cohen genre jazz. Fats Domino genre jazz. Avishai Cohen genre jazz fusion. Avishai Cohen genre bebop. Robert Downey Jr. genre jazz.,Avishai Cohen jazz Fats Domino jazz fusion bebop Robert Downey Jr.," Avishai Cohen, Fats Domino and Robert Downey Jr. are all jazz musicians, with Avishai Cohen also playing jazz fusion and bebop.",inform,musicians,1,5
"inform(name[Madonna], record label[Sire], record label[Interscope Records], award received[Rock and Roll Hall of Fame], award received[Golden Raspberry Award for Worst Actress], name[Regina Spektor], record label[Sire])",Madonna record label Sire. Regina Spektor record label Sire. Madonna record label Interscope Records. Madonna award received Rock and Roll Hall of Fame. Madonna award received Golden Raspberry Award for Worst Actress.,Madonna Sire Regina Spektor Interscope Records Rock and Roll Hall of Fame Golden Raspberry Award for Worst Actress,"
Madonna has signed with Sire and Interscope Records. She received the Rock and Roll Hall of Fame and the Golden Raspberry Award for Worst Actress. Regina Spektor has signed with Sire.",inform,musicians,1,5
"inform(name[Scarlett Johansson], award received[Time 100], award received[Theatre World Award], award received[star on Hollywood Walk of Fame], award received[Tony Award for Best Featured Actress in a Play], name[Bad Bunny], award received[Time 100])",Scarlett Johansson award received Time 100. Bad Bunny award received Time 100. Scarlett Johansson award received Theatre World Award. Scarlett Johansson award received star on Hollywood Walk of Fame. Scarlett Johansson award received Tony Award for Best Featured Actress in a Play.,Scarlett Johansson Time 100 Bad Bunny Theatre World Award star on Hollywood Walk of Fame Tony Award for Best Featured Actress in a Play," Scarlett Johansson has received the Time 100, Theatre World Award, a star on the Hollywood Walk of Fame, and a Tony Award for Best Featured Actress in a Play.",inform,musicians,1,5
"verify_attribute(name[Jennifer Connelly], rating[good], award received[BAFTA Award for Best Actress in a Supporting Role])",Jennifer Connelly rating good. Jennifer Connelly award received BAFTA Award for Best Actress in a Supporting Role.,good Jennifer Connelly BAFTA Award for Best Actress in a Supporting Role,I remember you said Jennifer Connelly was good. Do you think the same of other actors with BAFTA Award for Best Actress in a Supporting Role?,verify_attribute,musicians,1,2
"inform(name[Cage], genre[hip hop music], date of birth[1973-05-04T00:00:00Z], name[Kelly Rowland], genre[hip hop music], name[Mac Miller], genre[hip hop music], name[Wiz Khalifa], genre[hip hop music])",Cage genre hip hop music. Kelly Rowland genre hip hop music. Weatherproof performer Cage. Cage date of birth 1973-05-04T00:00:00Z. I Never Knew You performer Cage. Mac Miller genre hip hop music. Wiz Khalifa genre hip hop music.,Cage hip hop music Kelly Rowland Weatherproof 1973-05-04T00:00:00Z I Never Knew You Mac Miller Wiz Khalifa," Cage is a hip hop music artist born on 1973-05-04T00:00:00Z. His notable works include Weatherproof and I Never Knew You. Other notable hip hop music artist include Kelly Rowland, Mac Miller and Wiz Khalifa.",inform,musicians,1,7
"inform(name[Dua Lipa], country of citizenship[Albania], name[Dervish Hima], country of citizenship[Albania], name[Edmond Kapllani], country of citizenship[Albania])",Dua Lipa country of citizenship Albania. Dervish Hima country of citizenship Albania. Edmond Kapllani country of citizenship Albania.,Dua Lipa Albania Dervish Hima Edmond Kapllani,"
Dua Lipa, Dervish Hima, and Edmond Kapllani are all musicians from Albania.",inform,musicians,1,3
"inform(name[Kate Bush], record label[Columbia Records], genre[art rock], name[8:30], record label[Columbia Records])",Kate Bush record label Columbia Records. 8:30 record label Columbia Records. Kate Bush genre art rock.,Kate Bush Columbia Records 8:30 art rock,"
Kate Bush is an art rock artist signed to Columbia Records.",inform,musicians,1,3
"give_opinion(name[Kate Bush], rating[good], record label[EMI])",Kate Bush rating good. Kate Bush record label EMI.,good Kate Bush EMI," I think Kate Bush, who is signed with EMI, is a good musician.",give_opinion,musicians,1,2
"inform(name[Kevin Max], genre[Christian rock], record label[Northern Records], name[Chris Tomlin], genre[Christian rock], name[Holy Night], record label[Northern Records], name[Lacey Sturm], genre[Christian rock])",Kevin Max genre Christian rock. Chris Tomlin genre Christian rock. The Blood performer Kevin Max. Raven Songs 101 performer Kevin Max. Kevin Max record label Northern Records. Holy Night record label Northern Records. Lacey Sturm genre Christian rock.,Kevin Max Christian rock Chris Tomlin The Blood Raven Songs 101 Northern Records Holy Night Lacey Sturm,Kevin Max is a Christian rock artist who released The Blood and Raven Songs 101 under Northern Records. Lacey Sturm is also a Christian rock artist.,inform,musicians,1,7
"give_opinion(name[Donna Fargo], rating[okay], record label[Challenge])",Donna Fargo rating okay. Funny Face performer Donna Fargo. Donna Fargo record label Challenge.,okay Donna Fargo Funny Face Challenge,I think Donna Fargo is an okay performer. She is signed with Challenge Records and is known for her song Funny Face.,give_opinion,musicians,1,3
"inform(name[Austin Butler], genre[pop music], record label[Hollywood Records], country of citizenship[United States of America], name[Patrizio Buanne], genre[pop music])",Austin Butler genre pop music. Patrizio Buanne genre pop music. Austin Butler record label Hollywood Records. Austin Butler country of citizenship United States of America.,Austin Butler pop music Patrizio Buanne Hollywood Records United States of America,Austin Butler and Patrizio Buanne are both pop music artists. Austin Butler is from the United States and is signed to Hollywood Records.,inform,musicians,1,4
"inform(name[Elton John], award received[Order of the British Empire], award received[Disney Legends], award received[MusiCares Person of the Year], award received[Golden Globe Award], name[Jackie Chan], award received[Order of the British Empire], name[Terence Sanders], award received[Order of the British Empire])",Elton John award received Order of the British Empire. Jackie Chan award received Order of the British Empire. Elton John award received Disney Legends. Elton John award received MusiCares Person of the Year. Elton John award received Golden Globe Award. Terence Sanders award received Order of the British Empire.,Elton John Order of the British Empire Jackie Chan Disney Legends MusiCares Person of the Year Golden Globe Award Terence Sanders," Elton John has received the Order of the British Empire, Disney Legends, MusiCares Person of the Year, and Golden Globe Award. Jackie Chan and Terence Sanders have both received the Order of the British Empire.",inform,musicians,1,6
"suggest(name[Eminem], award received[Academy Award for Best Original Song], name[Bob Dylan], award received[Academy Award for Best Original Song])",Eminem award received Academy Award for Best Original Song. Bob Dylan award received Academy Award for Best Original Song.,Eminem Academy Award for Best Original Song Bob Dylan," Have you ever heard any artist receiving an Academy Award for Best Original Song, such as Eminem or Bob Dylan?",suggest,musicians,1,2
"inform(name[Jennifer Lopez], genre[hip hop music], genre[pop music], name[Wiz Khalifa], genre[hip hop music], name[Vanilla Ice], genre[hip hop music])",Jennifer Lopez genre hip hop music. Wiz Khalifa genre hip hop music. Jennifer Lopez genre pop music. Vanilla Ice genre hip hop music.,Jennifer Lopez hip hop music Wiz Khalifa pop music Vanilla Ice,"
Jennifer Lopez is a pop and hip hop music artist. Wiz Khalifa is a hip hop music artist. Vanilla Ice is a hip hop music artist.",inform,musicians,1,4
"inform(name[Cage], genre[hip hop music], name[Nelly Furtado], genre[hip hop music], name[Depart], from[Me performer Cage], name[Ice Cube], genre[hip hop music], name[Bass Sultan Hengzt], genre[hip hop music])",Cage genre hip hop music. Nelly Furtado genre hip hop music. Weatherproof performer Cage. Depart from Me performer Cage. Cage discography performer Cage. Ice Cube genre hip hop music. Bass Sultan Hengzt genre hip hop music.,Cage hip hop music Nelly Furtado Weatherproof Depart from Me Cage discography Ice Cube Bass Sultan Hengzt,"
Cage is a hip hop music artist who have performed in Depart from Me and Weatherproof and have his own discography as well. Other hip hop music artists include Nelly Furtado, Ice Cube and Bass Sultan Hengzt.",inform,musicians,1,7
"request_explanation(name[Christian music], rating[okay], name[Debby Boone], genre[Christian music])",Christian music rating okay. Debby Boone genre Christian music.,okay Christian music Debby Boone,What do you find just okay about Debby Boone's Christian music?,request_explanation,musicians,1,2
"inform(name[Olamide], genre[hip hop music], genre[contemporary R&B], date of birth[1989-03-15T00:00:00Z], country of citizenship[Nigeria], record label[YBNL Nation], name[Nelly Furtado], genre[hip hop music])",Olamide genre hip hop music. Nelly Furtado genre hip hop music. Olamide genre contemporary R&B. Olamide date of birth 1989-03-15T00:00:00Z. Olamide country of citizenship Nigeria. YBNL performer Olamide. Olamide record label YBNL Nation.,Olamide hip hop music Nelly Furtado contemporary R&B 1989-03-15T00:00:00Z Nigeria YBNL YBNL Nation," Olamide is a Nigerian artist who specializes in hip hop music and contemporary R&B, and is signed to YBNL Nation record label. He was born on 1989-03-15T00:00:00Z.",inform,musicians,1,7
"inform(name[Luther Campbell], genre[hip hop music], name[Wiz Khalifa], genre[hip hop music])",Luther Campbell genre hip hop music. Wiz Khalifa genre hip hop music. Raise the Roof performer Luther Campbell. Scandalous: The All Star Compilation performer Luther Campbell. Freak for Life performer Luther Campbell.,Luther Campbell hip hop music Wiz Khalifa Raise the Roof Scandalous: The All Star Compilation Freak for Life," Luther Campbell is a hip hop music artist who has performed in the songs Raise the Roof, Scandalous: The All Star Compilation, and Freak for Life.",inform,musicians,1,5
"inform(name[David Phelps], genre[Christian music], name[Aled Jones], genre[Christian music], name[Debby Boone], genre[Christian music])",David Phelps genre Christian music. Aled Jones genre Christian music. No More Night: Live in Birmingham performer David Phelps. Debby Boone genre Christian music.,David Phelps Christian music Aled Jones No More Night: Live in Birmingham Debby Boone,"
David Phelps, Debby Boone, and Aled Jones are all Christian music artists. David Phelps is known for his live performance of No More Night: Live in Birmingham.",inform,musicians,1,4
"inform(name[Kendrick Lamar], genre[conscious hip hop], genre[alternative hip hop], name[Prezident], genre[conscious hip hop])",Kendrick Lamar genre conscious hip hop. Prezident genre conscious hip hop. Kendrick Lamar genre alternative hip hop.,Kendrick Lamar conscious hip hop Prezident alternative hip hop,"
Kendrick Lamar and Prezident are both conscious hip hop and alternative hip hop musicians.",inform,musicians,1,3
"give_opinion(name[Kip Moore], rating[okay])",Kip Moore rating okay. Slowheart performer Kip Moore.,okay Kip Moore Slowheart," I find Kip Moore's album, Slowheart, to be okay - not great, but not bad either.",give_opinion,musicians,1,2
"inform(name[Allie X], record label[Universal Music Group], country of citizenship[Canada], country of citizenship[Canada], name[Teena Marie], record label[Universal Music Group], name[Canada], award received[Nansen Refugee Award])",Allie X record label Universal Music Group. Teena Marie record label Universal Music Group. Allie X country of citizenship Canada. Allie X country of citizenship Canada. Canada award received Nansen Refugee Award.,Allie X Universal Music Group Teena Marie Canada Canada Nansen Refugee Award," Allie X and Teena Marie are both Canadian artists, who signed under Universal Music Group. Allie X has received a Nansen Refugee Award.",inform,musicians,1,5
"inform(name[Kendrick Lamar], genre[conscious hip hop], genre[political hip hop], genre[gangsta rap], genre[West Coast hip hop], name[Troppo lontano], genre[conscious hip hop])",Kendrick Lamar genre conscious hip hop. Troppo lontano genre conscious hip hop. Kendrick Lamar genre political hip hop. Kendrick Lamar genre gangsta rap. Kendrick Lamar genre West Coast hip hop.,Kendrick Lamar conscious hip hop Troppo lontano political hip hop gangsta rap West Coast hip hop,"
Kendrick Lamar is a conscious hip hop, political hip hop, gangsta rap and West Coast hip hop artist.",inform,musicians,1,5
"inform(name[Eddie Holland], genre[rhythm and blues], name[Stewart], genre[rhythm and blues])",Eddie Holland genre rhythm and blues. David A. Stewart genre rhythm and blues.,Eddie Holland rhythm and blues David A. Stewart,Eddie Holland and David A. Stewart are both rhythm and blues artists.,inform,musicians,1,2
"suggest(name[Ryan Gosling award received Satellite], awards[], name[Helena Bonham Carter award received Satellite], awards[])",Ryan Gosling award received Satellite Awards. Helena Bonham Carter award received Satellite Awards.,Ryan Gosling Satellite Awards Helena Bonham Carter," Have you seen any of the movies that won Satellite Awards, such as those starring Ryan Gosling and Helena Bonham Carter?",suggest,musicians,1,2
