mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"painters name John Everett Millais. John Everett Millais  movements Pre-Raphaelite Brotherhood, Symbolism.","John Everett Millais Pre-Raphaelite Brotherhood, Symbolism","To clarify, are you referring to a painting by John Everett Millais that belongs to the Pre-Raphaelite Brotherhood and Symbolism movements?",confirm,painters,1,2
"painters name Banksy. Banksy  notable works Love is in the Bin. Banksy  occupations graffiti artist, muralist.","Banksy Love Is In The Bin Graffiti Artist, Muralist","Just to confirm, are you referring to Banksy's Love is in the Bin, the notable work by the graffiti artist and muralist Banksy?",confirm,painters,1,3
"painters name Paul Gauguin. Paul Gauguin  movements Symbolism, post-impressionism. Paul Gauguin  notable works When Will You Marry?, The Night Café in Arles.","Paul Gauguin Symbolism, Post-Impressionism When Will You Marry?, The Night Café In Arles","Just to clarify, are you referring to a painting by Paul Gauguin, possibly The Night Café in Arles or When Will You Marry, known for its Symbolism and post-impressionism movements?",confirm,painters,1,3
"painters name Giorgio de Chirico. Giorgio de Chirico  occupations scenographer, printmaker.","Giorgio De Chirico Scenographer, Printmaker","To clarify, when you mentioned Giorgio de Chirico, were you referring to his work as a scenographer and printmaker?",confirm,painters,1,2
"painters name Kazimir Malevich. Kazimir Malevich  occupations scenographer, painter. Kazimir Malevich  notable works An Englishman in Moscow, The Knife Grinder.","Kazimir Malevich Scenographer, Painter An Englishman In Moscow, The Knife Grinder","Just to clarify, are you referring to the painter Kazimir Malevich and one of his notable works, such as An Englishman in Moscow or The Knife Grinder?",confirm,painters,1,3
painters name Mary Cassatt. Mary Cassatt  notable works Portrait of an Elderly Lady in a Bonnet: Red Background. Mary Cassatt  nationality American.,Mary Cassatt Portrait Of An Elderly Lady In A Bonnet: Red Background American,Are you referring to Mary Cassatt's Portrait of an Elderly Lady in a Bonnet: Red Background?,confirm,painters,1,3
"painters name Salvador Dalí. Salvador Dalí  notable works The Persistence of Memory, Soft Construction with Boiled Beans. Salvador Dalí  movements surrealism.","Salvador Dalí The Persistence Of Memory, Soft Construction With Boiled Beans Surrealism","Just to confirm, when you mentioned Salvador Dalí, were you referring to The Persistence of Memory or Soft Construction with Boiled Beans, both of which are surrealism works by him?",confirm,painters,1,3
"painters name L. S. Lowry. L. S. Lowry  notable works Going to the Match. L. S. Lowry  occupations printmaker, painter.","L. S. Lowry Going To The Match Printmaker, Painter","Just to clarify, when you mentioned L. S. Lowry, were you talking about his notable work ""Going to the Match"" as a printmaker and painter?",confirm,painters,1,3
painters name Wassily Kandinsky. Wassily Kandinsky  life period century XIX - XX.,Wassily Kandinsky Xix - Xx,"Just to confirm, when you mentioned Wassily Kandinsky, are you referring to the artist who lived during the XIX - XX century?",confirm,painters,1,2
"painters name Han van Meegeren. Han van Meegeren  notable works Woman reading music, Cisterspelende vrouw.","Han Van Meegeren Woman Reading Music, Cisterspelende Vrouw","Just to clarify, are you talking about one of Han van Meegeren's notable works, Woman reading music or Cisterspelende vrouw?",confirm,painters,1,2
"painters name James McNeill Whistler. James McNeill Whistler  occupations printmaker, etcher. James McNeill Whistler  life period century XIX - XX.","James Mcneill Whistler Printmaker, Etcher Xix - Xx","Just to confirm, are you referring to the printmaker and etcher James McNeill Whistler from the nineteenth to twentieth century?",confirm,painters,1,3
painters name John Everett Millais. John Everett Millais  nationality British.,John Everett Millais British,"Just to clarify, are you referring to the British artist John Everett Millais?",confirm,painters,1,2
"painters name Giuseppe Arcimboldo. Giuseppe Arcimboldo  occupations architectural draftsperson, tapestry designer. Giuseppe Arcimboldo  nationality Italian.","Giuseppe Arcimboldo Architectural Draftsperson, Tapestry Designer Italian","Just to confirm, are you referring to Giuseppe Arcimboldo the Italian architectural draftsperson and tapestry designer?",confirm,painters,1,3
"painters name John Everett Millais. John Everett Millais  life period century XIX. John Everett Millais  genres figure, mythological painting.","John Everett Millais Xix Figure, Mythological Painting","So, are you referring to a figure or mythological painting from the 19th century by John Everett Millais?",confirm,painters,1,3
"painters name Albert Bierstadt. Albert Bierstadt  life period century XIX - XX. Albert Bierstadt  occupations architectural draftsperson, photographer.","Albert Bierstadt Xix - Xx Architectural Draftsperson, Photographer","So, were you referring to the architectural draftsperson and photographer Albert Bierstadt from the 19th to 20th centuries?",confirm,painters,1,3
painters name John William Waterhouse. John William Waterhouse  nationality British.,John William Waterhouse British,"Just to confirm, are you referring to the British artist John William Waterhouse?",confirm,painters,1,2
"painters name Jasper Johns. Jasper Johns  genres Abstract art, still life.","Jasper Johns Abstract Art, Still Life","Just to confirm, are you referring to one of Jasper Johns' abstract art or still life paintings?",confirm,painters,1,2
"painters name Paul Gauguin. Paul Gauguin  movements post-impressionism, Cloisonnism.","Paul Gauguin Post-Impressionism, Cloisonnism","Just to confirm, are you referring to a painting by Paul Gauguin in the post-impressionism and Cloisonnism movements?",confirm,painters,1,2
"painters name Hieronymus Bosch. Hieronymus Bosch  nationality Netherlandish. Hieronymus Bosch  occupations visual artist, drawer.","Hieronymus Bosch Netherlandish Visual Artist, Drawer","When you mentioned Hieronymus Bosch, were you referring to the Netherlandish visual artist and drawer?",confirm,painters,1,3
"painters name Paul Gauguin. Paul Gauguin  notable works Ia Orana Maria, When Will You Marry?. Paul Gauguin  occupations illustrator, ceramicist.","Paul Gauguin Ia Orana Maria, When Will You Marry? Illustrator, Ceramicist","Just to confirm, when you mentioned Paul Gauguin, were you referring to the illustrator and ceramicist known for works like Ia Orana Maria and When Will You Marry?",confirm,painters,1,3
"painters name Gustav Klimt. Gustav Klimt  nationality Austrian. Gustav Klimt  genres landscape art, portrait.","Gustav Klimt Austrian Landscape Art, Portrait","Just to clarify, are you talking about the Austrian artist Gustav Klimt known for his landscape and portrait paintings?",confirm,painters,1,3
"painters name Jackson Pollock. Jackson Pollock  occupations painter, drawer. Jackson Pollock  nationality American.","Jackson Pollock Painter, Drawer American","Just to confirm, were you referring to the American painter and drawer, Jackson Pollock?",confirm,painters,1,3
"painters name Henri Rousseau. Henri Rousseau  movements post-impressionism, primitivism. Henri Rousseau  life period century XIX - XX.","Henri Rousseau Post-Impressionism, Primitivism Xix - Xx","Just to clarify, are you referring to the paintings by Henri Rousseau from the XIX - XX century that fall under post-impressionism and primitivism movements?",confirm,painters,1,3
"painters name Jasper Johns. Jasper Johns  movements Neo-Dada. Jasper Johns  occupations painter, photographer.","Jasper Johns Neo-Dada Painter, Photographer","Just to clarify, are you referring to the Neo-Dada movement artist, Jasper Johns, known for his work as a painter and photographer?",confirm,painters,1,3
"painters name Johannes Vermeer. Johannes Vermeer  genres genre painting, portrait. Johannes Vermeer  notable works The Procuress, The Geographer.","Johannes Vermeer Genre Painting, Portrait The Procuress, The Geographer","To confirm, are you referring to one of Johannes Vermeer's notable works, such as The Procuress or The Geographer, which fall under the genres of genre painting and portrait?",confirm,painters,1,3
"painters name Wassily Kandinsky. Wassily Kandinsky  occupations art theorist, illustrator.","Wassily Kandinsky Art Theorist, Illustrator","I'm a bit confused, were you referring to a specific painting by Wassily Kandinsky or his occupations as an art theorist and illustrator?",confirm,painters,1,2
"painters name Banksy. Banksy  occupations muralist, painter.","Banksy Muralist, Painter","Just to clarify, are you referring to Banksy the painter and muralist?",confirm,painters,1,2
"painters name Giorgio de Chirico. Giorgio de Chirico  genres metaphysical painting, cityscape.","Giorgio De Chirico Metaphysical Painting, Cityscape",Were you referring to a metaphysical cityscape painting by Giorgio de Chirico?,confirm,painters,1,2
"painters name Tamara de Lempicka. Tamara de Lempicka  genres portrait, still life.","Tamara De Lempicka Portrait, Still Life","Just to confirm, when you mentioned Tamara de Lempicka, are you referring to a portrait or still life painting?",confirm,painters,1,2
"painters name Giorgio de Chirico. Giorgio de Chirico  occupations painter, illustrator. Giorgio de Chirico  movements metaphysical painting.","Giorgio De Chirico Painter, Illustrator Metaphysical Painting","Just to clarify, are you talking about the metaphysical paintings by painter and illustrator Giorgio de Chirico?",confirm,painters,1,3
"painters name John Constable. John Constable  genres landscape art, marine art.","John Constable Landscape Art, Marine Art","Just to confirm, when you mentioned John Constable, are you referring to his landscape and marine art paintings?",confirm,painters,1,2
painters name Albert Bierstadt. Albert Bierstadt  movements Hudson River school. Albert Bierstadt  nationality American.,Albert Bierstadt Hudson River School American,"Are you referring to the American artist Albert Bierstadt, known for being part of the Hudson River school movement?",confirm,painters,1,3
painters name Francisco Goya. Francisco Goya  life period century XVIII - XIX. Francisco Goya  nationality Spanish.,Francisco Goya Xviii - Xix Spanish,"Just to clarify, are you referring to the Spanish artist Francisco Goya from the 18th to 19th centuries?",confirm,painters,1,3
"painters name Henri Matisse. Henri Matisse  genres still life, landscape art.","Henri Matisse Still Life, Landscape Art","Just to confirm, when you mentioned Henri Matisse, were you referring to his still life and landscape art?",confirm,painters,1,2
"painters name Otto Dix. Otto Dix  occupations graphic artist, drawer. Otto Dix  genres still life, mythological painting.","Otto Dix Graphic Artist, Drawer Still Life, Mythological Painting","Just to confirm, are you referring to Otto Dix's still life and mythological paintings as a graphic artist and drawer?",confirm,painters,1,3
painters name Leonardo da Vinci. Leonardo da Vinci  nationality Italian. Leonardo da Vinci  life period century XV - XVI.,Leonardo Da Vinci Italian Xv - Xvi,"Just to clarify, when you mentioned Leonardo da Vinci, did you mean the Italian artist from the XV - XVI century?",confirm,painters,1,3
"painters name Francisco Goya. Francisco Goya  notable works The Clothed Maja, The Dog. Francisco Goya  genres genre painting, mythological painting.","Francisco Goya The Clothed Maja, The Dog Genre Painting, Mythological Painting","Just to clarify, are you referring to one of Francisco Goya's notable works, The Clothed Maja or The Dog, which fall under the genres of genre painting and mythological painting?",confirm,painters,1,3
painters name John William Waterhouse. John William Waterhouse  life period century XIX - XX.,John William Waterhouse Xix - Xx,"Just to clarify, when you mention John William Waterhouse, are you referring to the paintings created during the XIX - XX century?",confirm,painters,1,2
"painters name Lee Krasner. Lee Krasner  occupations printmaker, illustrator.","Lee Krasner Printmaker, Illustrator","Just to confirm, are you referring to Lee Krasner the printmaker and illustrator?",confirm,painters,1,2
painters name Salvador Dalí. Salvador Dalí  movements surrealism. Salvador Dalí  life period century XX.,Salvador Dalí Surrealism Xx,"Just to confirm, are you referring to the surrealist works of Salvador Dalí from the 20th century?",confirm,painters,1,3
"painters name Norman Rockwell. Norman Rockwell  occupations illustrator, painter.","Norman Rockwell Illustrator, Painter","Just to confirm, are you referring to the illustrator and painter Norman Rockwell?",confirm,painters,1,2
"painters name L. S. Lowry. L. S. Lowry  movements naïve art. L. S. Lowry  occupations graphic artist, painter.","L. S. Lowry Naïve Art Graphic Artist, Painter","When you mentioned L. S. Lowry, were you referring to the naïve art paintings by the graphic artist and painter L. S. Lowry?",confirm,painters,1,3
"painters name Wassily Kandinsky. Wassily Kandinsky  occupations architectural draftsperson, drawer. Wassily Kandinsky  movements Symbolism, Bauhaus.","Wassily Kandinsky Architectural Draftsperson, Drawer Symbolism, Bauhaus","Just to clarify, are you referring to Wassily Kandinsky the architectural draftsperson and drawer associated with the Symbolism and Bauhaus movements?",confirm,painters,1,3
"painters name Norman Rockwell. Norman Rockwell  movements Realism, American realism.","Norman Rockwell Realism, American Realism","Just to clarify, are you referring to a painting by Norman Rockwell in the Realism and American realism movements?",confirm,painters,1,2
"painters name Robert Rauschenberg. Robert Rauschenberg  occupations photographer, choreographer. Robert Rauschenberg  nationality American.","Robert Rauschenberg Photographer, Choreographer American","Just to clarify, are you talking about the American photographer and choreographer Robert Rauschenberg?",confirm,painters,1,3
painters name L. S. Lowry. L. S. Lowry  nationality British.,L. S. Lowry British,"Just to confirm, when you mentioned L. S. Lowry, are you referring to a British artist?",confirm,painters,1,2
"painters name David Hockney. David Hockney  nationality British. David Hockney  genres genre painting, portrait painting.","David Hockney British Genre Painting, Portrait Painting","Just to clarify, are you referring to a painting by the British artist David Hockney in the genre of genre and portrait painting?",confirm,painters,1,3
painters name Frida Kahlo. Frida Kahlo  nationality Mexican.,Frida Kahlo Mexican,"When you mentioned Frida Kahlo, are you referring to the Mexican artist?",confirm,painters,1,2
"painters name Henri de Toulouse-Lautrec. Henri de Toulouse-Lautrec  notable works At the Moulin Rouge, At the Café La Mie.","Henri De Toulouse-Lautrec At The Moulin Rouge, At The Café La Mie","Just to confirm, are you referring to one of Henri de Toulouse-Lautrec's notable works, At the Moulin Rouge or At the Café La Mie?",confirm,painters,1,2
painters name Henri de Toulouse-Lautrec. Henri de Toulouse-Lautrec  movements post-impressionism. Henri de Toulouse-Lautrec  nationality French.,Henri De Toulouse-Lautrec Post-Impressionism French,"Just to confirm, are you referring to the post-impressionist French painter Henri de Toulouse-Lautrec?",confirm,painters,1,3
"painters name James McNeill Whistler. James McNeill Whistler  occupations lithographer, painter. James McNeill Whistler  genres nude, landscape art.","James Mcneill Whistler Lithographer, Painter Nude, Landscape Art","Just to confirm, when you mentioned James McNeill Whistler, were you referring to the painter known for nude and landscape art, as well as being a lithographer?",confirm,painters,1,3
painters name Kehinde Wiley. Kehinde Wiley  movements contemporary art. Kehinde Wiley  life period century XX.,Kehinde Wiley Contemporary Art Xx,Are you referring to a contemporary art piece by Kehinde Wiley from the 20th century?,confirm,painters,1,3
painters name Johannes Vermeer. Johannes Vermeer  nationality Dutch. Johannes Vermeer  life period century XVII.,Johannes Vermeer Dutch Xvii,"Just to double-check, are you referring to the Dutch artist Johannes Vermeer from the 17th century?",confirm,painters,1,3
"painters name Vincent van Gogh. Vincent van Gogh  genres self-portrait, still life. Vincent van Gogh  occupations painter, drawer.","Vincent Van Gogh Self-Portrait, Still Life Painter, Drawer","To clarify, are you referring to a self-portrait or still life painting by Vincent van Gogh, who was a painter and drawer?",confirm,painters,1,3
"painters name Anselm Kiefer. Anselm Kiefer  nationality German. Anselm Kiefer  genres landscape art, Abstract art.","Anselm Kiefer German Landscape Art, Abstract Art","To confirm, are you referring to the German artist Anselm Kiefer's landscape and Abstract art paintings?",confirm,painters,1,3
"painters name Thomas Cole. Thomas Cole  life period century XIX. Thomas Cole  occupations painter, printmaker.","Thomas Cole Xix Painter, Printmaker","Just to clarify, are you referring to the painter and printmaker Thomas Cole from the 19th century?",confirm,painters,1,3
"painters name Johannes Vermeer. Johannes Vermeer  movements Baroque painting, Dutch Golden Age painting. Johannes Vermeer  notable works The Astronomer, Girl with a Pearl Earring.","Johannes Vermeer Baroque Painting, Dutch Golden Age Painting The Astronomer, Girl With A Pearl Earring","Just to clarify, are you referring to one of Johannes Vermeer's notable works like The Astronomer or Girl with a Pearl Earring, both from the Baroque painting and Dutch Golden Age painting movements?",confirm,painters,1,3
"painters name Henri Matisse. Henri Matisse  genres decoupage, landscape art.","Henri Matisse Decoupage, Landscape Art","Just to confirm, are you referring to one of Henri Matisse's landscape art pieces or decoupage works?",confirm,painters,1,2
"painters name John William Waterhouse. John William Waterhouse  occupations painter, architectural draftsperson. John William Waterhouse  movements Impressionism, Symbolism.","John William Waterhouse Painter, Architectural Draftsperson Impressionism, Symbolism","When you mentioned John William Waterhouse, were you referring to the Impressionism and Symbolism painter, as well as architectural draftsperson?",confirm,painters,1,3
"painters name Ivan Aivazovsky. Ivan Aivazovsky  genres religious painting, marine art. Ivan Aivazovsky  nationality Russian.","Ivan Aivazovsky Religious Painting, Marine Art Russian",Are you referring to the religious marine art paintings by Russian artist Ivan Aivazovsky?,confirm,painters,1,3
