mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
"Paul Gauguin  notable works Tahitian Women on the Beach, Where Do We Come From? What Are We? Where Are We Going?. Paul Gauguin  movements Pont-Aven School, Symbolism. ","Paul Gauguin Tahitian Women On The Beach, Where Do We Come From? What Are We? Where Are We Going? Pont-Aven School, Symbolism","Just to confirm, when you mentioned Paul Gauguin, were you referring to his notable works Tahitian Women on the Beach and Where Do We Come From? What Are We? Where Are We Going? within the movements of Pont-Aven School and Symbolism?",confirm,painters,1,2,confirm,1,0.01250542996,79.96526337,35.27752937,0.8615233
"Giuseppe Arcimboldo  genres religious art, animal painting. ","Giuseppe Arcimboldo Religious Art, Animal Painting","To clarify, are you referring to a religious art or animal painting by Giuseppe Arcimboldo?",confirm,painters,1,1,confirm,1,0.01165573156,85.79470062,5.061867435,0.9043953
"Raphael  genres allegory, religious art. ","Raphael Allegory, Religious Art","Just to clarify, when you mentioned Raphael, were you talking about an allegorical religious art painting by Raphael?",confirm,painters,1,1,confirm,1,0.01298398587,77.01795197,2.159701134,0.7653022
"Fernando Botero  occupations illustrator, drawer. Fernando Botero  genres figurative art, portrait. ","Fernando Botero Illustrator, Drawer Figurative Art, Portrait","Just to clarify, are you referring to the figurative art and portrait works by Fernando Botero as an illustrator and drawer?",confirm,painters,1,2,confirm,1,0.009875699339,101.2586517,3.644667089,0.89644265
Mark Rothko  movements abstract expressionism.,Mark Rothko Abstract Expressionism,"Just to clarify, are you referring to a painting by Mark Rothko in the abstract expressionism movement?",confirm,painters,1,1,confirm,1,0.01807717112,55.31838989,4.048892532,0.8132323
"Johannes Vermeer  life period century XVII. Johannes Vermeer  notable works View of Delft, The Astronomer. ","Johannes Vermeer Xvii View Of Delft, The Astronomer","Just to clarify, are you referring to the XVII century painter Johannes Vermeer's View of Delft or The Astronomer?",confirm,painters,1,2,confirm,1,0.0126732563,78.90631866,4.780204394,0.8503544
Anthony van Dyck  movements Baroque painting. Anthony van Dyck  nationality Flemish.,Anthony Van Dyck Baroque Painting Flemish,"Just to clarify, are you referring to a Baroque painting by Flemish artist Anthony van Dyck?",confirm,painters,1,2,confirm,1,0.02635091089,37.94935226,3.037294035,0.8894562
"Henri Matisse  genres still life, decoupage. Henri Matisse  occupations printmaker, drawer. ","Henri Matisse Still Life, Decoupage Printmaker, Drawer","Just to clarify, are you referring to a still life or decoupage work by Henri Matisse, who is also known as a printmaker and drawer?",confirm,painters,1,2,confirm,1,0.01465151839,68.25231171,3.176023543,0.8227748
"Rembrandt  notable works The Night Watch, The Jewish Bride. Rembrandt  occupations painter, etcher. ","Rembrandt The Night Watch, The Jewish Bride Painter, Etcher","Just to clarify, when you mentioned Rembrandt, were you referring to the painter and etcher known for works like The Night Watch and The Jewish Bride?",confirm,painters,1,2,confirm,1,0.01818173874,55.00024033,8.914609828,0.79030067
"Kazimir Malevich  movements suprematism, constructivism. Kazimir Malevich  life period century XIX - XX. ","Kazimir Malevich Suprematism, Constructivism Xix - Xx","Just to clarify, are you referring to a painting by Kazimir Malevich from the XIX - XX century that is associated with suprematism and constructivism movements?",confirm,painters,1,2,confirm,1,0.01040595796,96.09879303,3.176023543,0.8492295
"Mark Rothko  occupations drawer, university teacher. Mark Rothko  genres Abstract art. ","Mark Rothko Drawer, University Teacher Abstract Art","Just to confirm, are you referring to Mark Rothko's abstract art paintings as the one created by the drawer and university teacher?",confirm,painters,1,2,confirm,1,0.006800644285,147.0448914,1.870971802,0.84465283
"Rembrandt  occupations art collector, printmaker. ","Rembrandt Art Collector, Printmaker","Just to confirm, when you mentioned Rembrandt, are you referring to the art collector and printmaker?",confirm,painters,1,1,confirm,1,0.01948810711,51.31334686,2.407485904,0.8060066
"Leonardo da Vinci  notable works The Virgin and Child with Saint Anne, Head of a Woman. Leonardo da Vinci  life period century XV - XVI. ","Leonardo Da Vinci The Virgin And Child With Saint Anne, Head Of A Woman Xv - Xvi","Just to confirm, when you mentioned Leonardo da Vinci, were you referring to The Virgin and Child with Saint Anne and Head of a Woman, from the 15th to 16th century?",confirm,painters,1,2,confirm,1,0.0211039872,47.38441086,3.755625527,0.71608365
"Raphael  genres allegory, portrait painting. Raphael  occupations sculptor, fresco painter. ","Raphael Allegory, Portrait Painting Sculptor, Fresco Painter","Just to clarify, are you referring to the allegory and portrait paintings by Raphael who was known as a sculptor and fresco painter?",confirm,painters,1,2,confirm,1,0.02325390986,43.00352097,1.79117106,0.8940371
"Raphael  notable works Madonna del Prato, The Marriage of the Virgin. ","Raphael Madonna Del Prato, The Marriage Of The Virgin","Are you referring to one of Raphael's notable works, the Madonna del Prato or The Marriage of the Virgin?",confirm,painters,1,1,confirm,1,0.0120862759,82.73847198,4.780204394,0.8908976
"Anthony van Dyck  genres portrait, allegory. ","Anthony Van Dyck Portrait, Allegory",Is the painting you mentioned by Anthony van Dyck a portrait or an allegory?,confirm,painters,1,1,confirm,1,0.0108152746,92.46182251,3.125190764,0.8699495
"Ivan Aivazovsky  movements Romanticism. Ivan Aivazovsky  notable works The Ninth Wave, Brig “Mercury” Attacked by Two Turkish Ships. ","Ivan Aivazovsky Romanticism The Ninth Wave, Brig “Mercury” Attacked By Two Turkish Ships","Just to clarify, are you referring to Ivan Aivazovsky's Romanticism paintings like The Ninth Wave or Brig “Mercury” Attacked by Two Turkish Ships?",confirm,painters,1,2,confirm,1,0.003148372835,317.6243896,13.73347676,0.9037737
"Tamara de Lempicka  genres still life, nude. Tamara de Lempicka  notable works La belle Rafaëla, Autoportrait. ","Tamara De Lempicka Still Life, Nude La Belle Rafaëla, Autoportrait","To clarify, are you referring to Tamara de Lempicka's painting La belle Rafaëla or Autoportrait?",confirm,painters,1,2,confirm,1,0.003792251992,263.6955566,3.419798031,0.8775549
"Caravaggio  notable works Self-Portrait as Bacchus, Medusa. ","Caravaggio Self-Portrait As Bacchus, Medusa","To clarify, are you mentioning Caravaggio's Self-Portrait as Bacchus or Medusa?",confirm,painters,1,1,confirm,1,0.01755873301,56.95171738,4.368583926,0.8959901
"Johannes Vermeer  occupations painter, art collector. ","Johannes Vermeer Painter, Art Collector","Just to clarify, are you referring to Johannes Vermeer the painter and art collector, or one of his specific paintings?",confirm,painters,1,1,confirm,1,0.02043549373,48.93446732,3.644667089,0.8452193
Leonardo da Vinci  nationality Italian.,Leonardo Da Vinci Italian,"Just to confirm, are you referring to the Italian artist Leonardo da Vinci?",confirm,painters,1,1,confirm,1,0.02755764505,36.28757095,3.458592114,0.83761275
"Fernando Botero  genres figurative art, allegory. Fernando Botero  notable works The death of Luis Chalmeta. ","Fernando Botero Figurative Art, Allegory The Death Of Luis Chalmeta","Are you referring to Fernando Botero's figurative art piece, The Death of Luis Chalmeta, known for its allegorical elements?",confirm,painters,1,2,confirm,1,0.007208827646,138.718811,5.406502669,0.8944384
"Raphael  movements Italian Renaissance, High Renaissance. Raphael  occupations architectural draftsperson, architect. ","Raphael Italian Renaissance, High Renaissance Architectural Draftsperson, Architect","Just to confirm, are you referring to the Italian Renaissance and High Renaissance movements associated with Raphael, who was also known for being an architectural draftsperson and architect?",confirm,painters,1,2,confirm,1,0.01443078591,69.29629517,3.901663113,0.8708384
"Henri Rousseau  occupations painter, printmaker. Henri Rousseau  genres landscape art, still life. ","Henri Rousseau Painter, Printmaker Landscape Art, Still Life","Just to clarify, are you referring to Henri Rousseau's landscape art or still life paintings as a painter and printmaker?",confirm,painters,1,2,confirm,1,0.01209103106,82.70593262,2.054026831,0.89247006
"Wassily Kandinsky  genres art of painting, graphics. ","Wassily Kandinsky Art Of Painting, Graphics","Just to confirm, are you referring to Wassily Kandinsky's art of painting and graphics?",confirm,painters,1,1,confirm,1,0.01725979887,57.93810272,2.908317711,0.8911655
Han van Meegeren  nationality Dutch. Han van Meegeren  genres landscape art.,Han Van Meegeren Dutch Landscape Art,"Just to confirm, are you talking about the Dutch landscape art by Han van Meegeren?",confirm,painters,1,2,confirm,1,0.006360324988,157.2246704,3.009804384,0.88501066
"Giorgio de Chirico  movements metaphysical painting. Giorgio de Chirico  notable works Mystery and Melancholy of a Street, The Uncertainty of the Poet. ","Giorgio De Chirico Metaphysical Painting Mystery And Melancholy Of A Street, The Uncertainty Of The Poet","Just to clarify, are you specifically referring to Giorgio de Chirico's metaphysical paintings, such as Mystery and Melancholy of a Street and The Uncertainty of the Poet?",confirm,painters,1,2,confirm,1,0.02050850362,48.76026154,3.511476271,0.89660156
"Henri Matisse  nationality French. Henri Matisse  movements neo-impressionism, fauvism. ","Henri Matisse French Neo-Impressionism, Fauvism","Just to confirm, are you referring to the French artist Henri Matisse known for his works in neo-impressionism and fauvism?",confirm,painters,1,2,confirm,1,0.02613342037,38.26517868,4.108053662,0.86770767
"Ivan Aivazovsky  genres portrait, mythological painting. ","Ivan Aivazovsky Portrait, Mythological Painting",Were you referring to a specific portrait or mythological painting by Ivan Aivazovsky?,confirm,painters,1,1,confirm,1,0.007365763026,135.7632599,5.679677445,0.90778285
"Wassily Kandinsky  life period century XIX - XX. Wassily Kandinsky  occupations designer, graphic artist. ","Wassily Kandinsky Xix - Xx Designer, Graphic Artist","Just to clarify, are you referring to the artist Wassily Kandinsky from the XIX-XX century who worked as a designer and graphic artist?",confirm,painters,1,2,confirm,1,0.0213766956,46.77991486,3.333744983,0.82965386
"Tamara de Lempicka  occupations painter, artist. ","Tamara De Lempicka Painter, Artist","Just to clarify, are you referring to the painter and artist Tamara de Lempicka?",confirm,painters,1,1,confirm,1,0.008679847003,115.209404,3.218582627,0.89547455
"Henri Rousseau  notable works Carnival Evening, The Wedding Party. Henri Rousseau  movements naïve art, primitivism. ","Henri Rousseau Carnival Evening, The Wedding Party Naïve Art, Primitivism","Just to clarify, when you mentioned Henri Rousseau, were you referring to his naïve art and primitivism painting Carnival Evening or The Wedding Party?",confirm,painters,1,2,confirm,1,0.006002157208,166.6067657,8.08529808,0.861613
Mark Rothko  genres Abstract art.,Mark Rothko Abstract Art,"Just to confirm, are you referring to a specific painting by Mark Rothko in the Abstract art genre?",confirm,painters,1,1,confirm,1,0.01275674293,78.38991547,4.2377132,0.77533585
"John Everett Millais  movements Pre-Raphaelite Brotherhood, Symbolism. ","John Everett Millais Pre-Raphaelite Brotherhood, Symbolism","To clarify, are you referring to a painting by John Everett Millais that belongs to the Pre-Raphaelite Brotherhood and Symbolism movements?",confirm,painters,1,1,confirm,1,0.01710907512,58.44851303,8.383924775,0.8687437
"Banksy  notable works Love is in the Bin. Banksy  occupations graffiti artist, muralist. ","Banksy Love Is In The Bin Graffiti Artist, Muralist","Just to confirm, are you referring to Banksy's Love is in the Bin, the notable work by the graffiti artist and muralist Banksy?",confirm,painters,1,2,confirm,1,0.01331202548,75.12004852,2.04294604,0.8615239
"Paul Gauguin  movements Symbolism, post-impressionism. Paul Gauguin  notable works When Will You Marry?, The Night Café in Arles. ","Paul Gauguin Symbolism, Post-Impressionism When Will You Marry?, The Night Café In Arles","Just to clarify, are you referring to a painting by Paul Gauguin, possibly The Night Café in Arles or When Will You Marry, known for its Symbolism and post-impressionism movements?",confirm,painters,1,2,confirm,1,0.01318538007,75.84157562,12.26659433,0.87131286
"Giorgio de Chirico  occupations scenographer, printmaker. ","Giorgio De Chirico Scenographer, Printmaker","To clarify, when you mentioned Giorgio de Chirico, were you referring to his work as a scenographer and printmaker?",confirm,painters,1,1,confirm,1,0.02828252881,35.35751724,2.273154357,0.83164555
"Kazimir Malevich  occupations scenographer, painter. Kazimir Malevich  notable works An Englishman in Moscow, The Knife Grinder. ","Kazimir Malevich Scenographer, Painter An Englishman In Moscow, The Knife Grinder","Just to clarify, are you referring to the painter Kazimir Malevich and one of his notable works, such as An Englishman in Moscow or The Knife Grinder?",confirm,painters,1,2,confirm,1,0.01599549834,62.51758957,7.425868202,0.8111248
Mary Cassatt  notable works Portrait of an Elderly Lady in a Bonnet: Red Background. Mary Cassatt  nationality American.,Mary Cassatt Portrait Of An Elderly Lady In A Bonnet: Red Background American,Are you referring to Mary Cassatt's Portrait of an Elderly Lady in a Bonnet: Red Background?,confirm,painters,1,2,confirm,1,0.009304952584,107.4696503,17.18152967,0.91349113
"Salvador Dalí  notable works The Persistence of Memory, Soft Construction with Boiled Beans. Salvador Dalí  movements surrealism. ","Salvador Dalí The Persistence Of Memory, Soft Construction With Boiled Beans Surrealism","Just to confirm, when you mentioned Salvador Dalí, were you referring to The Persistence of Memory or Soft Construction with Boiled Beans, both of which are surrealism works by him?",confirm,painters,1,2,confirm,1,0.009364951381,106.7811203,4.603799154,0.8241914
"L. S. Lowry  notable works Going to the Match. L. S. Lowry  occupations printmaker, painter. ","L. S. Lowry Going To The Match Printmaker, Painter","Just to clarify, when you mentioned L. S. Lowry, were you talking about his notable work ""Going to the Match"" as a printmaker and painter?",confirm,painters,1,6,confirm,1,0.01335973098,74.85180664,12.21286555,0.69348544
Wassily Kandinsky  life period century XIX - XX.,Wassily Kandinsky Xix - Xx,"Just to confirm, when you mentioned Wassily Kandinsky, are you referring to the artist who lived during the XIX - XX century?",confirm,painters,1,1,confirm,1,0.02486459323,40.21783066,3.333744983,0.731486
"Han van Meegeren  notable works Woman reading music, Cisterspelende vrouw. ","Han Van Meegeren Woman Reading Music, Cisterspelende Vrouw","Just to clarify, are you talking about one of Han van Meegeren's notable works, Woman reading music or Cisterspelende vrouw?",confirm,painters,1,1,confirm,1,0.003179487647,314.5160828,2.328734904,0.87982416
"James McNeill Whistler  occupations printmaker, etcher. James McNeill Whistler  life period century XIX - XX. ","James Mcneill Whistler Printmaker, Etcher Xix - Xx","Just to confirm, are you referring to the printmaker and etcher James McNeill Whistler from the nineteenth to twentieth century?",confirm,painters,1,2,confirm,1,0.008805149325,113.5699081,2.273154357,0.7192467
John Everett Millais  nationality British.,John Everett Millais British,"Just to clarify, are you referring to the British artist John Everett Millais?",confirm,painters,1,1,confirm,1,0.01106450439,90.37910461,10.51184684,0.84195054
"Giuseppe Arcimboldo  occupations architectural draftsperson, tapestry designer. Giuseppe Arcimboldo  nationality Italian. ","Giuseppe Arcimboldo Architectural Draftsperson, Tapestry Designer Italian","Just to confirm, are you referring to Giuseppe Arcimboldo the Italian architectural draftsperson and tapestry designer?",confirm,painters,1,2,confirm,1,0.008200569595,121.942749,5.108099333,0.9371186
"John Everett Millais  life period century XIX. John Everett Millais  genres figure, mythological painting. ","John Everett Millais Xix Figure, Mythological Painting","So, are you referring to a figure or mythological painting from the 19th century by John Everett Millais?",confirm,painters,1,2,confirm,1,0.01571902436,63.61717987,7.658412276,0.817274
"Albert Bierstadt  life period century XIX - XX. Albert Bierstadt  occupations architectural draftsperson, photographer. ","Albert Bierstadt Xix - Xx Architectural Draftsperson, Photographer","So, were you referring to the architectural draftsperson and photographer Albert Bierstadt from the 19th to 20th centuries?",confirm,painters,1,2,confirm,1,0.01185789274,84.33201599,4.2377132,0.74830747
John William Waterhouse  nationality British.,John William Waterhouse British,"Just to confirm, are you referring to the British artist John William Waterhouse?",confirm,painters,1,1,confirm,1,0.00988089061,101.205452,10.51184684,0.82310194
"Jasper Johns  genres Abstract art, still life. ","Jasper Johns Abstract Art, Still Life","Just to confirm, are you referring to one of Jasper Johns' abstract art or still life paintings?",confirm,painters,1,1,confirm,1,0.0103706647,96.42583466,2.407485904,0.8231276
"Paul Gauguin  movements post-impressionism, Cloisonnism. ","Paul Gauguin Post-Impressionism, Cloisonnism","Just to confirm, are you referring to a painting by Paul Gauguin in the post-impressionism and Cloisonnism movements?",confirm,painters,1,1,confirm,1,0.01239892153,80.6521759,4.553719184,0.86513305
"Hieronymus Bosch  nationality Netherlandish. Hieronymus Bosch  occupations visual artist, drawer. ","Hieronymus Bosch Netherlandish Visual Artist, Drawer","When you mentioned Hieronymus Bosch, were you referring to the Netherlandish visual artist and drawer?",confirm,painters,1,2,confirm,1,0.01289101256,77.57342529,5.439330544,0.86993223
"Paul Gauguin  notable works Ia Orana Maria, When Will You Marry?. Paul Gauguin  occupations illustrator, ceramicist. ","Paul Gauguin Ia Orana Maria, When Will You Marry? Illustrator, Ceramicist","Just to confirm, when you mentioned Paul Gauguin, were you referring to the illustrator and ceramicist known for works like Ia Orana Maria and When Will You Marry?",confirm,painters,1,2,confirm,1,0.008277819779,120.8047562,17.27160009,0.83925056
"Gustav Klimt  nationality Austrian. Gustav Klimt  genres landscape art, portrait. ","Gustav Klimt Austrian Landscape Art, Portrait","Just to clarify, are you talking about the Austrian artist Gustav Klimt known for his landscape and portrait paintings?",confirm,painters,1,2,confirm,1,0.01983123209,50.42551041,4.319402268,0.8461797
"Jackson Pollock  occupations painter, drawer. Jackson Pollock  nationality American. ","Jackson Pollock Painter, Drawer American","Just to confirm, were you referring to the American painter and drawer, Jackson Pollock?",confirm,painters,1,2,confirm,1,0.008067728244,123.9506302,5.439330544,0.87887853
"Henri Rousseau  movements post-impressionism, primitivism. Henri Rousseau  life period century XIX - XX. ","Henri Rousseau Post-Impressionism, Primitivism Xix - Xx","Just to clarify, are you referring to the paintings by Henri Rousseau from the XIX - XX century that fall under post-impressionism and primitivism movements?",confirm,painters,1,2,confirm,1,0.01772073244,56.43107605,3.300809119,0.8497444
"Jasper Johns  movements Neo-Dada. Jasper Johns  occupations painter, photographer. ","Jasper Johns Neo-Dada Painter, Photographer","Just to clarify, are you referring to the Neo-Dada movement artist, Jasper Johns, known for his work as a painter and photographer?",confirm,painters,1,2,confirm,1,0.02171863046,46.04341888,3.435812002,0.82300025
"Johannes Vermeer  genres genre painting, portrait. Johannes Vermeer  notable works The Procuress, The Geographer. ","Johannes Vermeer Genre Painting, Portrait The Procuress, The Geographer","To confirm, are you referring to one of Johannes Vermeer's notable works, such as The Procuress or The Geographer, which fall under the genres of genre painting and portrait?",confirm,painters,1,2,confirm,1,0.01813821602,55.13221359,3.653615117,0.8629526
"Wassily Kandinsky  occupations art theorist, illustrator. ","Wassily Kandinsky Art Theorist, Illustrator","I'm a bit confused, were you referring to a specific painting by Wassily Kandinsky or his occupations as an art theorist and illustrator?",confirm,painters,1,1,confirm,1,0.02804201296,35.66077805,3.333744983,0.8377164
"Banksy  occupations muralist, painter. ","Banksy Muralist, Painter","Just to clarify, are you referring to Banksy the painter and muralist?",confirm,painters,1,1,confirm,1,0.01642365491,60.88778687,3.377156414,0.8174118
"Giorgio de Chirico  genres metaphysical painting, cityscape. ","Giorgio De Chirico Metaphysical Painting, Cityscape",Were you referring to a metaphysical cityscape painting by Giorgio de Chirico?,confirm,painters,1,1,confirm,1,0.01437819348,69.54976654,3.673526563,0.9417286
"Tamara de Lempicka  genres portrait, still life. ","Tamara De Lempicka Portrait, Still Life","Just to confirm, when you mentioned Tamara de Lempicka, are you referring to a portrait or still life painting?",confirm,painters,1,1,confirm,1,0.007901538459,126.5576324,2.273154357,0.80328035
"Giorgio de Chirico  occupations painter, illustrator. Giorgio de Chirico  movements metaphysical painting. ","Giorgio De Chirico Painter, Illustrator Metaphysical Painting","Just to clarify, are you talking about the metaphysical paintings by painter and illustrator Giorgio de Chirico?",confirm,painters,1,2,confirm,1,0.02298721964,43.50243378,2.664321121,0.9187702
"John Constable  genres landscape art, marine art. ","John Constable Landscape Art, Marine Art","Just to confirm, when you mentioned John Constable, are you referring to his landscape and marine art paintings?",confirm,painters,1,1,confirm,1,0.007130179079,140.2489319,4.019656739,0.73381835
Albert Bierstadt  movements Hudson River school. Albert Bierstadt  nationality American.,Albert Bierstadt Hudson River School American,"Are you referring to the American artist Albert Bierstadt, known for being part of the Hudson River school movement?",confirm,painters,1,2,confirm,1,0.01524511732,65.59477234,5.431360808,0.84259444
Francisco Goya  life period century XVIII - XIX. Francisco Goya  nationality Spanish.,Francisco Goya Xviii - Xix Spanish,"Just to clarify, are you referring to the Spanish artist Francisco Goya from the 18th to 19th centuries?",confirm,painters,1,2,confirm,1,0.03242347424,30.84185219,4.2377132,0.6029965
"Henri Matisse  genres still life, landscape art. ","Henri Matisse Still Life, Landscape Art","Just to confirm, when you mentioned Henri Matisse, were you referring to his still life and landscape art?",confirm,painters,1,1,confirm,1,0.009941571876,100.5877151,4.019656739,0.8099662
"Otto Dix  occupations graphic artist, drawer. Otto Dix  genres still life, mythological painting. ","Otto Dix Graphic Artist, Drawer Still Life, Mythological Painting","Just to confirm, are you referring to Otto Dix's still life and mythological paintings as a graphic artist and drawer?",confirm,painters,1,2,confirm,1,0.005251057367,190.4378357,2.054026831,0.8779271
Leonardo da Vinci  nationality Italian. Leonardo da Vinci  life period century XV - XVI.,Leonardo Da Vinci Italian Xv - Xvi,"Just to clarify, when you mentioned Leonardo da Vinci, did you mean the Italian artist from the XV - XVI century?",confirm,painters,1,2,confirm,1,0.03038097443,32.91533661,2.224972979,0.8338752
"Francisco Goya  notable works The Clothed Maja, The Dog. Francisco Goya  genres genre painting, mythological painting. ","Francisco Goya The Clothed Maja, The Dog Genre Painting, Mythological Painting","Just to clarify, are you referring to one of Francisco Goya's notable works, The Clothed Maja or The Dog, which fall under the genres of genre painting and mythological painting?",confirm,painters,1,2,confirm,1,0.01729783945,57.81068802,6.157492101,0.859198
John William Waterhouse  life period century XIX - XX.,John William Waterhouse Xix - Xx,"Just to clarify, when you mention John William Waterhouse, are you referring to the paintings created during the XIX - XX century?",confirm,painters,1,1,confirm,1,0.0164542349,60.77462769,6.024757292,0.7325682
"Lee Krasner  occupations printmaker, illustrator. ","Lee Krasner Printmaker, Illustrator","Just to confirm, are you referring to Lee Krasner the printmaker and illustrator?",confirm,painters,1,1,confirm,1,0.007314446534,136.715744,5.816635421,0.8813367
Salvador Dalí  movements surrealism. Salvador Dalí  life period century XX.,Salvador Dalí Surrealism Xx,"Just to confirm, are you referring to the surrealist works of Salvador Dalí from the 20th century?",confirm,painters,1,2,confirm,1,0.03381012963,29.57693481,4.048892532,0.6912001
"Norman Rockwell  occupations illustrator, painter. ","Norman Rockwell Illustrator, Painter","Just to confirm, are you referring to the illustrator and painter Norman Rockwell?",confirm,painters,1,1,confirm,1,0.01405982484,71.12464142,5.816635421,0.8858116
"L. S. Lowry  movements naïve art. L. S. Lowry  occupations graphic artist, painter. ","L. S. Lowry Naïve Art Graphic Artist, Painter","When you mentioned L. S. Lowry, were you referring to the naïve art paintings by the graphic artist and painter L. S. Lowry?",confirm,painters,1,6,confirm,1,0.01640836642,60.94451904,12.60716212,0.8927437
"Wassily Kandinsky  occupations architectural draftsperson, drawer. Wassily Kandinsky  movements Symbolism, Bauhaus. ","Wassily Kandinsky Architectural Draftsperson, Drawer Symbolism, Bauhaus","Just to clarify, are you referring to Wassily Kandinsky the architectural draftsperson and drawer associated with the Symbolism and Bauhaus movements?",confirm,painters,1,2,confirm,1,0.006976698385,143.3342743,4.14114133,0.8803637
"Norman Rockwell  movements Realism, American realism. ","Norman Rockwell Realism, American Realism","Just to clarify, are you referring to a painting by Norman Rockwell in the Realism and American realism movements?",confirm,painters,1,1,confirm,1,0.01186219717,84.30141449,4.567211833,0.87343955
"Robert Rauschenberg  occupations photographer, choreographer. Robert Rauschenberg  nationality American. ","Robert Rauschenberg Photographer, Choreographer American","Just to clarify, are you talking about the American photographer and choreographer Robert Rauschenberg?",confirm,painters,1,2,confirm,1,0.02598135761,38.48913574,5.816635421,0.91725713
