mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
The Virgin Queen review score average. The Virgin Queen creator Coky Giedroyc. The Virgin Queen domain tv.,The Virgin Queen Average 'Coky Giedroyc',"Have you heard of The Virgin Queen, the TV show created by Coky Giedroyc? It has an average review score.",recommend,TV shows,1,3,recommend,1,0.01332853363,75.02700806,6.129574979,0.75503725
"Galactica 1980 review score average. Galactica 1980 genre science fiction television series. Galactica 1980 cast member Paul Koslo, Allan Miller. Galactica 1980 domain tv.","Galactica 1980 Average 'Science Fiction Television Series' 'Paul Koslo', 'Allan Miller'",Galactica 1980 is an average science fiction television series with good casting like Paul Koslo and Allan Miller.,give_opinion,TV shows,1,4,give_opinion,1,0.004989827106,200.4077454,4.048892532,0.8063523
"Downton Abbey review score average. Downton Abbey creator Andy Goddard, Lu Yue. Downton Abbey domain tv.","Downton Abbey Average 'Andy Goddard', 'Lu Yue'","Have you watched Downton Abbey, created by Andy Goddard and Lu Yue? It has an average review score.",recommend,TV shows,1,3,recommend,1,0.007574987884,132.0134125,4.019656739,0.7907248
"Houdini genre film based on books. Houdini character Wilhelm II, Arthur Conan Doyle. Houdini creator Uli Edel. Houdini domain tv.","Houdini 'Film Based On Books' 'Wilhelm Ii', 'Arthur Conan Doyle' 'Uli Edel'","Houdini is a film based on books featuring Wilhelm II and Arthur Conan Doyle, created by Uli Edel.",inform,TV shows,1,4,inform,1,0.01222252508,81.81615448,2.519759344,0.7643736
"tv show specifier realistic. tv show cast member Aneurin Barnard, Andreas Pietschmann. tv show domain tv.","Realistic 'Aneurin Barnard', 'Andreas Pietschmann'",Is there a realistic TV show starring Aneurin Barnard and Andreas Pietschmann?,request,TV shows,1,3,request,1,0.01109094777,90.16362,0.0,0.77049804
Peaky Blinders review score good. Peaky Blinders genre drama television series. Peaky Blinders awards received Royal Television Society Awards. Peaky Blinders domain tv.,Peaky Blinders Good 'Drama Television Series' 'Royal Television Society Awards',Peaky Blinders is a great drama television series that deservedly won the Royal Television Society Awards for its good review score.,give_opinion,TV shows,1,4,give_opinion,1,0.01224234447,81.68370056,4.885326644,0.80298644
tv show specifier dramatic. tv show genre romance television series. tv show domain tv.,Dramatic 'Romance Television Series',Can you think of a dramatic romance television series?,request,TV shows,1,3,request,1,0.005526560098,180.9443817,0.0,0.80775195
"Dae Jang Geum genre historical fiction. Dae Jang Geum review score poor. Dae Jang Geum awards received None. Dae Jang Geum creator Lee Byung-hoon. Dae Jang Geum cast member Yang Mi-kyung, Im Ho. Dae Jang Geum character Jungjong of Joseon, Jang-geum. Dae Jang Geum screenwriter Kim Young-hyun. Dae Jang Geum domain tv.","Dae Jang Geum 'Historical Fiction' Poor 'None' 'Lee Byung-Hoon' 'Yang Mi-Kyung', 'Im Ho' 'Jungjong Of Joseon', 'Jang-Geum' 'Kim Young-Hyun'","Dae Jang Geum is a poorly-rated historical fiction created by Lee Byung-hoon and written by Kim Young-hyun, starring Yang Mi-kyung, Im Ho, Jungjong of Joseon, and Jang-geum.",inform,TV shows,1,8,inform,1,0.02213457131,45.17819595,4.906081629,0.7409488
"My Country: The New Age review score average. My Country: The New Age genre romance television series. My Country: The New Age cast member Kim Yeong-cheol, Yang Se-jong. My Country: The New Age domain tv.","My Country: The New Age Average 'Romance Television Series' 'Kim Yeong-Cheol', 'Yang Se-Jong'","My Country: The New Age is an average romance television series with a great cast, like Kim Yeong-cheol and Yang Se-jong.",give_opinion,TV shows,1,4,give_opinion,1,0.01239588331,80.67194366,20.14499015,0.8404869
"Gunpowder genre historical drama. Gunpowder creator J Blakeson. Gunpowder cast member Philip Hill-Pearson, Pedro Casablanc. Gunpowder domain tv.","Gunpowder 'Historical Drama' 'J Blakeson' 'Philip Hill-Pearson', 'Pedro Casablanc'","Gunpowder is a historical drama created by J Blakeson, starring Philip Hill-Pearson and Pedro Casablanc.",inform,TV shows,1,4,inform,1,0.004159254198,240.4277191,2.719665272,0.78818965
"tv show specifier dramatic. tv show creator J. A. Bayona, Charlotte Brandstrom’. tv show domain tv.","Dramatic 'J. A. Bayona', 'Charlotte Brandstrom’",Have you seen anything dramatic from J. A. Bayona and Charlotte Brandstrom on TV?,request,TV shows,1,5,request,1,0.005592403902,178.8139801,8.513012361,0.76078856
Dae Jang Geum review score poor. Dae Jang Geum domain tv.,Dae Jang Geum Poor,Have you watched Dae Jang Geum? It has a poor review score.,recommend,TV shows,1,2,recommend,1,0.007622969173,131.1824799,10.57107086,0.7794179
tv show specifier engaging. tv show genre post-apocalyptic television series. tv show domain tv.,Engaging 'Post-Apocalyptic Television Series',What post-apocalyptic television series was the most engaging for you?,request,TV shows,1,3,request,1,0.02038001691,49.06767273,0.0,0.8499308
Atlanta review score average. Atlanta domain tv.,Atlanta Average,I think Atlanta is an average show.,give_opinion,TV shows,1,2,give_opinion,1,0.004453876189,224.5235291,5.522397784,0.8504689
"Dae Jang Geum genre historical fiction. Dae Jang Geum creator Lee Byung-hoon. Dae Jang Geum cast member Lee Young-ae, Ji Jin-hee. Dae Jang Geum screenwriter Kim Young-hyun. Dae Jang Geum awards received None. Dae Jang Geum domain tv.","Dae Jang Geum 'Historical Fiction' 'Lee Byung-Hoon' 'Lee Young-Ae', 'Ji Jin-Hee' 'Kim Young-Hyun' 'None'","Dae Jang Geum is a historical fiction created by Lee Byung-hoon, starring Lee Young-ae and Ji Jin-hee, with Kim Young-hyun as its screenwriter. It hasn't won any awards.",inform,TV shows,1,6,inform,1,0.03524604359,28.37197876,4.639885534,0.710325
Stranger Things genre coming-of-age television program. Stranger Things screenwriter Ross Duffer. Stranger Things domain tv.,Stranger Things 'Coming-Of-Age Television Program' 'Ross Duffer',Stranger Things is a coming-of-age television program written by Ross Duffer.,inform,TV shows,1,3,inform,1,0.0284219838,35.18403244,6.772997137,0.81007284
"Perry Mason review score average. Perry Mason creator Deniz Gamze Ergüven, Tim Van Patten. Perry Mason genre television adaptation. Perry Mason domain tv.","Perry Mason Average 'Deniz Gamze Ergüven', 'Tim Van Patten' 'Television Adaptation'","I think Perry Mason is an average show, but Deniz Gamze Ergüven and Tim Van Patten did a good job with the television adaptation.",give_opinion,TV shows,1,4,give_opinion,1,0.006533498386,153.0573578,3.632928878,0.79365855
Self Made: Inspired by the Life of Madam C. J. Walker review score average. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,Self Made: Inspired By The Life Of Madam C. J. Walker Average,Have you seen Self Made: Inspired by the Life of Madam C. J. Walker? It has an average review score.,recommend,TV shows,1,6,recommend,1,0.01277335433,78.2879715,28.88005638,0.84489137
"Belgravia review score average. Belgravia cast member Saskia Reeves, Diana Hardcastle. Belgravia genre television series based on a novel. Belgravia domain tv.","Belgravia Average 'Saskia Reeves', 'Diana Hardcastle' 'Television Series Based On A Novel'",Belgravia is an average television series based on a novel with strong performances from Saskia Reeves and Diana Hardcastle.,give_opinion,TV shows,1,4,give_opinion,1,0.006797616063,147.1103973,1.914603069,0.84471434
Knightfall review score average. Knightfall genre action television series. Knightfall domain tv.,Knightfall Average 'Action Television Series',Knightfall is an average action television series.,give_opinion,TV shows,1,3,give_opinion,1,0.005380416797,185.8592072,5.522397784,0.90554625
Star Trek: Picard review score average. Star Trek: Picard domain tv.,Star Trek: Picard Average,Have you seen Star Trek: Picard? It has an average review score.,recommend,TV shows,1,2,recommend,1,0.01308323152,76.43371582,16.4519294,0.7866673
tv show specifier dramatic. tv show awards received British Academy Television Award for Best Drama Series. tv show domain tv.,Dramatic 'British Academy Television Award For Best Drama Series',What drama series has won the British Academy Television Award for Best Drama Series?,request,TV shows,1,3,request,1,0.0208769042,47.89982224,12.30068629,0.88433033
Ekaterina review score average. Ekaterina genre drama film. Ekaterina domain tv.,Ekaterina Average 'Drama Film',"Have you heard of Ekaterina, the drama film? It has an average review score.",recommend,TV shows,1,3,recommend,1,0.009935653093,100.6476364,2.286956778,0.7228235
"The Last Kingdom genre television series based on a novel. The Last Kingdom creator Erik Leijonborg, Jamie Donoughue. The Last Kingdom awards received None. The Last Kingdom review score average. The Last Kingdom domain tv.","The Last Kingdom 'Television Series Based On A Novel' 'Erik Leijonborg', 'Jamie Donoughue' 'None' Average",The Last Kingdom is an average-rated television series based on a novel created by Erik Leijonborg and Jamie Donoughue.,inform,TV shows,1,5,inform,1,0.01244365102,80.36226654,7.126955677,0.76887023
Houdini review score average. Houdini creator Uli Edel. Houdini domain tv.,Houdini Average 'Uli Edel',"I think Houdini, created by Uli Edel, is an average show.",give_opinion,TV shows,1,3,give_opinion,1,0.007795214797,128.2838287,2.839838723,0.84460515
"Wolf Hall genre drama television series. Wolf Hall review score average. Wolf Hall cast member Jessica Raine, Janet Henfrey. Wolf Hall character Hans Holbein the Younger, Mary Shelton. Wolf Hall awards received Golden Globe Award for Best Miniseries or Television Film. Wolf Hall domain tv.","Wolf Hall 'Drama Television Series' Average 'Jessica Raine', 'Janet Henfrey' 'Hans Holbein The Younger', 'Mary Shelton' 'Golden Globe Award For Best Miniseries Or Television Film'","Wolf Hall is an average-rated drama television series starring Jessica Raine, Janet Henfrey, Hans Holbein the Younger, and Mary Shelton. It has won the Golden Globe Award for Best Miniseries or Television Film.",inform,TV shows,1,6,inform,1,0.01537887697,65.02425385,3.814335154,0.8346439
Breaking Bad review score excellent. Breaking Bad awards received Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series. Breaking Bad screenwriter Vince Gilligan. Breaking Bad domain tv.,Breaking Bad Excellent 'Primetime Emmy Award For Outstanding Single-Camera Picture Editing For A Drama Series' 'Vince Gilligan',"Breaking Bad is an excellent show that won a Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series, and has great writing from Vince Gilligan.",give_opinion,TV shows,1,4,give_opinion,1,0.06147048071,16.26797104,10.81559373,0.89321
"Houdini genre historical drama. Houdini cast member David Calder’, Simon Nader. Houdini review score average. Houdini awards received None. Houdini character William Melville, Arthur Conan Doyle. Houdini creator Uli Edel. Houdini domain tv.","Houdini 'Historical Drama' 'David Calder’, 'Simon Nader' Average 'None' 'William Melville', 'Arthur Conan Doyle' 'Uli Edel'","Houdini is an average-rated historical drama featuring David Calder’, Simon Nader, William Melville, and Arthur Conan Doyle, created by Uli Edel.",inform,TV shows,1,7,inform,1,0.006380887249,156.7180176,3.632928878,0.76200795
"Atlanta genre comedy television series. Atlanta screenwriter Donald Glover. Atlanta creator Donald Glover, Hiro Murai. Atlanta character Darius, Alfred ""Paper Boi"" Miles. Atlanta review score average. Atlanta cast member Zazie Beetz, Donald Glover. Atlanta domain tv.","Atlanta 'Comedy Television Series' 'Donald Glover' 'Donald Glover', 'Hiro Murai' 'Darius', 'Alfred ""Paper Boi"" Miles' Average 'Zazie Beetz', 'Donald Glover'","Atlanta is an average-rated comedy television series created by Donald Glover and Hiro Murai, starring Donald Glover, Zazie Beetz, Darius, and Alfred ""Paper Boi"" Miles.",inform,TV shows,1,7,inform,1,0.01183012393,84.52996826,8.635800047,0.7889047
Star Trek: Picard review score average. Star Trek: Picard domain tv.,Star Trek: Picard Average,I would say that Star Trek: Picard is an average show.,give_opinion,TV shows,1,2,give_opinion,1,0.0157200669,63.61296082,19.33853138,0.8562325
"Peacemaker genre action television series. Peacemaker screenwriter James Gunn. Peacemaker cast member Steve Agee, Chuk Iwuji. Peacemaker creator James Gunn. Peacemaker domain tv.","Peacemaker 'Action Television Series' 'James Gunn' 'Steve Agee', 'Chuk Iwuji' 'James Gunn'","Peacemaker is an action television series written by James Gunn, starring Steve Agee and Chuk Iwuji and created by James Gunn.",inform,TV shows,1,5,inform,1,0.01300773893,76.87731171,1.958224833,0.80784357
"Black Earth Rising genre drama. Black Earth Rising cast member John Goodman, Michaela Coel. Black Earth Rising creator Hugo Blick. Black Earth Rising review score average. Black Earth Rising character Brigadier General Lesage. Black Earth Rising domain tv.","Black Earth Rising 'Drama' 'John Goodman', 'Michaela Coel' 'Hugo Blick' Average 'Brigadier General Lesage'","Black Earth Rising is an average-rated drama starring John Goodman, Michaela Coel, and Brigadier General Lesage, created by Hugo Blick.",inform,TV shows,1,6,inform,1,0.007951831818,125.7571869,6.654221264,0.7282556
"tv show specifier dramatic. tv show cast member Todd Terry, Bob Odenkirk. tv show domain tv.","Dramatic 'Todd Terry', 'Bob Odenkirk'",Is there a Todd Terry or Bob Odenkirk show that is particularly dramatic?,request,TV shows,1,3,request,1,0.008667340805,115.3756409,0.0,0.78913623
The Expanse genre television series based on a novel. The Expanse domain tv.,The Expanse 'Television Series Based On A Novel',The Expanse is a television series based on a novel.,inform,TV shows,1,2,inform,1,0.03214426465,31.10974884,7.495553473,0.8833903
"Twin Peaks review score excellent. Twin Peaks cast member David Duchovny, Matthew Lillard. Twin Peaks genre crime television series. Twin Peaks domain tv.","Twin Peaks Excellent 'David Duchovny', 'Matthew Lillard' 'Crime Television Series'","Twin Peaks is an excellent crime television series, with great performances from David Duchovny and Matthew Lillard.",give_opinion,TV shows,1,4,give_opinion,1,0.02717755347,36.79507065,4.48083616,0.81189877
The Virgin Queen review score average. The Virgin Queen genre docudrama. The Virgin Queen domain tv.,The Virgin Queen Average 'Docudrama',I think The Virgin Queen is an average docudrama.,give_opinion,TV shows,1,3,give_opinion,1,0.006866488006,145.6348572,15.61969968,0.879398
"Vikings genre historical drama. Vikings review score average. Vikings creator Ciaran Donnelly, Jeff Woolnough. Vikings screenwriter Michael Hirst. Vikings awards received None. Vikings character Leo IV, Ealhswith. Vikings cast member Alvaro Lucchesi, Aaron Monaghan. Vikings domain tv.","Vikings 'Historical Drama' Average 'Ciaran Donnelly', 'Jeff Woolnough' 'Michael Hirst' 'None' 'Leo Iv', 'Ealhswith' 'Alvaro Lucchesi', 'Aaron Monaghan'","Vikings is an average-rated historical drama created by Ciaran Donnelly and Jeff Woolnough, written by Michael Hirst, and starring Alvaro Lucchesi, Aaron Monaghan, Leo IV, and Ealhswith.",inform,TV shows,1,8,inform,1,0.0136402387,73.3125,1.588302749,0.6799952
Wolf Hall review score average. Wolf Hall genre drama television series. Wolf Hall domain tv.,Wolf Hall Average 'Drama Television Series',Wolf Hall is an average drama television series.,give_opinion,TV shows,1,3,give_opinion,1,0.002178100676,459.1156006,9.535414041,0.86671865
tv show specifier overrated. tv show genre time-travel television program. tv show domain tv.,Overrated 'Time-Travel Television Program',What time-travel television program do you think is the most overrated?,request,TV shows,1,3,request,1,0.01988163727,50.29766846,0.0,0.8418844
Peaky Blinders genre costume drama. Peaky Blinders review score good. Peaky Blinders domain tv.,Peaky Blinders 'Costume Drama' Good,Peaky Blinders is a good-rated costume drama.,inform,TV shows,1,3,inform,1,0.004878323291,204.9884644,11.04479557,0.79921186
