mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Los Angeles Lakers], head coach[Darvin Ham], sport[basketball], name[Darvin Ham], member of sports team[Detroit Pistons], sport[basketball], member of sports team[Denver Nuggets], name[Chris Kaman], member of sports team[Los Angeles Lakers], name[Chris Duhon], member of sports team[Los Angeles Lakers])",Los Angeles Lakers head coach Darvin Ham. Darvin Ham member of sports team Detroit Pistons. Chris Kaman member of sports team Los Angeles Lakers. Chris Duhon member of sports team Los Angeles Lakers. Los Angeles Lakers sport basketball. Darvin Ham sport basketball. Darvin Ham member of sports team Denver Nuggets.,Los Angeles Lakers Darvin Ham Detroit Pistons Chris Kaman Chris Duhon basketball basketball Denver Nuggets,"
Darvin Ham is the head coach of the Los Angeles Lakers basketball team. He was previously a member of the Detroit Pistons and Denver Nuggets. Chris Kaman and Chris Duhon are members of the Los Angeles Lakers.",inform,teams,1,7
"inform(name[Boston Celtics], head coach[Brad Stevens], name[Brad Stevens], member of sports team[Boston Celtics], name[Bill Walker], member of sports team[Boston Celtics], name[Don Barksdale], member of sports team[Boston Celtics], member of sports team[Boston Celtics])",Boston Celtics head coach Brad Stevens. Brad Stevens member of sports team Boston Celtics. Bill Walker member of sports team Boston Celtics. Don Barksdale member of sports team Boston Celtics. Don Barksdale member of sports team Boston Celtics.,Boston Celtics Brad Stevens Boston Celtics Bill Walker Don Barksdale Boston Celtics,"
Boston Celtics is a sports team coached by Brad Stevens, and its members include Bill Walker and Don Barksdale.",inform,teams,1,5
"inform(name[Tottenham Hotspur F.C.], head coach[Ange Postecoglou], name[Ange Postecoglou], member of sports team[Australia national association football team], member of sports team[Western Suburbs SC], name[Paulinho], member of sports team[Tottenham Hotspur F.C.], name[Gheorghe Popescu], member of sports team[Tottenham Hotspur F.C.], name[Herbert Chapman], member of sports team[Tottenham Hotspur F.C.], name[Lars Hirschfeld], member of sports team[Tottenham Hotspur F.C.])",Tottenham Hotspur F.C. head coach Ange Postecoglou. Ange Postecoglou member of sports team Australia national association football team. Paulinho member of sports team Tottenham Hotspur F.C.. Gheorghe Popescu member of sports team Tottenham Hotspur F.C.. Herbert Chapman member of sports team Tottenham Hotspur F.C.. Lars Hirschfeld member of sports team Tottenham Hotspur F.C.. Ange Postecoglou member of sports team Western Suburbs SC.,Tottenham Hotspur F.C. Ange Postecoglou Australia national association football team Paulinho Gheorghe Popescu Herbert Chapman Lars Hirschfeld Western Suburbs SC,"
Ange Postecoglou is the head coach of Tottenham Hotspur F.C. and a member of the Australia national association football team, as well as the Western Suburbs SC. Other members of Tottenham Hotspur F.C. include Paulinho, Gheorghe Popescu, Herbert Chapman, and Lars Hirschfeld.",inform,teams,1,7
"inform(name[Bobby Davison], member of sports team[Leeds United F.C.], league[Premier League], member of sports team[Derby County F.C], name[Norman Hunter], member of sports team[Leeds United F.C.])",Bobby Davison member of sports team Leeds United F.C.. Bobby Davison league Premier League. Norman Hunter member of sports team Leeds United F.C.. Bobby Davison member of sports team Derby County F.C..,Leeds United F.C. Bobby Davison Premier League Norman Hunter Derby County F.C.," Bobby Davison played for both Leeds United F.C. in the Premier League and Derby County F.C., as well as Norman Hunter for Leeds United F.C.",inform,teams,1,4
"verify_attribute(name[FC Metalist Kharkiv], rating[okay], home venue[Metalist Stadium], name[Metalist Stadium], country[Ukraine])",FC Metalist Kharkiv rating okay. FC Metalist Kharkiv home venue Metalist Stadium. Metalist Stadium country Ukraine.,okay FC Metalist Kharkiv Metalist Stadium Ukraine,You said FC Metalist Kharkiv at the Metalist Stadium in Ukraine was okay. Is that your opinion of other Ukrainian teams?,verify_attribute,teams,1,3
"give_opinion(name[Wrexham A.F.C.], rating[good], name[Carl Griffiths], member of sports team[Wrexham A.F.C.], member of sports team[Luton Town F.C])",Wrexham A.F.C. rating good. Carl Griffiths member of sports team Wrexham A.F.C.. Carl Griffiths member of sports team Luton Town F.C..,good Wrexham A.F.C. Carl Griffiths Luton Town F.C.,"
I believe that Wrexham A.F.C. is a good team, especially with Carl Griffiths who has experience in both the teams of Wrexham A.F.C. and Luton Town F.C.",give_opinion,teams,1,3
"give_opinion(name[Viborg FF], rating[okay], name[Alexander Juel Andersen], member of sports team[Viborg FF])",Viborg FF rating okay. Alexander Juel Andersen member of sports team Viborg FF.,okay Viborg FF Alexander Juel Andersen," Viborg FF is an okay team, with Alexander Juel Andersen as one of its members.",give_opinion,teams,1,2
"inform(name[Pisa S.C.], head coach[Alberto Aquilani], name[Alberto Aquilani], member of sports team[Unión Deportiva Las Palmas], member of sports team[Liverpool F.C], name[Nicola Ciotola], member of sports team[Pisa S.C.])",Pisa S.C. head coach Alberto Aquilani. Alberto Aquilani member of sports team Unión Deportiva Las Palmas. Nicola Ciotola member of sports team Pisa S.C.. Alberto Aquilani member of sports team Liverpool F.C..,Pisa S.C. Alberto Aquilani Unión Deportiva Las Palmas Nicola Ciotola Liverpool F.C.," Pisa S.C. is a sports team coached by Alberto Aquilani, who is also a member of Unión Deportiva Las Palmas and Liverpool F.C. The team also includes Nicola Ciotola.",inform,teams,1,4
"inform(name[Chelsea F.C.], league[Premier League], name[Premier League], sport[association football], name[Gonzalo Higuaín], member of sports team[Chelsea F.C.], name[Emmanuel Petit], member of sports team[Chelsea F.C.], name[Boudewijn Zenden], member of sports team[Chelsea F.C.], name[Willian], member of sports team[Chelsea F.C])",Chelsea F.C. league Premier League. Premier League sport association football. Gonzalo Higuaín member of sports team Chelsea F.C.. Emmanuel Petit member of sports team Chelsea F.C.. Boudewijn Zenden member of sports team Chelsea F.C.. Willian member of sports team Chelsea F.C..,Chelsea F.C. Premier League association football Gonzalo Higuaín Emmanuel Petit Boudewijn Zenden Willian,"
Chelsea F.C. is a Premier League association football team whose members include Gonzalo Higuaín, Emmanuel Petit, Boudewijn Zenden, and Willian.",inform,teams,1,6
"inform(name[Barcelona S.C.], head coach[Fabián Bustos], name[Fabián Bustos], sport[association football], name[Diego Herrera], member of sports team[Barcelona S.C.], name[Cristian Sánchez Prette], member of sports team[Barcelona S.C.], member of sports team[Barcelona S.C], name[Aldo Duscher], member of sports team[Barcelona S.C.], name[Edison Maldonado], member of sports team[Barcelona S.C.])",Barcelona S.C. head coach Fabián Bustos. Fabián Bustos sport association football. Diego Herrera member of sports team Barcelona S.C.. Cristian Sánchez Prette member of sports team Barcelona S.C.. Aldo Duscher member of sports team Barcelona S.C.. Edison Maldonado member of sports team Barcelona S.C.. Cristian Sánchez Prette member of sports team Barcelona S.C..,Barcelona S.C. Fabián Bustos association football Diego Herrera Cristian Sánchez Prette Aldo Duscher Edison Maldonado Cristian Sánchez Prette,"
Barcelona S.C. is an association football team coached by Fabián Bustos, and its members include Diego Herrera, Cristian Sánchez Prette, Aldo Duscher, Edison Maldonado, and Cristian Sánchez Prette.",inform,teams,1,7
"inform(name[Özgür Öçal], member of sports team[Alanyaspor], member of sports team[Galatasaray S.K.], member of sports team[Gaziantep F.K], name[Alanyaspor], sport[association football], name[Özgür Çek], member of sports team[Alanyaspor], name[İsmail Şahmalı], member of sports team[Alanyaspor])",Özgür Öçal member of sports team Alanyaspor. Özgür Öçal member of sports team Galatasaray S.K.. Alanyaspor sport association football. Özgür Çek member of sports team Alanyaspor. İsmail Şahmalı member of sports team Alanyaspor. Özgür Öçal member of sports team Gaziantep F.K..,Alanyaspor Özgür Öçal Galatasaray S.K. association football Özgür Çek İsmail Şahmalı Gaziantep F.K.,"
Özgür Öçal is a member of the association football teams Alanyaspor, Galatasaray S.K. and Gaziantep F.K. Other members of Alanyaspor include Özgür Çek and İsmail Şahmalı.",inform,teams,1,6
"request_explanation(name[Scottish Premiership], rating[excellent], sport[association football])",Scottish Premiership rating excellent. Scottish Premiership sport association football.,excellent Scottish Premiership association football,What makes the association football of the Scottish Premiership so excellent?,request_explanation,teams,1,2
"give_opinion(name[Tottenham Hotspur F.C.], rating[good], name[Paulinho], member of sports team[Tottenham Hotspur F.C])",Tottenham Hotspur F.C. rating good. Paulinho member of sports team Tottenham Hotspur F.C..,good Tottenham Hotspur F.C. Paulinho,Tottenham Hotspur F.C. is a good team with players such as Paulinho.,give_opinion,teams,1,2
"inform(name[ChievoVerona], head coach[Marco Zaffaroni], league[Serie B], league[Serie B], name[Marco Zaffaroni], member of sports team[A.C], name[Serie B], sport[association football], sport[association football])",A.C. ChievoVerona head coach Marco Zaffaroni. Marco Zaffaroni member of sports team A.C. Legnano. A.C. ChievoVerona league Serie B. Serie B sport association football. A.C. ChievoVerona league Serie B. Serie B sport association football.,A.C. ChievoVerona Marco Zaffaroni A.C. Legnano Serie B association football Serie B association football," A.C. ChievoVerona is a Serie B association football team coached by Marco Zaffaroni, who is a member of A.C. Legnano.",inform,teams,1,6
"inform(name[Katsuya Nomura], member of sports team[Hanshin Tigers], member of sports team[Saitama Seibu Lions], member of sports team[Fukuoka SoftBank Hawks], name[Makoto Imaoka], member of sports team[Hanshin Tigers])",Katsuya Nomura member of sports team Hanshin Tigers. Katsuya Nomura member of sports team Saitama Seibu Lions. Makoto Imaoka member of sports team Hanshin Tigers. Katsuya Nomura member of sports team Fukuoka SoftBank Hawks.,Hanshin Tigers Katsuya Nomura Saitama Seibu Lions Makoto Imaoka Fukuoka SoftBank Hawks," Katsuya Nomura and Makoto Imaoka are members of the Hanshin Tigers, while Katsuya Nomura is also a member of the Saitama Seibu Lions and the Fukuoka SoftBank Hawks.",inform,teams,1,4
"inform(name[Arizona State Sun Devils football], sport[American football], name[Louis Cardinals], sport[American football], name[Steve Alexakos], member of sports team[Arizona State Sun Devils football], name[Baltimore Colts], sport[American football])",Arizona State Sun Devils football sport American football. St. Louis Cardinals sport American football. Steve Alexakos member of sports team Arizona State Sun Devils football. Baltimore Colts sport American football.,Arizona State Sun Devils football American football St. Louis Cardinals Steve Alexakos Baltimore Colts,"
Steve Alexakos is a member of the Arizona State Sun Devils football team which plays American football, as do the St. Louis Cardinals and the Baltimore Colts.",inform,teams,1,4
"request_explanation(name[Serie A], rating[excellent], sport[association football])",Serie A rating excellent. Serie A sport association football.,excellent Serie A association football,What do you think makes Serie A association football so excellent?,request_explanation,teams,1,2
"inform(name[Viborg FF], head coach[Jacob Friis], league[Danish Superliga], name[Jacob Friis], sport[association football], name[Mohamed Sissoko], member of sports team[Viborg FF], name[Danish Superliga], sport[association football])",Viborg FF head coach Jacob Friis. Jacob Friis sport association football. Mohamed Sissoko member of sports team Viborg FF. Viborg FF league Danish Superliga. Danish Superliga sport association football.,Viborg FF Jacob Friis association football Mohamed Sissoko Danish Superliga association football," Viborg FF is an association football team in the Danish Superliga league, coached by Jacob Friis and with Mohamed Sissoko as a member.",inform,teams,1,5
"inform(name[N.E.C.], head coach[Rogier Meijer], name[Rogier Meijer], member of sports team[De Graafschap], name[Christoph Hemlein], member of sports team[N.E.C.], name[Dennis Gentenaar], member of sports team[N.E.C.], member of sports team[N.E.C], name[Youssef Rossi], member of sports team[N.E.C.])",N.E.C. head coach Rogier Meijer. Rogier Meijer member of sports team De Graafschap. Christoph Hemlein member of sports team N.E.C.. Dennis Gentenaar member of sports team N.E.C.. Youssef Rossi member of sports team N.E.C.. Dennis Gentenaar member of sports team N.E.C..,N.E.C. Rogier Meijer De Graafschap Christoph Hemlein Dennis Gentenaar Youssef Rossi Dennis Gentenaar,"
N.E.C. is a sports team coached by Rogier Meijer, who is also a member of De Graafschap. Its players include Christoph Hemlein, Dennis Gentenaar, Youssef Rossi, and Dennis Gentenaar.",inform,teams,1,6
"inform(name[FC Halifax Town], league[National League], name[National League], sport[association football], name[Terry Dixon], member of sports team[FC Halifax Town], name[David Carney], member of sports team[FC Halifax Town], member of sports team[FC Halifax Town], name[Harold Walden], member of sports team[FC Halifax Town], member of sports team[FC Halifax Town])",FC Halifax Town league National League. National League sport association football. Terry Dixon member of sports team FC Halifax Town. David Carney member of sports team FC Halifax Town. Harold Walden member of sports team FC Halifax Town. David Carney member of sports team FC Halifax Town. Harold Walden member of sports team FC Halifax Town.,FC Halifax Town National League association football Terry Dixon David Carney Harold Walden David Carney Harold Walden," FC Halifax Town is an association football team playing in the National League with members Terry Dixon, David Carney, and Harold Walden.",inform,teams,1,7
"inform(name[Bird Averitt], member of sports team[Buffalo Braves], league[American Basketball Association], name[Claude Terry], member of sports team[Buffalo Braves], member of sports team[Buffalo Braves], name[Elmore Smith], member of sports team[Buffalo Braves], name[Marvin Barnes], member of sports team[Buffalo Braves], name[Mike Macaluso], member of sports team[Buffalo Braves])",Bird Averitt member of sports team Buffalo Braves. Bird Averitt league American Basketball Association. Claude Terry member of sports team Buffalo Braves. Claude Terry member of sports team Buffalo Braves. Elmore Smith member of sports team Buffalo Braves. Marvin Barnes member of sports team Buffalo Braves. Mike Macaluso member of sports team Buffalo Braves.,Buffalo Braves Bird Averitt American Basketball Association Claude Terry Claude Terry Elmore Smith Marvin Barnes Mike Macaluso," The Buffalo Braves was an American Basketball Association team composed of Bird Averitt, Claude Terry, Elmore Smith, Marvin Barnes, and Mike Macaluso.",inform,teams,1,7
"recommend(name[Roma], home venue[Stadio Olimpico], name[Stadio Olimpico], sport[rugby union], sport[athletics])",A.S. Roma home venue Stadio Olimpico. Stadio Olimpico sport rugby union. Stadio Olimpico sport athletics.,A.S. Roma Stadio Olimpico rugby union athletics," Do you know the home venue of A.S. Roma, Stadio Olimpico? It's used for rugby union and athletics.",recommend,teams,1,3
