mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Christina Ricci cast member of The Smurfs 2. Christina Ricci date of birth 1980. Christina Ricci domain actor.,Christina Ricci 'The Smurfs 2' 1980," Christina Ricci is an actor born in 1980, best known for her role in The Smurfs 2.",inform,movie actors,1,3
Mila Kunis height shorter. Mila Kunis place of birth Chernivtsi. Mila Kunis date of birth 1983. Mila Kunis domain actor.,Mila Kunis Shorter Chernivtsi 1983,Mila Kunis is an actor born in 1983 in Chernivtsi who is shorter than average.,inform,movie actors,1,4
Arnold Schwarzenegger spouse Maria Shriver. Arnold Schwarzenegger date of birth 1947. Arnold Schwarzenegger place of birth Thal. Arnold Schwarzenegger occupation film director. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger Maria Shriver 1947 Thal 'Film Director',Arnold Schwarzenegger is an actor and film director born in 1947 in Thal. He is married to Maria Shriver.,inform,movie actors,1,5
Ian Holm gender male. Ian Holm spouse Penelope Wilton. Ian Holm place of birth Goodmayes. Ian Holm cast member of Alien. Ian Holm date of birth 1931. Ian Holm awards received Laurence Olivier Award. Ian Holm domain actor.,Ian Holm Male Penelope Wilton Goodmayes 'Alien' 1931 'Laurence Olivier Award',Ian Holm is a male actor born in 1931 in Goodmayes. He is married to Penelope Wilton and is best known for his role in Alien. He won a Laurence Olivier Award.,inform,movie actors,1,7
"Ken Watanabe cast member of The Sea and Poison. Ken Watanabe place of birth Uonuma. Ken Watanabe height taller. Ken Watanabe awards received ""Elan dor Award for Newcomer of the Year"". Ken Watanabe occupation stage actor. Ken Watanabe rating highly rated. Ken Watanabe date of birth 1959. Ken Watanabe domain actor.","Ken Watanabe 'The Sea And Poison' Uonuma Taller ""Elan D'Or Award For Newcomer Of The Year"" 'Stage Actor' Highly Rated 1959"," Ken Watanabe is a highly rated stage actor, born in Uonuma in 1959. He is taller than average and is best known for his role in The Sea and Poison. He won the Elan d'or Award for Newcomer of the Year.",inform,movie actors,1,8
Ronald Reagan occupation autobiographer. Ronald Reagan cast member of Tear down this wall!. Ronald Reagan place of birth Tampico. Ronald Reagan domain actor.,Ronald Reagan 'Autobiographer' 'Tear Down This Wall!' Tampico," Ronald Reagan was an autobiographer and cast member of Tear down this wall!, born in Tampico.",inform,movie actors,1,4
Jennifer Connelly occupation actor. Jennifer Connelly spouse Paul Bettany. Jennifer Connelly place of birth Cairo. Jennifer Connelly height taller. Jennifer Connelly gender female. Jennifer Connelly awards received Golden Globe Award for Best Supporting Actress – Motion Picture. Jennifer Connelly date of birth 1970. Jennifer Connelly domain actor.,Jennifer Connelly 'Actor' Paul Bettany Cairo Taller Female 'Golden Globe Award For Best Supporting Actress – Motion Picture' 1970,Jennifer Connelly is a taller female actor born in Cairo in 1970. She is married to Paul Bettany and has won a Golden Globe Award for Best Supporting Actress – Motion Picture.,inform,movie actors,1,8
Candice Bergen place of birth Beverly Hills. Candice Bergen cast member of Murphy Brown. Candice Bergen spouse Louis Malle. Candice Bergen domain actor.,Candice Bergen Beverly Hills 'Murphy Brown' Louis Malle,Candice Bergen is an actor from Beverly Hills. She was a cast member of Murphy Brown and was married to Louis Malle.,inform,movie actors,1,4
Brad Garrett spouse Jill Diven. Brad Garrett domain actor.,Brad Garrett Jill Diven,Brad Garrett is an actor who is married to Jill Diven.,inform,movie actors,1,2
George Hamilton height taller. George Hamilton awards received Golden Globe Award for New Star of the Year – Actor. George Hamilton spouse Alana Stewart. George Hamilton date of birth 1939. George Hamilton cast member of Love at First Bite. George Hamilton place of birth Memphis. George Hamilton domain actor.,George Hamilton Taller 'Golden Globe Award For New Star Of The Year – Actor' Alana Stewart 1939 'Love At First Bite' Memphis," George Hamilton is a taller than average actor born in Memphis in 1939. He won a Golden Globe Award for New Star of the Year – Actor, and was part of the cast of Love at First Bite. He is married to Alana Stewart.",inform,movie actors,1,7
Natalie Portman rating highly rated. Natalie Portman domain actor.,Natalie Portman Highly Rated,Natalie Portman is a highly rated actor.,inform,movie actors,1,2
"Mila Kunis awards received MTV Movie Award for Best Villain. Mila Kunis place of birth Chernivtsi. Mila Kunis occupation voice actor. Mila Kunis cast member of ""That 70s Show"". Mila Kunis gender female. Mila Kunis date of birth 1983. Mila Kunis height shorter. Mila Kunis domain actor.","Mila Kunis 'Mtv Movie Award For Best Villain' Chernivtsi 'Voice Actor' ""That '70S Show"" Female 1983 Shorter"," Mila Kunis is a female voice actor born in Chernivtsi in 1983. She is known for her shorter height and was part of the cast of ""That 70s Show"". She won a MTV Movie Award for Best Villain.",inform,movie actors,1,8
Britney Spears place of birth McComb. Britney Spears spouse Jason Allen Alexander. Britney Spears domain actor.,Britney Spears Mccomb Jason Allen Alexander," Britney Spears is an actor from McComb, and is married to Jason Allen Alexander.",inform,movie actors,1,3
Natalie Portman rating highly rated. Natalie Portman place of birth Jerusalem. Natalie Portman domain actor.,Natalie Portman Highly Rated Jerusalem,Natalie Portman is a highly rated actor born in Jerusalem.,inform,movie actors,1,3
Angelina Jolie date of birth 1975. Angelina Jolie rating top rated. Angelina Jolie domain actor.,Angelina Jolie 1975 Top Rated,Angelina Jolie is a top rated actor born in 1975.,inform,movie actors,1,3
Bruce Lee height shorter. Bruce Lee place of birth San Francisco Chinese Hospital. Bruce Lee gender male. Bruce Lee cast member of Fist of Fury. Bruce Lee occupation writer. Bruce Lee date of birth 1940. Bruce Lee domain actor.,Bruce Lee Shorter San Francisco Chinese Hospital Male 'Fist Of Fury' 'Writer' 1940," Bruce Lee was a male actor, writer and shorter than average, born in 1940 at the San Francisco Chinese Hospital. He is best known for his role in Fist of Fury.",inform,movie actors,1,7
Ronald Reagan awards received Order of the Chrysanthemum. Ronald Reagan date of birth 1911. Ronald Reagan place of birth Tampico. Ronald Reagan spouse Nancy Reagan. Ronald Reagan domain actor.,Ronald Reagan 'Order Of The Chrysanthemum' 1911 Tampico Nancy Reagan," Ronald Reagan was born in 1911 in Tampico, and received the Order of the Chrysanthemum. He was married to Nancy Reagan.",inform,movie actors,1,5
Anne Hathaway awards received Academy Award for Best Supporting Actress. Anne Hathaway cast member of Rio. Anne Hathaway domain actor.,Anne Hathaway 'Academy Award For Best Supporting Actress' 'Rio',Anne Hathaway is an actor best known for her role in Rio and has won an Academy Award for Best Supporting Actress.,inform,movie actors,1,3
Dwayne Johnson gender male. Dwayne Johnson awards received Wrestling Observer Newsletter Hall of Fame. Dwayne Johnson height taller. Dwayne Johnson occupation businessperson. Dwayne Johnson cast member of The Scorpion King. Dwayne Johnson rating moderately rated. Dwayne Johnson domain actor.,Dwayne Johnson Male 'Wrestling Observer Newsletter Hall Of Fame' Taller 'Businessperson' 'The Scorpion King' Moderately Rated,Dwayne Johnson is a male actor who is taller than average and is moderately rated. He won the Wrestling Observer Newsletter Hall of Fame award and is a businessperson as well as a cast member of The Scorpion King.,inform,movie actors,1,7
Donnie Yen gender male. Donnie Yen date of birth 1963. Donnie Yen place of birth Guangzhou. Donnie Yen awards received Hong Kong Film Awards. Donnie Yen domain actor.,Donnie Yen Male 1963 Guangzhou 'Hong Kong Film Awards',Donnie Yen is a male actor born in Guangzhou in 1963. He has received the Hong Kong Film Awards.,inform,movie actors,1,5
Patty Duke place of birth Queens. Patty Duke rating highly rated. Patty Duke occupation trade unionist. Patty Duke height shorter. Patty Duke cast member of The Patty Duke Show. Patty Duke spouse Harry Falk. Patty Duke domain actor.,Patty Duke Queens Highly Rated 'Trade Unionist' Shorter 'The Patty Duke Show' Harry Falk,Patty Duke is a highly rated trade unionist from Queens. She is shorter than average and is best known for her role in The Patty Duke Show. She is married to Harry Falk.,inform,movie actors,1,7
Madonna gender female. Madonna date of birth 1958. Madonna domain actor.,Madonna Female 1958,Madonna is a female actor born in 1958.,inform,movie actors,1,3
Donnie Yen spouse Cissy Wang. Donnie Yen domain actor.,Donnie Yen Cissy Wang,Donnie Yen is an actor married to Cissy Wang.,inform,movie actors,1,2
Teri Hatcher date of birth 1964. Teri Hatcher awards received Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series. Teri Hatcher domain actor.,Teri Hatcher 1964 'Screen Actors Guild Award For Outstanding Performance By A Female Actor In A Comedy Series',Teri Hatcher is an actor born in 1964 and has won a Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series.,inform,movie actors,1,3
Michael Jackson date of birth 1958. Michael Jackson rating top rated. Michael Jackson occupation autobiographer. Michael Jackson domain actor.,Michael Jackson 1958 Top Rated 'Autobiographer',Michael Jackson was a top rated actor born in 1958. He also wrote an autobiography.,inform,movie actors,1,4
Jennifer Connelly occupation voice actor. Jennifer Connelly height taller. Jennifer Connelly place of birth Cairo. Jennifer Connelly cast member of A Beautiful Mind. Jennifer Connelly awards received BAFTA Award for Best Actress in a Supporting Role. Jennifer Connelly domain actor.,Jennifer Connelly 'Voice Actor' Taller Cairo 'A Beautiful Mind' 'Bafta Award For Best Actress In A Supporting Role',Jennifer Connelly is a voice actor from Cairo who is taller than average. She is best known for her role in A Beautiful Mind and has won a BAFTA Award for Best Actress in a Supporting Role.,inform,movie actors,1,6
Jenna Jameson awards received Playboy Cyber Girl of the Week. Jenna Jameson cast member of How to Make Love Like a Porn Star. Jenna Jameson height taller. Jenna Jameson spouse Brad Armstrong. Jenna Jameson rating highly rated. Jenna Jameson occupation webcam model. Jenna Jameson domain actor.,Jenna Jameson 'Playboy Cyber Girl Of The Week' 'How To Make Love Like A Porn Star' Taller Brad Armstrong Highly Rated 'Webcam Model'," Jenna Jameson is a highly rated webcam model, taller than average, who won the Playboy Cyber Girl of the Week award and was a cast member in How to Make Love Like a Porn Star. She is married to Brad Armstrong.",inform,movie actors,1,7
George Clooney occupation writer. George Clooney spouse Amal Clooney. George Clooney height taller. George Clooney domain actor.,George Clooney 'Writer' Amal Clooney Taller,George Clooney is an actor and writer who is taller than average. He is married to Amal Clooney.,inform,movie actors,1,4
Dwayne Johnson occupation Canadian football player. Dwayne Johnson place of birth Hayward. Dwayne Johnson cast member of Red Notice. Dwayne Johnson gender male. Dwayne Johnson rating moderately rated. Dwayne Johnson height taller. Dwayne Johnson date of birth 1972. Dwayne Johnson domain actor.,Dwayne Johnson 'Canadian Football Player' Hayward 'Red Notice' Male Moderately Rated Taller 1972," Dwayne Johnson is a moderately rated male actor, Canadian football player, and cast member of Red Notice, born in 1972 in Hayward. He is taller than average.",inform,movie actors,1,8
Candice Bergen rating highly rated. Candice Bergen cast member of Murphy Brown. Candice Bergen awards received Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. Candice Bergen domain actor.,Candice Bergen Highly Rated 'Murphy Brown' 'Golden Globe Award For Best Actress – Motion Picture Musical Or Comedy',Candice Bergen is a highly rated actor best known for her role in Murphy Brown. She has won a Golden Globe Award for Best Actress – Motion Picture Musical or Comedy.,inform,movie actors,1,4
Rekhā spouse Vinod Mehra. Rekhā height taller. Rekhā date of birth 1954. Rekhā occupation musician. Rekhā awards received Padma Shri. Rekhā domain actor.,Rekhā Vinod Mehra Taller 1954 'Musician' 'Padma Shri',Rekhā is a musician born in 1954 who is taller than average. She is married to Vinod Mehra and has received the Padma Shri award.,inform,movie actors,1,6
Candice Bergen rating highly rated. Candice Bergen occupation writer. Candice Bergen domain actor.,Candice Bergen Highly Rated 'Writer',Candice Bergen is a highly rated actor and writer.,inform,movie actors,1,3
Rekhā occupation politician. Rekhā date of birth 1954. Rekhā gender female. Rekhā awards received Padma Shri in arts. Rekhā rating top rated. Rekhā place of birth Chennai. Rekhā cast member of Kalyug. Rekhā domain actor.,Rekhā 'Politician' 1954 Female 'Padma Shri In Arts' Top Rated Chennai 'Kalyug'," Rekhā is a top rated female politician from Chennai, born in 1954. She has won the Padma Shri in arts and was part of the cast of Kalyug.",inform,movie actors,1,8
Angelina Jolie spouse Billy Bob Thornton. Angelina Jolie rating top rated. Angelina Jolie occupation character actor. Angelina Jolie height taller. Angelina Jolie domain actor.,Angelina Jolie Billy Bob Thornton Top Rated 'Character Actor' Taller," Angelina Jolie is a top rated character actor, taller than average, and married to Billy Bob Thornton.",inform,movie actors,1,5
Bruce Lee spouse Linda Lee Cadwell. Bruce Lee awards received star on Hollywood Walk of Fame. Bruce Lee height shorter. Bruce Lee date of birth 1940. Bruce Lee gender male. Bruce Lee domain actor.,Bruce Lee Linda Lee Cadwell 'Star On Hollywood Walk Of Fame' Shorter 1940 Male,Bruce Lee was a male actor born in 1940 who was married to Linda Lee Cadwell. He was known for his shorter stature and was given a star on the Hollywood Walk of Fame.,inform,movie actors,1,6
George Hamilton date of birth 1939. George Hamilton rating highly rated. George Hamilton place of birth Memphis. George Hamilton occupation film director. George Hamilton awards received star on Hollywood Walk of Fame. George Hamilton height taller. George Hamilton spouse Alana Stewart. George Hamilton domain actor.,George Hamilton 1939 Highly Rated Memphis 'Film Director' 'Star On Hollywood Walk Of Fame' Taller Alana Stewart," George Hamilton is a highly rated actor, film director and producer born in 1939 in Memphis. He is taller than average and has a star on the Hollywood Walk of Fame. He is married to Alana Stewart.",inform,movie actors,1,8
Tom Hardy spouse Charlotte Riley. Tom Hardy awards received Commander of the Order of the British Empire. Tom Hardy date of birth 1977. Tom Hardy occupation actor. Tom Hardy cast member of The Revenant. Tom Hardy domain actor.,Tom Hardy Charlotte Riley 'Commander Of The Order Of The British Empire' 1977 'Actor' 'The Revenant'," Tom Hardy is an actor born in 1977, married to Charlotte Riley. He has received the Commander of the Order of the British Empire and is best known for his role in The Revenant.",inform,movie actors,1,6
Bea Arthur occupation television actor. Bea Arthur domain actor.,Bea Arthur 'Television Actor',Bea Arthur is a television actor.,inform,movie actors,1,2
Ryan Reynolds height taller. Ryan Reynolds domain actor.,Ryan Reynolds Taller,Ryan Reynolds is a taller than average actor.,inform,movie actors,1,2
Candice Bergen spouse Louis Malle. Candice Bergen rating highly rated. Candice Bergen awards received Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series. Candice Bergen domain actor.,Candice Bergen Louis Malle Highly Rated 'Primetime Emmy Award For Outstanding Lead Actress In A Comedy Series',Candice Bergen is a highly rated actor and spouse of Louis Malle. She has won a Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series.,inform,movie actors,1,4
Yukio Mishima cast member of Patriotism. Yukio Mishima awards received Kishida Theatre Award. Yukio Mishima spouse Yōko Hiraoka. Yukio Mishima date of birth 1925. Yukio Mishima gender male. Yukio Mishima rating highly rated. Yukio Mishima domain actor.,Yukio Mishima 'Patriotism' 'Kishida Theatre Award' Yōko Hiraoka 1925 Male Highly Rated,Yukio Mishima is a highly rated male actor born in 1925. He was part of the cast of Patriotism and received a Kishida Theatre Award. He was married to Yōko Hiraoka.,inform,movie actors,1,7
Bea Arthur gender female. Bea Arthur cast member of The Golden Girls. Bea Arthur awards received Tony Award for Best Featured Actress in a Musical. Bea Arthur place of birth New York City. Bea Arthur domain actor.,Bea Arthur Female 'The Golden Girls' 'Tony Award For Best Featured Actress In A Musical' New York City," Bea Arthur is a female actor from New York City, best known for her role in The Golden Girls. She won a Tony Award for Best Featured Actress in a Musical.",inform,movie actors,1,5
Ian Holm date of birth 1931. Ian Holm place of birth Goodmayes. Ian Holm domain actor.,Ian Holm 1931 Goodmayes,Ian Holm is an actor born in 1931 in Goodmayes.,inform,movie actors,1,3
Anne Hathaway spouse Adam Shulman. Anne Hathaway date of birth 1982. Anne Hathaway awards received Primetime Emmy Award. Anne Hathaway height taller. Anne Hathaway place of birth New York City. Anne Hathaway domain actor.,Anne Hathaway Adam Shulman 1982 'Primetime Emmy Award' Taller New York City," Anne Hathaway is an actor born in 1982 in New York City. She is taller than average, married to Adam Shulman, and won a Primetime Emmy Award.",inform,movie actors,1,6
George Hamilton rating highly rated. George Hamilton domain actor.,George Hamilton Highly Rated,George Hamilton is a highly rated actor.,inform,movie actors,1,2
David Tennant rating moderately rated. David Tennant cast member of Doctor Who. David Tennant height taller. David Tennant place of birth Bathgate. David Tennant gender male. David Tennant occupation film actor. David Tennant domain actor.,David Tennant Moderately Rated 'Doctor Who' Taller Bathgate Male 'Film Actor'," David Tennant is a moderately rated male film actor from Bathgate, who is taller than average. He is best known for his role in Doctor Who.",inform,movie actors,1,7
Anne Hathaway awards received Golden Globe Award for Best Supporting Actress – Motion Picture. Anne Hathaway occupation film actor. Anne Hathaway domain actor.,Anne Hathaway 'Golden Globe Award For Best Supporting Actress – Motion Picture' 'Film Actor',Anne Hathaway is a film actor who won a Golden Globe Award for Best Supporting Actress – Motion Picture.,inform,movie actors,1,3
Donnie Yen awards received Hong Kong Film Awards. Donnie Yen occupation Thai boxer. Donnie Yen spouse Cissy Wang. Donnie Yen rating highly rated. Donnie Yen height shorter. Donnie Yen gender male. Donnie Yen place of birth Guangzhou. Donnie Yen domain actor.,Donnie Yen 'Hong Kong Film Awards' 'Thai Boxer' Cissy Wang Highly Rated Shorter Male Guangzhou," Donnie Yen is a highly rated male actor, Thai boxer, and spouse of Cissy Wang from Guangzhou. He is shorter than average and has won the Hong Kong Film Awards.",inform,movie actors,1,8
Christian Bale date of birth 1974. Christian Bale domain actor.,Christian Bale 1974,Christian Bale is an actor born in 1974.,inform,movie actors,1,2
Bryan Cranston occupation screenwriter. Bryan Cranston date of birth 1956. Bryan Cranston awards received Drama Desk Award for Outstanding Actor in a Play. Bryan Cranston place of birth Hollywood. Bryan Cranston spouse Mickey Middleton. Bryan Cranston gender male. Bryan Cranston domain actor.,Bryan Cranston 'Screenwriter' 1956 'Drama Desk Award For Outstanding Actor In A Play' Hollywood Mickey Middleton Male,Bryan Cranston is a male screenwriter born in Hollywood in 1956. He won a Drama Desk Award for Outstanding Actor in a Play and is married to Mickey Middleton.,inform,movie actors,1,7
David Tennant gender male. David Tennant awards received Daytime Emmy Award. David Tennant height taller. David Tennant rating moderately rated. David Tennant place of birth Bathgate. David Tennant occupation podcaster. David Tennant domain actor.,David Tennant Male 'Daytime Emmy Award' Taller Moderately Rated Bathgate 'Podcaster',David Tennant is a moderately rated male actor from Bathgate. He is taller than average and has won a Daytime Emmy Award. He is also a podcaster.,inform,movie actors,1,7
Christian Bale height taller. Christian Bale domain actor.,Christian Bale Taller,Christian Bale is a taller than average actor.,inform,movie actors,1,2
Candice Bergen rating highly rated. Candice Bergen awards received Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. Candice Bergen spouse Louis Malle. Candice Bergen gender female. Candice Bergen cast member of Murphy Brown. Candice Bergen domain actor.,Candice Bergen Highly Rated 'Golden Globe Award For Best Actress – Motion Picture Musical Or Comedy' Louis Malle Female 'Murphy Brown',Candice Bergen is a highly rated female actor married to Louis Malle. She has won a Golden Globe Award for Best Actress – Motion Picture Musical or Comedy and is best known for her role in Murphy Brown.,inform,movie actors,1,6
Heather Locklear place of birth Los Angeles. Heather Locklear cast member of Melrose Place. Heather Locklear date of birth 1961. Heather Locklear gender female. Heather Locklear spouse Tommy Lee. Heather Locklear domain actor.,Heather Locklear Los Angeles 'Melrose Place' 1961 Female Tommy Lee,Heather Locklear is a female actor born in Los Angeles in 1961. She was a cast member of Melrose Place and is married to Tommy Lee.,inform,movie actors,1,6
Sara Gilbert height shorter. Sara Gilbert spouse Linda Perry. Sara Gilbert date of birth 1975. Sara Gilbert rating lower rated. Sara Gilbert cast member of The Talk. Sara Gilbert awards received Young Artist Awards. Sara Gilbert occupation actor. Sara Gilbert domain actor.,Sara Gilbert Shorter Linda Perry 1975 Lower Rated 'The Talk' 'Young Artist Awards' 'Actor',Sara Gilbert is a lower rated actor born in 1975. She is known for her shorter stature and is married to Linda Perry. She won Young Artist Awards and is part of the cast of The Talk.,inform,movie actors,1,8
Tom Hanks height shorter. Tom Hanks rating top rated. Tom Hanks gender male. Tom Hanks spouse Rita Wilson. Tom Hanks place of birth Concord. Tom Hanks occupation film producer. Tom Hanks domain actor.,Tom Hanks Shorter Top Rated Male Rita Wilson Concord 'Film Producer',Tom Hanks is a top rated male actor of shorter stature born in Concord. He is a film producer and is married to Rita Wilson.,inform,movie actors,1,7
Rita Hayworth rating lower rated. Rita Hayworth occupation film producer. Rita Hayworth domain actor.,Rita Hayworth Lower Rated 'Film Producer',Rita Hayworth is a lower rated film producer and actor.,inform,movie actors,1,3
Angelina Jolie awards received Saturn Award for Best Actress. Angelina Jolie gender female. Angelina Jolie domain actor.,Angelina Jolie 'Saturn Award For Best Actress' Female,Angelina Jolie is a female actor who has won the Saturn Award for Best Actress.,inform,movie actors,1,3
Bruce Lee rating moderately rated. Bruce Lee awards received California Hall of Fame. Bruce Lee gender male. Bruce Lee domain actor.,Bruce Lee Moderately Rated 'California Hall Of Fame' Male,Bruce Lee is a male actor who is moderately rated. He has received the California Hall of Fame.,inform,movie actors,1,4
Lena Dunham date of birth 1986. Lena Dunham cast member of Delusional Downtown Divas. Lena Dunham domain actor.,Lena Dunham 1986 'Delusional Downtown Divas'," Lena Dunham is an actor born in 1986, who was part of the cast of Delusional Downtown Divas.",inform,movie actors,1,3
Farrah Fawcett awards received star on Hollywood Walk of Fame. Farrah Fawcett rating highly rated. Farrah Fawcett date of birth 1947. Farrah Fawcett spouse Lee Majors. Farrah Fawcett height taller. Farrah Fawcett gender female. Farrah Fawcett place of birth Corpus Christi. Farrah Fawcett domain actor.,Farrah Fawcett 'Star On Hollywood Walk Of Fame' Highly Rated 1947 Lee Majors Taller Female Corpus Christi," Farrah Fawcett is a highly rated female actor born in 1947 in Corpus Christi. She is taller than average, married to Lee Majors and has received a star on the Hollywood Walk of Fame.",inform,movie actors,1,8
Johnny Depp date of birth 1963. Johnny Depp place of birth Owensboro. Johnny Depp height average. Johnny Depp domain actor.,Johnny Depp 1963 Owensboro Average," Johnny Depp is an actor born in 1963 in Owensboro, Kentucky. He is of average height.",inform,movie actors,1,4
Chris Hemsworth height taller. Chris Hemsworth spouse Elsa Pataky. Chris Hemsworth awards received Logie Award for Most Popular New Male Talent. Chris Hemsworth domain actor.,Chris Hemsworth Taller Elsa Pataky 'Logie Award For Most Popular New Male Talent',Chris Hemsworth is a taller than average actor who is married to Elsa Pataky. He won a Logie Award for Most Popular New Male Talent.,inform,movie actors,1,4
David Tennant cast member of Doctor Who. David Tennant height taller. David Tennant domain actor.,David Tennant 'Doctor Who' Taller," David Tennant is an actor who is taller than average, best known for his role in Doctor Who.",inform,movie actors,1,3
Patty Duke gender female. Patty Duke awards received star on Hollywood Walk of Fame. Patty Duke spouse Harry Falk. Patty Duke cast member of The Miracle Worker. Patty Duke height shorter. Patty Duke rating highly rated. Patty Duke date of birth 1946. Patty Duke domain actor.,Patty Duke Female 'Star On Hollywood Walk Of Fame' Harry Falk 'The Miracle Worker' Shorter Highly Rated 1946,Patty Duke is a highly rated female actor born in 1946. She is shorter than average and is best known for her role in The Miracle Worker. She married Harry Falk and received a star on the Hollywood Walk of Fame.,inform,movie actors,1,8
Niecy Nash spouse Jessica Betts. Niecy Nash occupation television actor. Niecy Nash date of birth 1970. Niecy Nash place of birth Palmdale. Niecy Nash gender female. Niecy Nash height shorter. Niecy Nash rating highly rated. Niecy Nash domain actor.,Niecy Nash Jessica Betts 'Television Actor' 1970 Palmdale Female Shorter Highly Rated,Niecy Nash is a highly rated female television actor born in Palmdale in 1970. She is married to Jessica Betts and is of shorter stature.,inform,movie actors,1,8
Candace Cameron Bure gender female. Candace Cameron Bure occupation television actor. Candace Cameron Bure domain actor.,Candace Cameron Bure Female 'Television Actor',Candace Cameron Bure is a female television actor.,inform,movie actors,1,3
Liam Neeson date of birth 1952. Liam Neeson domain actor.,Liam Neeson 1952,Liam Neeson is an actor born in 1952.,inform,movie actors,1,2
