,Unnamed: 0,index,mr,mr_new,pseudo_mr,num_triples,wikiName,text,da,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
40385,40385,5533,Senegal Parrot common class Bird. Senegal Parrot locations Africa. Senegal Parrot skin type Feathers. Senegal Parrot habitat Savannas and woodlands. Senegal Parrot most distinctive feature The bright colors and V-shaped chest markings. Senegal Parrot popularity very popular. Senegal Parrot domain animals.,Senegal Parrot common class Bird. Senegal Parrot locations Africa. Senegal Parrot skin type Feathers. Senegal Parrot habitat Savannas and woodlands. Senegal Parrot most distinctive feature The bright colors and V-shaped chest markings. Senegal Parrot popularity very popular. Senegal Parrot domain animals.,Senegal Parrot Bird ['Africa' Feathers Savannas And Woodlands The Bright Colors And V-Shaped Chest Markings Very Popular,8,Senegal Parrot," The Senegal Parrot is a very popular bird from Africa, with bright colors and V-shaped chest markings. It lives in savannas and woodlands.",inform,0.0197760856802774,50.56612396240234,3.197383344450448,0.8953026,inform,match_scores
42413,42413,6046,"Yellow-Eyed Penguin main prey Krill, Fish, Shrimp. Yellow-Eyed Penguin height 60cm - 75cm 24in - 30in. Yellow-Eyed Penguin habitat Rocky Antarctic Islands. Yellow-Eyed Penguin favorite food Krill. Yellow-Eyed Penguin diet Carnivore. Yellow-Eyed Penguin slogan The rarest species of penguin!. Yellow-Eyed Penguin popularity very popular. Yellow-Eyed Penguin domain animals.","Yellow-Eyed Penguin main prey Krill, Fish, Shrimp. Yellow-Eyed Penguin height 60cm - 75cm 24in - 30in. Yellow-Eyed Penguin habitat Rocky Antarctic Islands. Yellow-Eyed Penguin favorite food Krill. Yellow-Eyed Penguin diet Carnivore. Yellow-Eyed Penguin slogan The rarest species of penguin!. Yellow-Eyed Penguin popularity very popular. Yellow-Eyed Penguin domain animals.","Yellow-Eyed Penguin Krill, Fish, Shrimp 60Cm - 75Cm (24In - 30In) Rocky Antarctic Islands Krill Carnivore The Rarest Species Of Penguin! Very Popular",8,Yellow-Eyed Penguin," The Yellow-Eyed Penguin is the rarest species of penguin and is very popular. It is typically 60cm to 75cm (24in to 30in) tall and its main habitat is on rocky Antarctic islands. It is a carnivore and its main prey is krill, fish, and shrimp. Its favorite food is krill.",inform,0.057537364201634,17.3800106048584,1.7702581747699575,0.84309363,inform,match_scores
42119,42119,6663,"Eurasian Nuthatch height 2-3 inches. Eurasian Nuthatch top speed 13 mph. Eurasian Nuthatch color GreyBlueWhiteOrange. Eurasian Nuthatch lifespan 2-12 years. Eurasian Nuthatch habitat Woodlands, old trees. Eurasian Nuthatch predators Hawks, owls. Eurasian Nuthatch domain animals.","Eurasian Nuthatch height 2-3 inches. Eurasian Nuthatch top speed 13 mph. Eurasian Nuthatch color GreyBlueWhiteOrange. Eurasian Nuthatch lifespan 2-12 years. Eurasian Nuthatch habitat Woodlands, old trees. Eurasian Nuthatch predators Hawks, owls. Eurasian Nuthatch domain animals.","Eurasian Nuthatch 2-3 Inches 13 Mph Greybluewhiteorange 2-12 Years Woodlands, Old Trees Hawks, Owls",7,Eurasian Nuthatch," The Eurasian Nuthatch is 2-3 inches tall and it can fly at speeds of up to 13 mph. It is grey, blue, white and orange in color and has a lifespan of 2-12 years. Its habitat can be found in woodlands and old trees, and its predators are hawks and owls.",inform,0.0530886333146038,18.836423873901367,4.577732380478488,0.79496384,inform,match_scores
40559,40559,6754,"Red Knee Tarantula locations Central-America. Red Knee Tarantula top speed 18 mph. Red Knee Tarantula weight 15-16g 0.5-0.6oz. Red Knee Tarantula predators Birds, Reptiles, Mammals. Red Knee Tarantula lifespan 20-30 years. Red Knee Tarantula habitat Semi-desert and scrub land. Red Knee Tarantula domain animals.","Red Knee Tarantula locations Central-America. Red Knee Tarantula top speed 18 mph. Red Knee Tarantula weight 15-16g 0.5-0.6oz. Red Knee Tarantula predators Birds, Reptiles, Mammals. Red Knee Tarantula lifespan 20-30 years. Red Knee Tarantula habitat Semi-desert and scrub land. Red Knee Tarantula domain animals.","Red Knee Tarantula ['Central-America' 18 Mph 15-16G (0.5-0.6Oz) Birds, Reptiles, Mammals 20-30 Years Semi-Desert And Scrub Land",8,Red Knee Tarantula," The Red Knee Tarantula is native to Central-America, and can reach a top speed of 18 mph. It weighs between 15-16g (0.5-0.6 oz) and its predators are Birds, Reptiles, and Mammals. It has a lifespan of 20-30 years and it inhabits semi-desert and scrub land.",inform,0.0426536532758682,23.44465065002441,9.527411106913531,0.8311549,inform,match_scores
41213,41213,6775,"Spanish Goat predators Domesticated dogs, wolves, foxes, and coyotes. Spanish Goat name of young Calf. Spanish Goat habitat Spain, Mexico, and the USA. Spanish Goat other names Brush goats and scrub goats. Spanish Goat litter size 2-4. Spanish Goat height 20 inches. Spanish Goat color BrownGreyFawn. Spanish Goat domain animals.","Spanish Goat predators Domesticated dogs, wolves, foxes, and coyotes. Spanish Goat name of young Calf. Spanish Goat habitat Spain, Mexico, and the USA. Spanish Goat other names Brush goats and scrub goats. Spanish Goat litter size 2-4. Spanish Goat height 20 inches. Spanish Goat color BrownGreyFawn. Spanish Goat domain animals.","Spanish Goat Domesticated Dogs, Wolves, Foxes, And Coyotes Calf Spain, Mexico, And The Usa Brush Goats And Scrub Goats 2-4 20 Inches Browngreyfawn",8,Spanish Goat," The Spanish Goat, also known as Brush goats and scrub goats, is typically 20 inches tall and typically has a brown, grey, or fawn colored coat. Its predators are domesticated dogs, wolves, foxes, and coyotes and its young are called calves. It can be found in Spain, Mexico, and the USA. The litter size for the Spanish Goat is",inform,0.0372202991649129,26.8670597076416,4.504423444554506,0.86516666,inform,match_scores
40351,40351,8418,"Rainbow Boa litter size 12-25 babies. Rainbow Boa common class reptile. Rainbow Boa diet Carnivore. Rainbow Boa lifespan 20+ years. Rainbow Boa locations Central-America, South-America. Rainbow Boa popularity very popular. Rainbow Boa color BrownRedWhiteBlack-Brown. Rainbow Boa domain animals.","Rainbow Boa litter size 12-25 babies. Rainbow Boa common class reptile. Rainbow Boa diet Carnivore. Rainbow Boa lifespan 20+ years. Rainbow Boa locations Central-America, South-America. Rainbow Boa popularity very popular. Rainbow Boa color BrownRedWhiteBlack-Brown. Rainbow Boa domain animals.","Rainbow Boa 12-25 Babies Reptile Carnivore 20+ Years ['Central-America', 'South-America' Very Popular Brownredwhiteblack-Brown",9,Rainbow Boa," The Rainbow Boa is a very popular reptile, found in Central-America and South-America. It has a litter size of 12-25 babies, and is a carnivore that can live more than 20 years. Its body is typically Brown, Red, White and Black-Brown in color.",inform,0.041677394952953,23.99382209777832,3.565434181768476,0.815867,inform,match_scores
35756,35756,8436,Marble Fox other names Canadian marble fox or Arctic marble fox. Marble Fox top speed 30 mph. Marble Fox common class Mammal. Marble Fox most distinctive feature The marble-colored coat. Marble Fox estimated population size Unknown. Marble Fox group behavior Solitary. Marble Fox domain animals.,Marble Fox other names Canadian marble fox or Arctic marble fox. Marble Fox top speed 30 mph. Marble Fox common class Mammal. Marble Fox most distinctive feature The marble-colored coat. Marble Fox estimated population size Unknown. Marble Fox group behavior Solitary. Marble Fox domain animals.,Marble Fox Canadian Marble Fox Or Arctic Marble Fox 30 Mph Mammal The Marble-Colored Coat Unknown Solitary,7,Marble Fox," The Marble Fox, also known as the Canadian marble fox or Arctic marble fox, is a solitary mammal with a top speed of 30 mph and a most distinctive marble-colored coat. The estimated population size of the Marble Fox is unknown.",inform,0.0298161151516419,33.538909912109375,2.734713061144216,0.9407188,inform,match_scores
39862,39862,9290,Marmoset litter size one to four. Marmoset weight 3.5 â€“ 13 ounces. Marmoset group behavior TroopGroup. Marmoset domain animals.,Marmoset litter size one to four. Marmoset weight 3.5 â€“ 13 ounces. Marmoset group behavior TroopGroup. Marmoset domain animals.,Marmoset One To Four 3.5 â€“ 13 Ounces Troopgroup,4,Marmoset, The Marmoset usually has a litter of one to four and its weight ranges from 3.5 to 13 ounces. They live together in a troop or group.,inform,0.0239675982472304,41.72299575805664,1.6934096677198087,0.73406786,inform,match_scores
38469,38469,9306,"Pademelon main prey Grasses, Herbs, Shoots. Pademelon predators Foxes, Dogs, Dingos. Pademelon slogan Inhabits the jungles of the far east!. Pademelon favorite food Grasses. Pademelon common class Mammal. Pademelon top speed 34 mph. Pademelon domain animals.","Pademelon main prey Grasses, Herbs, Shoots. Pademelon predators Foxes, Dogs, Dingos. Pademelon slogan Inhabits the jungles of the far east!. Pademelon favorite food Grasses. Pademelon common class Mammal. Pademelon top speed 34 mph. Pademelon domain animals.","Pademelon Grasses, Herbs, Shoots Foxes, Dogs, Dingos Inhabits The Jungles Of The Far East! Grasses Mammal 34 Mph",7,Pademelon," The Pademelon is a Mammal that inhabits the jungles of the far east. It mainly eats Grasses, Herbs, and Shoots, but its favorite food is Grasses. Its predators are Foxes, Dogs, and Dingos, and it can run up to 34 miles per hour.",inform,0.0295777344685696,33.8092155456543,10.260020371628425,0.864504,inform,match_scores
43245,43245,10410,"Angora Ferret locations Europe, North-America. Angora Ferret top speed 15 mph. Angora Ferret lifespan 5-9 years. Angora Ferret domain animals.","Angora Ferret locations Europe, North-America. Angora Ferret top speed 15 mph. Angora Ferret lifespan 5-9 years. Angora Ferret domain animals.","Angora Ferret ['Europe', 'North-America' 15 Mph 5-9 Years",5,Angora Ferret," The Angora Ferret is a European and North-American animal, with a top speed of 15 miles per hour and a lifespan of 5 to 9 years.",inform,0.0389460712706389,25.67653083801269,3.5148478313698046,0.71174145,inform,match_scores
37485,37485,10467,Harbor Seal common class Mammal. Harbor Seal group behavior Solitary/Group. Harbor Seal domain animals.,Harbor Seal common class Mammal. Harbor Seal group behavior Solitary/Group. Harbor Seal domain animals.,Harbor Seal Mammal Solitary/Group,3,Harbor Seal, The Harbor Seal is a solitary or group mammal.,inform,0.0027455176291087,364.2300415039063,8.392229812593097,0.905678,inform,match_scores
40464,40464,10727,Needlefish common class fish. Needlefish weight up to 5 lbs.. Needlefish biggest threat fishing. Needlefish skin type Scales. Needlefish popularity very popular. Needlefish top speed 38 mph. Needlefish other names long toms. Needlefish domain animals.,Needlefish common class fish. Needlefish weight up to 5 lbs.. Needlefish biggest threat fishing. Needlefish skin type Scales. Needlefish popularity very popular. Needlefish top speed 38 mph. Needlefish other names long toms. Needlefish domain animals.,Needlefish Fish Up To 5 Lbs. Fishing Scales Very Popular 38 Mph Long Toms,8,Needlefish," Needlefish, also known as long tom, is a very popular fish, with scales and a weight that can reach up to 5 lbs. It moves very fast, at a speed of up to 38 miles per hour, but its biggest threat is fishing.",inform,0.0363437603655393,27.515039443969727,1.0312019115847757,0.8132435,inform,match_scores
38124,38124,11016,"Gouldian Finch biggest threat Habitat changes. Gouldian Finch predators Cats, hawks, and snakes. Gouldian Finch color YellowRedBlueBlackPurple. Gouldian Finch height 5in. Gouldian Finch other names Lady Gouldian finch. Gouldian Finch domain animals.","Gouldian Finch biggest threat Habitat changes. Gouldian Finch predators Cats, hawks, and snakes. Gouldian Finch color YellowRedBlueBlackPurple. Gouldian Finch height 5in. Gouldian Finch other names Lady Gouldian finch. Gouldian Finch domain animals.","Gouldian Finch Habitat Changes Cats, Hawks, And Snakes Yellowredblueblackpurple 5In Lady Gouldian Finch",6,Gouldian Finch," The Gouldian Finch, also known as the Lady Gouldian Finch, is a small bird with a height of 5 inches that can be Yellow, Red, Blue, Black, or Purple in color. Its biggest threat is Habitat changes and its predators include cats, hawks, and snakes.",inform,0.033206868196371,30.1142520904541,3.4796566754948546,0.8244825,inform,match_scores
39461,39461,11760,Antarctic scale worm color YellowGoldGrey-Brown. Antarctic scale worm diet Carnivore. Antarctic scale worm most distinctive feature overlapping scales and golden bristles. Antarctic scale worm group behavior Solitary. Antarctic scale worm popularity very popular. Antarctic scale worm predators Cock shrimp. Antarctic scale worm domain animals.,Antarctic scale worm color YellowGoldGrey-Brown. Antarctic scale worm diet Carnivore. Antarctic scale worm most distinctive feature overlapping scales and golden bristles. Antarctic scale worm group behavior Solitary. Antarctic scale worm popularity very popular. Antarctic scale worm predators Cock shrimp. Antarctic scale worm domain animals.,Antarctic Scale Worm Yellowgoldgrey-Brown Carnivore Overlapping Scales And Golden Bristles Solitary Very Popular Cock Shrimp,7,Antarctic scale worm," The Antarctic Scale Worm is a yellow-gold-grey-brown carnivore with overlapping scales and golden bristles. It is very popular and lives a solitary lifestyle, preying on cock shrimp.",inform,0.009142788265825,109.37582397460938,4.621362667122021,0.91136867,inform,match_scores
43142,43142,11942,African Bullfrog locations Africa. African Bullfrog domain animals.,African Bullfrog locations Africa. African Bullfrog domain animals.,African Bullfrog ['Africa',3,African Bullfrog, The African Bullfrog is found in Africa.,inform,0.0077893296310563,128.38075256347656,11.04479556707894,0.864668,inform,match_scores_PPL
38410,38410,12188,"Polyphemus moth common class Insect. Polyphemus moth habitat Cities, yards, farms, riversides, orchards, bogs, marshes, swamps, forests dominated by hardwoods such as oak, maple and birch. Polyphemus moth biggest threat Climate change, habitat disturbance, artificial light, predation of pupae by squirrels. Polyphemus moth name of young Larvae, caterpillars. Polyphemus moth lifespan Less than a week as an adult, three months overall. Polyphemus moth color BrownPurpleBlack-BrownLight-Brown. Polyphemus moth domain animals.","Polyphemus moth common class Insect. Polyphemus moth habitat Cities, yards, farms, riversides, orchards, bogs, marshes, swamps, forests dominated by hardwoods such as oak, maple and birch. Polyphemus moth biggest threat Climate change, habitat disturbance, artificial light, predation of pupae by squirrels. Polyphemus moth name of young Larvae, caterpillars. Polyphemus moth lifespan Less than a week as an adult, three months overall. Polyphemus moth color BrownPurpleBlack-BrownLight-Brown. Polyphemus moth domain animals.","Polyphemus Moth Insect Cities, Yards, Farms, Riversides, Orchards, Bogs, Marshes, Swamps, Forests Dominated By Hardwoods Such As Oak, Maple And Birch Climate Change, Habitat Disturbance, Artificial Light, Predation Of Pupae By Squirrels Larvae, Caterpillars Less Than A Week As An Adult, Three Months Overall Brownpurpleblack-Brownlight-Brown",7,Polyphemus moth," The Polyphemus Moth is an insect that typically lives in cities, yards, farms, riversides, orchards, bogs, marshes, swamps, and forests dominated by hardwoods such as oak, maple and birch. It is brown, purple, black-brown, and light-brown in colour. Its biggest threats are climate change,",inform,0.0462212655483503,21.63506317138672,2.035469485289657,0.85929,inform,match_scores
