,Unnamed: 0,index,mr,mr_new,pseudo_mr,num_triples,text,da,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
550,550,83,"Turkish Van min weight 10.0. Turkish Van rating okay. Turkish Van shedding minimal shedding. Turkish Van origin Lake Van, Turkey. Turkish Van max weight 18. Turkish Van max life expectancy 17. Turkish Van intelligence most intelligent. Turkish Van domain cat breeds.","Turkish Van min weight 10.0. Turkish Van rating okay. Turkish Van shedding minimal shedding. Turkish Van origin Lake Van, Turkey. Turkish Van max weight 18. Turkish Van max life expectancy 17. Turkish Van intelligence most intelligent. Turkish Van domain cat breeds.","Turkish Van 10.0 Okay Minimal Shedding Lake Van, Turkey 18 17 Most Intelligent",8," The Turkish Van is an okay rated cat breed originating from Lake Van, Turkey. It is one of the most intelligent cat breeds, and it has minimal shedding. A Turkish Van can weigh from 10 to 18 pounds, and they have a maximum lifespan of 17 years.",inform,0.0230567645645083,43.371219635009766,5.49338636317109,0.7430905,inform,match_scores
27829,27829,94,European Shorthair playfulness very playful. European Shorthair min weight 8.0. European Shorthair meowing sometimes meows. European Shorthair other pets friendly very friendly to other pets. European Shorthair rating okay. European Shorthair domain cat breeds.,European Shorthair playfulness very playful. European Shorthair min weight 8.0. European Shorthair meowing sometimes meows. European Shorthair other pets friendly very friendly to other pets. European Shorthair rating okay. European Shorthair domain cat breeds.,European Shorthair Very Playful 8.0 Sometimes Meows Very Friendly To Other Pets Okay,6," The European Shorthair is a very playful cat, with a minimum weight of 8.0. It sometimes meows and is very friendly to other pets, receiving an overall rating of ",inform,0.0096079309998788,104.08068084716795,2.567438714971685,0.8015051,inform,match_scores
7429,7429,102,Sokoke min weight 6.0. Sokoke intelligence very intelligent. Sokoke shedding no shedding. Sokoke origin Kenya. Sokoke family friendly very affectionate. Sokoke domain cat breeds.,Sokoke min weight 6.0. Sokoke intelligence very intelligent. Sokoke shedding no shedding. Sokoke origin Kenya. Sokoke family friendly very affectionate. Sokoke domain cat breeds.,Sokoke 6.0 Very Intelligent No Shedding Kenya Very Affectionate,6, The Sokoke is a very intelligent cat breed from Kenya that has no shedding and weighs at least 6.0 pounds. It is very affectionate and family friendly.,inform,0.0157778466860166,63.3800048828125,1.6934096677198087,0.72738415,inform,match_scores
8543,8543,138,Australian Mist stranger friendly friendly to strangers. Australian Mist shedding minimal shedding. Australian Mist grooming little grooming. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist other pets friendly friendly to other pets. Australian Mist domain cat breeds.,Australian Mist stranger friendly friendly to strangers. Australian Mist shedding minimal shedding. Australian Mist grooming little grooming. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist other pets friendly friendly to other pets. Australian Mist domain cat breeds.,Australian Mist Friendly To Strangers Minimal Shedding Little Grooming 8.0 15 Friendly To Other Pets,7," The Australian Mist is a cat breed that is friendly to strangers, has minimal shedding, needs little grooming and is friendly to other pets. They typically weigh between 8 and 15 pounds.",inform,0.0207899620926434,48.100135803222656,2.2694309136445803,0.7790352,inform,match_scores
425,425,141,Japanese Bobtail max weight 10. Japanese Bobtail other pets friendly most friendly to other pets. Japanese Bobtail origin China and Japan. Japanese Bobtail domain cat breeds.,Japanese Bobtail max weight 10. Japanese Bobtail other pets friendly most friendly to other pets. Japanese Bobtail origin China and Japan. Japanese Bobtail domain cat breeds.,Japanese Bobtail 10 Most Friendly To Other Pets China And Japan,4," The Japanese Bobtail is a friendly cat breed, originating in China and Japan, with a maximum weight of 10 pounds. They are known to be very friendly to other pets.",inform,0.027084304526504,36.9217529296875,2.737435355226828,0.8057116,inform,match_scores
25413,25413,148,Manx max weight 12. Manx children friendly semi kid-friendly. Manx playfulness playful. Manx family friendly very affectionate. Manx min life expectancy 8. Manx intelligence very intelligent. Manx domain cat breeds.,Manx max weight 12. Manx children friendly semi kid-friendly. Manx playfulness playful. Manx family friendly very affectionate. Manx min life expectancy 8. Manx intelligence very intelligent. Manx domain cat breeds.,Manx 12 Semi Kid-Friendly Playful Very Affectionate 8 Very Intelligent,7," The Manx is a very intelligent, playful, and affectionate cat breed that is semi-kid friendly. They live between 8 and 12 years and can weigh up to 12 pounds.",inform,0.028759576505406,34.771026611328125,1.4780822562194806,0.7065254,inform,match_scores
32502,32502,163,"Foldex origin Quebec, Canada. Foldex max life expectancy 15. Foldex other pets friendly very friendly to other pets. Foldex shedding average shedding. Foldex min weight 5.0. Foldex general health mainly healthy. Foldex domain cat breeds.","Foldex origin Quebec, Canada. Foldex max life expectancy 15. Foldex other pets friendly very friendly to other pets. Foldex shedding average shedding. Foldex min weight 5.0. Foldex general health mainly healthy. Foldex domain cat breeds.","Foldex Quebec, Canada 15 Very Friendly To Other Pets Average Shedding 5.0 Mainly Healthy",7," The Foldex is a cat breed from Quebec, Canada with an average lifespan of 15 years. It is very friendly to other pets, has an average shedding rate, typically weighs 5.0 kg, and generally is quite healthy.",inform,0.0256969331481164,38.9151496887207,3.772657799190421,0.7422776,inform,match_scores
36242,36242,189,Somali family friendly most affectionate. Somali rating excellent. Somali grooming average amount of grooming. Somali playfulness most playful. Somali length 11 to 14 inches. Somali stranger friendly very friendly to strangers. Somali domain cat breeds.,Somali family friendly most affectionate. Somali rating excellent. Somali grooming average amount of grooming. Somali playfulness most playful. Somali length 11 to 14 inches. Somali stranger friendly very friendly to strangers. Somali domain cat breeds.,Somali Most Affectionate Excellent Average Amount Of Grooming Most Playful 11 To 14 Inches Very Friendly To Strangers,7," The Somali cat is an excellent rated breed that is most affectionate, playful, and friendly to strangers. It requires an average amount of grooming and is usually between 11 to 14 inches in length.",inform,0.02367587290692,42.237091064453125,1.2753998269755913,0.80700654,inform,match_scores
32622,32622,191,Khao Manee stranger friendly very friendly to strangers. Khao Manee playfulness most playful. Khao Manee domain cat breeds.,Khao Manee stranger friendly very friendly to strangers. Khao Manee playfulness most playful. Khao Manee domain cat breeds.,Khao Manee Very Friendly To Strangers Most Playful,3, The Khao Manee is a breed of cat that is very friendly to strangers and is one of the most playful cat breeds.,inform,0.028835180539421,34.67985916137695,3.1465869622290663,0.70642495,inform,match
28841,28841,212,Japanese Bobtail max weight 10. Japanese Bobtail domain cat breeds.,Japanese Bobtail max weight 10. Japanese Bobtail domain cat breeds.,Japanese Bobtail 10,2, The Japanese Bobtail is a cat breed with a maximum weight of 10.,inform,0.007920985462642,126.24691772460938,6.285596338261262,0.72053915,inform,match_scores
12215,12215,216,Highlander playfulness very playful. Highlander max weight 20. Highlander general health mainly healthy. Highlander min weight 10.0. Highlander stranger friendly very friendly to strangers. Highlander domain cat breeds.,Highlander playfulness very playful. Highlander max weight 20. Highlander general health mainly healthy. Highlander min weight 10.0. Highlander stranger friendly very friendly to strangers. Highlander domain cat breeds.,Highlander Very Playful 20 Mainly Healthy 10.0 Very Friendly To Strangers,6," The Highlander is a very playful and friendly to strangers cat breed, that is generally healthy and can range from 10.0 to 20.0 in weight.",inform,0.0137704770603763,72.61912536621094,1.6504045595709425,0.773964,inform,match_scores
27502,27502,223,Maine Coon grooming little grooming. Maine Coon children friendly most kid-friendly. Maine Coon max life expectancy 15. Maine Coon family friendly affectionate. Maine Coon domain cat breeds.,Maine Coon grooming little grooming. Maine Coon children friendly most kid-friendly. Maine Coon max life expectancy 15. Maine Coon family friendly affectionate. Maine Coon domain cat breeds.,Maine Coon Little Grooming Most Kid-Friendly 15 Affectionate,5," The Maine Coon is a child friendly, affectionate cat breed that requires little grooming and typically lives up to 15 years.",inform,0.0131032598497631,76.31688690185547,3.644667088679882,0.7640182,inform,match_scores
6703,6703,247,Selkirk Rex min weight 10.0. Selkirk Rex max life expectancy 15. Selkirk Rex domain cat breeds.,Selkirk Rex min weight 10.0. Selkirk Rex max life expectancy 15. Selkirk Rex domain cat breeds.,Selkirk Rex 10.0 15,3, The Selkirk Rex is a cat breed with a minimum weight of 10.0 and a maximum life expectancy of 15.,inform,0.0184757609946508,54.12496948242188,4.319402267866687,0.7235722,inform,match_scores
8298,8298,297,Siamese Cat max life expectancy 15. Siamese Cat domain cat breeds.,Siamese Cat max life expectancy 15. Siamese Cat domain cat breeds.,Siamese Cat 15,2, The Siamese Cat has a life expectancy of up to 15 years.,inform,0.0324628371571587,30.8044548034668,6.837203339116283,0.7578137,inform,match_scores
14139,14139,301,Russian Blue family friendly very affectionate. Russian Blue stranger friendly semi friendly to strangers. Russian Blue domain cat breeds.,Russian Blue family friendly very affectionate. Russian Blue stranger friendly semi friendly to strangers. Russian Blue domain cat breeds.,Russian Blue Very Affectionate Semi Friendly To Strangers,3," The Russian Blue is a cat breed that is known for being very friendly and affectionate to its family, although it is semi-friendly to strangers.",inform,0.0315894623143187,31.656126022338867,2.775638555723182,0.774134,inform,match
16481,16481,302,Arabian Mau max life expectancy 14. Arabian Mau playfulness very playful. Arabian Mau stranger friendly very friendly to strangers. Arabian Mau max weight 16. Arabian Mau family friendly very affectionate. Arabian Mau domain cat breeds.,Arabian Mau max life expectancy 14. Arabian Mau playfulness very playful. Arabian Mau stranger friendly very friendly to strangers. Arabian Mau max weight 16. Arabian Mau family friendly very affectionate. Arabian Mau domain cat breeds.,Arabian Mau 14 Very Playful Very Friendly To Strangers 16 Very Affectionate,6, The Arabian Mau is a very playful and affectionate breed of cat that is very friendly to strangers. It typically lives up to 14 years and can weigh up to 16 pounds.,inform,0.0252644053052706,39.58137893676758,2.5889065173943995,0.77532774,inform,match_scores
36018,36018,311,Oriental intelligence intelligent. Oriental min life expectancy 10. Oriental family friendly affectionate. Oriental max life expectancy 15. Oriental rating alright. Oriental max weight 10. Oriental domain cat breeds.,Oriental intelligence intelligent. Oriental min life expectancy 10. Oriental family friendly affectionate. Oriental max life expectancy 15. Oriental rating alright. Oriental max weight 10. Oriental domain cat breeds.,Oriental Intelligent 10 Affectionate 15 Alright 10,7, The Oriental is an intelligent and affectionate cat breed that is rated alright. They have a life expectancy of 10 to 15 years and a maximum weight of 10 pounds.,inform,0.0229160935326707,43.637454986572266,1.6404472625060698,0.65922767,inform,match_scores
19518,19518,312,Aegean general health mainly healthy. Aegean playfulness very playful. Aegean domain cat breeds.,Aegean general health mainly healthy. Aegean playfulness very playful. Aegean domain cat breeds.,Aegean Mainly Healthy Very Playful,3, The Aegean is a cat breed that is generally healthy and very playful.,inform,0.0146775725701216,68.13115692138672,2.839838722567789,0.7750666,inform,match
33631,33631,320,Somali origin United States. Somali stranger friendly very friendly to strangers. Somali max weight 10. Somali length 11 to 14 inches. Somali domain cat breeds.,Somali origin United States. Somali stranger friendly very friendly to strangers. Somali max weight 10. Somali length 11 to 14 inches. Somali domain cat breeds.,Somali United States Very Friendly To Strangers 10 11 To 14 Inches,5," The Somali is a United States breed of cat, which is very friendly to strangers. It typically weighs up to 10 pounds and is 11 to 14 inches long.",inform,0.0324563380142184,30.810623168945312,3.053216387177772,0.7522054,inform,match_scores
28166,28166,335,Siamese Cat max life expectancy 15. Siamese Cat origin Thailand. Siamese Cat playfulness very playful. Siamese Cat domain cat breeds.,Siamese Cat max life expectancy 15. Siamese Cat origin Thailand. Siamese Cat playfulness very playful. Siamese Cat domain cat breeds.,Siamese Cat 15 Thailand Very Playful,4, The Siamese Cat is a very playful breed of cat from Thailand with a maximum life expectancy of 15 years.,inform,0.0281157229531333,35.56728744506836,4.319402267866687,0.8173193,inform,match_scores
36314,36314,342,Havana Brown max life expectancy 15. Havana Brown grooming no grooming. Havana Brown min weight 6.0. Havana Brown shedding average shedding. Havana Brown stranger friendly friendly to strangers. Havana Brown meowing sometimes meows. Havana Brown domain cat breeds.,Havana Brown max life expectancy 15. Havana Brown grooming no grooming. Havana Brown min weight 6.0. Havana Brown shedding average shedding. Havana Brown stranger friendly friendly to strangers. Havana Brown meowing sometimes meows. Havana Brown domain cat breeds.,Havana Brown 15 No Grooming 6.0 Average Shedding Friendly To Strangers Sometimes Meows,7," The Havana Brown is a cat breed with an average shedding, friendly to strangers, and sometimes meows. It requires no grooming and has a maximum life expectancy of 15 years and a minimum weight of 6.0.",inform,0.0140594297088046,71.12664031982422,2.185068324154416,0.6907004,inform,match_scores
27323,27323,348,Burmese max life expectancy 16. Burmese general health semi healthy. Burmese origin Burma and Thailand. Burmese length 15 to 18 inches. Burmese children friendly most kid-friendly. Burmese intelligence most intelligent. Burmese domain cat breeds.,Burmese max life expectancy 16. Burmese general health semi healthy. Burmese origin Burma and Thailand. Burmese length 15 to 18 inches. Burmese children friendly most kid-friendly. Burmese intelligence most intelligent. Burmese domain cat breeds.,Burmese 16 Semi Healthy Burma And Thailand 15 To 18 Inches Most Kid-Friendly Most Intelligent,7," The Burmese is a most intelligent, kid-friendly cat breed originating from Burma and Thailand. It is semi-healthy, with a life expectancy of 16 years and measures between 15 to 18 inches in length.",inform,0.0278398402063859,35.91974639892578,1.559480765382838,0.80937684,inform,match_scores
15613,15613,364,Toyger children friendly very kid-friendly. Toyger origin United States. Toyger grooming little grooming. Toyger rating okay. Toyger general health healthy. Toyger intelligence very intelligent. Toyger domain cat breeds.,Toyger children friendly very kid-friendly. Toyger origin United States. Toyger grooming little grooming. Toyger rating okay. Toyger general health healthy. Toyger intelligence very intelligent. Toyger domain cat breeds.,Toyger Very Kid-Friendly United States Little Grooming Okay Healthy Very Intelligent,7," The Toyger is a United States cat breed that is very kid-friendly, requiring little grooming, and has a rating of okay. It is generally healthy and very intelligent.",inform,0.0153352706779637,65.20915222167969,2.567438714971685,0.72733605,inform,match_scores
4503,4503,365,Nebelung max life expectancy 18. Nebelung min life expectancy 11. Nebelung general health mainly healthy. Nebelung origin United States. Nebelung meowing meows occasionally. Nebelung min weight 7.0. Nebelung rating okay. Nebelung domain cat breeds.,Nebelung max life expectancy 18. Nebelung min life expectancy 11. Nebelung general health mainly healthy. Nebelung origin United States. Nebelung meowing meows occasionally. Nebelung min weight 7.0. Nebelung rating okay. Nebelung domain cat breeds.,Nebelung 18 11 Mainly Healthy United States Meows Occasionally 7.0 Okay,8, The Nebelung is an okay rated cat breed from the United States that usually meows occasionally. It has a life expectancy of between 11 and 18 years and generally healthy. The minimum weight of a Nebelung is 7.0.,inform,0.0184897541917299,54.0840072631836,2.3569062221449557,0.7150262,inform,match_scores
11789,11789,367,Ocicat min weight 6.0. Ocicat origin United States. Ocicat children friendly very kid-friendly. Ocicat playfulness playful. Ocicat meowing meows occasionally. Ocicat family friendly very affectionate. Ocicat domain cat breeds.,Ocicat min weight 6.0. Ocicat origin United States. Ocicat children friendly very kid-friendly. Ocicat playfulness playful. Ocicat meowing meows occasionally. Ocicat family friendly very affectionate. Ocicat domain cat breeds.,Ocicat 6.0 United States Very Kid-Friendly Playful Meows Occasionally Very Affectionate,7," The Ocicat is a United States cat breed that is very kid-friendly, playful, and affectionate. It meows occasionally and has a minimum weight of 6.0.",inform,0.0182541871043036,54.78195190429688,3.060336737367801,0.7882571,inform,match_scores
2074,2074,379,"Bambino descriptor Fans of these felines love them for their playful, energetic, and affectionate personalities.. Bambino origin United States. Bambino other pets friendly friendly to other pets. Bambino general health healthy. Bambino shedding no shedding. Bambino family friendly very affectionate. Bambino domain cat breeds.","Bambino descriptor Fans of these felines love them for their playful, energetic, and affectionate personalities.. Bambino origin United States. Bambino other pets friendly friendly to other pets. Bambino general health healthy. Bambino shedding no shedding. Bambino family friendly very affectionate. Bambino domain cat breeds.","Bambino Fans Of These Felines Love Them For Their Playful, Energetic, And Affectionate Personalities. United States Friendly To Other Pets Healthy No Shedding Very Affectionate",7," The Bambino is a cat breed that originated in the United States, and is beloved by its fans for it's playful, energetic, and affectionate personality. It is also friendly to other pets, and has a healthy general health. It is known for not shedding, and for being very family friendly and affectionate.",inform,0.0524942445747112,19.049707412719727,1.5910681716616264,0.80466396,inform,match_scores
8772,8772,386,Khao Manee other pets friendly very friendly to other pets. Khao Manee max life expectancy 12. Khao Manee domain cat breeds.,Khao Manee other pets friendly very friendly to other pets. Khao Manee max life expectancy 12. Khao Manee domain cat breeds.,Khao Manee Very Friendly To Other Pets 12,3," The Khao Manee is a friendly breed of cat that is very friendly towards other pets, and has a maximum life expectancy of 12 years.",inform,0.0216658265439599,46.15563583374024,3.0717490052419585,0.77310026,inform,match_scores
5244,5244,387,European Burmese intelligence most intelligent. European Burmese family friendly most affectionate. European Burmese domain cat breeds.,European Burmese intelligence most intelligent. European Burmese family friendly most affectionate. European Burmese domain cat breeds.,European Burmese Most Intelligent Most Affectionate,3, The European Burmese is a cat breed that is considered to be the most intelligent and most affectionate of all cat breeds.,inform,0.0477308700254018,20.950801849365234,3.2933284838220014,0.7064584,inform,match_scores
33932,33932,390,Birman other pets friendly most friendly to other pets. Birman rating good. Birman min life expectancy 12. Birman min weight 6.0. Birman intelligence very intelligent. Birman max life expectancy 16. Birman domain cat breeds.,Birman other pets friendly most friendly to other pets. Birman rating good. Birman min life expectancy 12. Birman min weight 6.0. Birman intelligence very intelligent. Birman max life expectancy 16. Birman domain cat breeds.,Birman Most Friendly To Other Pets Good 12 6.0 Very Intelligent 16,7," The Birman is a very friendly breed of cat towards other pets, and is rated as a good pet. It is very intelligent, and has a life expectancy range of 12 to 16 years. The minimum weight for a Birman is 6.0 pounds.",inform,0.0333564515863254,29.97920799255371,1.0755798168739934,0.7005119,inform,match_scores
25752,25752,398,Egyptian Mau children friendly very kid-friendly. Egyptian Mau stranger friendly semi friendly to strangers. Egyptian Mau other pets friendly friendly to other pets. Egyptian Mau intelligence intelligent. Egyptian Mau domain cat breeds.,Egyptian Mau children friendly very kid-friendly. Egyptian Mau stranger friendly semi friendly to strangers. Egyptian Mau other pets friendly friendly to other pets. Egyptian Mau intelligence intelligent. Egyptian Mau domain cat breeds.,Egyptian Mau Very Kid-Friendly Semi Friendly To Strangers Friendly To Other Pets Intelligent,5, The Egyptian Mau is an intelligent cat breed that is very kid-friendly and semi friendly to strangers. It is also friendly to other pets.,inform,0.0098277777032143,101.75240325927734,2.889161996354172,0.9102841,inform,match_scores
26593,26593,416,Thai family friendly very affectionate. Thai length Medium. Thai domain cat breeds.,Thai family friendly very affectionate. Thai length Medium. Thai domain cat breeds.,Thai Very Affectionate Medium,3, The Thai cat is a medium-length breed that is known for being very affectionate and family friendly.,inform,0.0269955319132284,37.04316711425781,2.147691208915905,0.69267255,inform,match_scores
9516,9516,418,Serengeti other pets friendly very friendly to other pets. Serengeti family friendly very affectionate. Serengeti domain cat breeds.,Serengeti other pets friendly very friendly to other pets. Serengeti family friendly very affectionate. Serengeti domain cat breeds.,Serengeti Very Friendly To Other Pets Very Affectionate,3, The Serengeti is a cat breed that is very friendly and affectionate towards other pets and its owners.,inform,0.0463064157625241,21.59527969360352,2.0244462660665508,0.79292285,inform,match
30838,30838,428,Egyptian Mau domain cat breeds.,Egyptian Mau domain cat breeds.,Egyptian Mau,1, The Egyptian Mau is a breed of cat.,inform,0.0020763553576247,481.6131286621094,9.535414040914192,0.8246386,inform,match_scores_PPL
23992,23992,435,Chantilly-Tiffany domain cat breeds.,Chantilly-Tiffany domain cat breeds.,Chantilly-Tiffany,1, Chantilly-Tiffany  is a cat breed.,inform,0.004775571250822,209.39903259277344,8.116697886877475,0.78567755,inform,match_scores
32894,32894,437,Nebelung family friendly very affectionate. Nebelung intelligence very intelligent. Nebelung length Medium to long. Nebelung stranger friendly semi friendly to strangers. Nebelung domain cat breeds.,Nebelung family friendly very affectionate. Nebelung intelligence very intelligent. Nebelung length Medium to long. Nebelung stranger friendly semi friendly to strangers. Nebelung domain cat breeds.,Nebelung Very Affectionate Very Intelligent Medium To Long Semi Friendly To Strangers,5," The Nebelung is a very affectionate and intelligent cat breed. It has a medium to long length, and is semi-friendly to strangers.",inform,0.0144392385249353,69.25572967529297,1.506189323093867,0.8116687,inform,match_scores
26786,26786,438,Australian Mist rating excellent. Australian Mist stranger friendly friendly to strangers. Australian Mist family friendly most affectionate. Australian Mist shedding minimal shedding. Australian Mist general health mainly healthy. Australian Mist domain cat breeds.,Australian Mist rating excellent. Australian Mist stranger friendly friendly to strangers. Australian Mist family friendly most affectionate. Australian Mist shedding minimal shedding. Australian Mist general health mainly healthy. Australian Mist domain cat breeds.,Australian Mist Excellent Friendly To Strangers Most Affectionate Minimal Shedding Mainly Healthy,6," The Australian Mist is an excellent breed of cat, friendly to strangers and most affectionate with family. It has minimal shedding and is generally healthy.",inform,0.0097004553675219,103.08794403076172,2.670706811909888,0.82396674,inform,match_scores
27268,27268,446,"Brazilian Shorthair descriptor These felines are known for being smart, affectionate, and energetic.. Brazilian Shorthair origin Brazil. Brazilian Shorthair shedding no shedding. Brazilian Shorthair meowing sometimes meows. Brazilian Shorthair domain cat breeds.","Brazilian Shorthair descriptor These felines are known for being smart, affectionate, and energetic.. Brazilian Shorthair origin Brazil. Brazilian Shorthair shedding no shedding. Brazilian Shorthair meowing sometimes meows. Brazilian Shorthair domain cat breeds.","Brazilian Shorthair These Felines Are Known For Being Smart, Affectionate, And Energetic. Brazil No Shedding Sometimes Meows",5," The Brazilian Shorthair is a cat breed from Brazil, known for being smart, affectionate, and energetic. They do not shed and sometimes meow.",inform,0.0184210400568236,54.28575134277344,3.5148478313698046,0.9055525,inform,match_scores
40321,40321,452,Cyprus grooming little grooming. Cyprus rating excellent. Cyprus general health mainly healthy. Cyprus domain cat breeds.,Cyprus grooming little grooming. Cyprus rating excellent. Cyprus general health mainly healthy. Cyprus domain cat breeds.,Cyprus Little Grooming Excellent Mainly Healthy,4, The Cyprus cat breed requires little grooming and is generally rated as excellent in terms of health. It is mainly healthy.,inform,0.0073362042620642,136.31027221679688,1.6466642419110007,0.7319334,inform,match_scores
4006,4006,453,"Siamese Cat playfulness very playful. Siamese Cat family friendly most affectionate. Siamese Cat children friendly very kid-friendly. Siamese Cat length 15 to 20 inches, not including tail. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat rating excellent. Siamese Cat domain cat breeds.","Siamese Cat playfulness very playful. Siamese Cat family friendly most affectionate. Siamese Cat children friendly very kid-friendly. Siamese Cat length 15 to 20 inches, not including tail. Siamese Cat stranger friendly friendly to strangers. Siamese Cat min weight 6.0. Siamese Cat rating excellent. Siamese Cat domain cat breeds.","Siamese Cat Very Playful Most Affectionate Very Kid-Friendly 15 To 20 Inches, Not Including Tail Friendly To Strangers 6.0 Excellent",8," The Siamese Cat is a very playful, friendly and affectionate cat breed, making it an excellent cat for families with children. It is friendly to strangers and usually measures 15 to 20 inches long, not including its tail. It has a minimum weight of 6.0.",inform,0.0402012855351114,24.87482643127441,1.8804896237194968,0.81763744,inform,match_scores
