mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"confirm(name[Francis Bacon], occupations[painter, designer], notable_works[Three Studies for Figures at the Base of a Crucifixion, Head IV])","Francis Bacon  occupations painter, designer. Francis Bacon  notable works Three Studies for Figures at the Base of a Crucifixion, Head IV. ","Francis Bacon Painter, Designer Three Studies For Figures At The Base Of A Crucifixion, Head Iv","Just to confirm, are you referring to the painter and designer Francis Bacon, known for works like Three Studies for Figures at the Base of a Crucifixion and Head IV?",confirm,painters,1,2
"confirm(name[Paul Gauguin], notable_works[Tahitian Women on the Beach, Where Do We Come From? What Are We? Where Are We Going?], movements[Pont-Aven School, Symbolism])","Paul Gauguin  notable works Tahitian Women on the Beach, Where Do We Come From? What Are We? Where Are We Going?. Paul Gauguin  movements Pont-Aven School, Symbolism. ","Paul Gauguin Tahitian Women On The Beach, Where Do We Come From? What Are We? Where Are We Going? Pont-Aven School, Symbolism","Just to confirm, when you mentioned Paul Gauguin, were you referring to his notable works Tahitian Women on the Beach and Where Do We Come From? What Are We? Where Are We Going? within the movements of Pont-Aven School and Symbolism?",confirm,painters,1,2
"confirm(name[Giuseppe Arcimboldo], genres[religious art, animal painting])","Giuseppe Arcimboldo  genres religious art, animal painting. ","Giuseppe Arcimboldo Religious Art, Animal Painting","To clarify, are you referring to a religious art or animal painting by Giuseppe Arcimboldo?",confirm,painters,1,1
"confirm(name[Raphael], genres[allegory, religious art])","Raphael  genres allegory, religious art. ","Raphael Allegory, Religious Art","Just to clarify, when you mentioned Raphael, were you talking about an allegorical religious art painting by Raphael?",confirm,painters,1,1
"confirm(name[Fernando Botero], occupations[illustrator, drawer], genres[figurative art, portrait])","Fernando Botero  occupations illustrator, drawer. Fernando Botero  genres figurative art, portrait. ","Fernando Botero Illustrator, Drawer Figurative Art, Portrait","Just to clarify, are you referring to the figurative art and portrait works by Fernando Botero as an illustrator and drawer?",confirm,painters,1,2
"confirm(name[Mark Rothko], movements[abstract expressionism])",Mark Rothko  movements abstract expressionism.,Mark Rothko Abstract Expressionism,"Just to clarify, are you referring to a painting by Mark Rothko in the abstract expressionism movement?",confirm,painters,1,1
"confirm(name[Johannes Vermeer], life_period_century[XVII], notable_works[View of Delft, The Astronomer])","Johannes Vermeer  life period century XVII. Johannes Vermeer  notable works View of Delft, The Astronomer. ","Johannes Vermeer Xvii View Of Delft, The Astronomer","Just to clarify, are you referring to the XVII century painter Johannes Vermeer's View of Delft or The Astronomer?",confirm,painters,1,2
"confirm(name[Anthony van Dyck], movements[Baroque painting], nationality[Flemish])",Anthony van Dyck  movements Baroque painting. Anthony van Dyck  nationality Flemish.,Anthony Van Dyck Baroque Painting Flemish,"Just to clarify, are you referring to a Baroque painting by Flemish artist Anthony van Dyck?",confirm,painters,1,2
"confirm(name[Henri Matisse], genres[still life, decoupage], occupations[printmaker, drawer])","Henri Matisse  genres still life, decoupage. Henri Matisse  occupations printmaker, drawer. ","Henri Matisse Still Life, Decoupage Printmaker, Drawer","Just to clarify, are you referring to a still life or decoupage work by Henri Matisse, who is also known as a printmaker and drawer?",confirm,painters,1,2
"confirm(name[Rembrandt], notable_works[The Night Watch, The Jewish Bride], occupations[painter, etcher])","Rembrandt  notable works The Night Watch, The Jewish Bride. Rembrandt  occupations painter, etcher. ","Rembrandt The Night Watch, The Jewish Bride Painter, Etcher","Just to clarify, when you mentioned Rembrandt, were you referring to the painter and etcher known for works like The Night Watch and The Jewish Bride?",confirm,painters,1,2
"confirm(name[Kazimir Malevich], movements[suprematism, constructivism], life_period_century[XIX - XX])","Kazimir Malevich  movements suprematism, constructivism. Kazimir Malevich  life period century XIX - XX. ","Kazimir Malevich Suprematism, Constructivism Xix - Xx","Just to clarify, are you referring to a painting by Kazimir Malevich from the XIX - XX century that is associated with suprematism and constructivism movements?",confirm,painters,1,2
"confirm(name[Mark Rothko], occupations[drawer, university teacher], genres[Abstract art])","Mark Rothko  occupations drawer, university teacher. Mark Rothko  genres Abstract art. ","Mark Rothko Drawer, University Teacher Abstract Art","Just to confirm, are you referring to Mark Rothko's abstract art paintings as the one created by the drawer and university teacher?",confirm,painters,1,2
"confirm(name[Rembrandt], occupations[art collector, printmaker])","Rembrandt  occupations art collector, printmaker. ","Rembrandt Art Collector, Printmaker","Just to confirm, when you mentioned Rembrandt, are you referring to the art collector and printmaker?",confirm,painters,1,1
"confirm(name[Leonardo da Vinci], notable_works[The Virgin and Child with Saint Anne, Head of a Woman], life_period_century[XV - XVI])","Leonardo da Vinci  notable works The Virgin and Child with Saint Anne, Head of a Woman. Leonardo da Vinci  life period century XV - XVI. ","Leonardo Da Vinci The Virgin And Child With Saint Anne, Head Of A Woman Xv - Xvi","Just to confirm, when you mentioned Leonardo da Vinci, were you referring to The Virgin and Child with Saint Anne and Head of a Woman, from the 15th to 16th century?",confirm,painters,1,2
"confirm(name[Raphael], genres[allegory, portrait painting], occupations[sculptor, fresco painter])","Raphael  genres allegory, portrait painting. Raphael  occupations sculptor, fresco painter. ","Raphael Allegory, Portrait Painting Sculptor, Fresco Painter","Just to clarify, are you referring to the allegory and portrait paintings by Raphael who was known as a sculptor and fresco painter?",confirm,painters,1,2
"confirm(name[Raphael], notable_works[Madonna del Prato, The Marriage of the Virgin])","Raphael  notable works Madonna del Prato, The Marriage of the Virgin. ","Raphael Madonna Del Prato, The Marriage Of The Virgin","Are you referring to one of Raphael's notable works, the Madonna del Prato or The Marriage of the Virgin?",confirm,painters,1,1
"confirm(name[Anthony van Dyck], genres[portrait, allegory])","Anthony van Dyck  genres portrait, allegory. ","Anthony Van Dyck Portrait, Allegory",Is the painting you mentioned by Anthony van Dyck a portrait or an allegory?,confirm,painters,1,1
"confirm(name[Ivan Aivazovsky], movements[Romanticism], notable_works[The Ninth Wave, Brig “Mercury” Attacked by Two Turkish Ships])","Ivan Aivazovsky  movements Romanticism. Ivan Aivazovsky  notable works The Ninth Wave, Brig “Mercury” Attacked by Two Turkish Ships. ","Ivan Aivazovsky Romanticism The Ninth Wave, Brig “Mercury” Attacked By Two Turkish Ships","Just to clarify, are you referring to Ivan Aivazovsky's Romanticism paintings like The Ninth Wave or Brig “Mercury” Attacked by Two Turkish Ships?",confirm,painters,1,2
"confirm(name[Tamara de Lempicka], genres[still life, nude], notable_works[La belle Rafaëla, Autoportrait])","Tamara de Lempicka  genres still life, nude. Tamara de Lempicka  notable works La belle Rafaëla, Autoportrait. ","Tamara De Lempicka Still Life, Nude La Belle Rafaëla, Autoportrait","To clarify, are you referring to Tamara de Lempicka's painting La belle Rafaëla or Autoportrait?",confirm,painters,1,2
"confirm(name[Caravaggio], notable_works[Self-Portrait as Bacchus, Medusa])","Caravaggio  notable works Self-Portrait as Bacchus, Medusa. ","Caravaggio Self-Portrait As Bacchus, Medusa","To clarify, are you mentioning Caravaggio's Self-Portrait as Bacchus or Medusa?",confirm,painters,1,1
"suggest(name[Johannes Vermeer], occupations[painter, art collector])","Johannes Vermeer  occupations painter, art collector. ","Johannes Vermeer Painter, Art Collector","Just to clarify, are you referring to Johannes Vermeer the painter and art collector, or one of his specific paintings?",confirm,painters,1,1
"recommend(name[Leonardo da Vinci], nationality[Italian])",Leonardo da Vinci  nationality Italian.,Leonardo Da Vinci Italian,"Just to confirm, are you referring to the Italian artist Leonardo da Vinci?",confirm,painters,1,1
"confirm(name[Fernando Botero], genres[figurative art, allegory], notable_works[The death of Luis Chalmeta])","Fernando Botero  genres figurative art, allegory. Fernando Botero  notable works The death of Luis Chalmeta. ","Fernando Botero Figurative Art, Allegory The Death Of Luis Chalmeta","Are you referring to Fernando Botero's figurative art piece, The Death of Luis Chalmeta, known for its allegorical elements?",confirm,painters,1,2
"confirm(name[Raphael], movements[Italian Renaissance, High Renaissance], occupations[architectural draftsperson, architect])","Raphael  movements Italian Renaissance, High Renaissance. Raphael  occupations architectural draftsperson, architect. ","Raphael Italian Renaissance, High Renaissance Architectural Draftsperson, Architect","Just to confirm, are you referring to the Italian Renaissance and High Renaissance movements associated with Raphael, who was also known for being an architectural draftsperson and architect?",confirm,painters,1,2
"confirm(name[Henri Rousseau], occupations[painter, printmaker], genres[landscape art, still life])","Henri Rousseau  occupations painter, printmaker. Henri Rousseau  genres landscape art, still life. ","Henri Rousseau Painter, Printmaker Landscape Art, Still Life","Just to clarify, are you referring to Henri Rousseau's landscape art or still life paintings as a painter and printmaker?",confirm,painters,1,2
"confirm(name[Wassily Kandinsky], genres[art of painting, graphics])","Wassily Kandinsky  genres art of painting, graphics. ","Wassily Kandinsky Art Of Painting, Graphics","Just to confirm, are you referring to Wassily Kandinsky's art of painting and graphics?",confirm,painters,1,1
"confirm(name[Han van Meegeren], nationality[Dutch], genres[landscape art])",Han van Meegeren  nationality Dutch. Han van Meegeren  genres landscape art.,Han Van Meegeren Dutch Landscape Art,"Just to confirm, are you talking about the Dutch landscape art by Han van Meegeren?",confirm,painters,1,2
"confirm(name[Giorgio de Chirico], movements[metaphysical painting], notable_works[Mystery and Melancholy of a Street, The Uncertainty of the Poet])","Giorgio de Chirico  movements metaphysical painting. Giorgio de Chirico  notable works Mystery and Melancholy of a Street, The Uncertainty of the Poet. ","Giorgio De Chirico Metaphysical Painting Mystery And Melancholy Of A Street, The Uncertainty Of The Poet","Just to clarify, are you specifically referring to Giorgio de Chirico's metaphysical paintings, such as Mystery and Melancholy of a Street and The Uncertainty of the Poet?",confirm,painters,1,2
"confirm(name[Henri Matisse], nationality[French], movements[neo-impressionism, fauvism])","Henri Matisse  nationality French. Henri Matisse  movements neo-impressionism, fauvism. ","Henri Matisse French Neo-Impressionism, Fauvism","Just to confirm, are you referring to the French artist Henri Matisse known for his works in neo-impressionism and fauvism?",confirm,painters,1,2
"confirm(name[Ivan Aivazovsky], genres[portrait, mythological painting])","Ivan Aivazovsky  genres portrait, mythological painting. ","Ivan Aivazovsky Portrait, Mythological Painting",Were you referring to a specific portrait or mythological painting by Ivan Aivazovsky?,confirm,painters,1,1
"confirm(name[Wassily Kandinsky], life_period_century[XIX - XX], occupations[designer, graphic artist])","Wassily Kandinsky  life period century XIX - XX. Wassily Kandinsky  occupations designer, graphic artist. ","Wassily Kandinsky Xix - Xx Designer, Graphic Artist","Just to clarify, are you referring to the artist Wassily Kandinsky from the XIX-XX century who worked as a designer and graphic artist?",confirm,painters,1,2
"suggest(name[Tamara de Lempicka], occupations[painter, artist])","Tamara de Lempicka  occupations painter, artist. ","Tamara De Lempicka Painter, Artist","Just to clarify, are you referring to the painter and artist Tamara de Lempicka?",confirm,painters,1,1
"confirm(name[Henri Rousseau], notable_works[Carnival Evening, The Wedding Party], movements[naïve art, primitivism])","Henri Rousseau  notable works Carnival Evening, The Wedding Party. Henri Rousseau  movements naïve art, primitivism. ","Henri Rousseau Carnival Evening, The Wedding Party Naïve Art, Primitivism","Just to clarify, when you mentioned Henri Rousseau, were you referring to his naïve art and primitivism painting Carnival Evening or The Wedding Party?",confirm,painters,1,2
"confirm(name[Mark Rothko], genres[Abstract art])",Mark Rothko  genres Abstract art.,Mark Rothko Abstract Art,"Just to confirm, are you referring to a specific painting by Mark Rothko in the Abstract art genre?",confirm,painters,1,1
"confirm(name[John Everett Millais], movements[Pre-Raphaelite Brotherhood, Symbolism])","John Everett Millais  movements Pre-Raphaelite Brotherhood, Symbolism. ","John Everett Millais Pre-Raphaelite Brotherhood, Symbolism","To clarify, are you referring to a painting by John Everett Millais that belongs to the Pre-Raphaelite Brotherhood and Symbolism movements?",confirm,painters,1,1
"confirm(name[Banksy], notable_works[Love is in the Bin], occupations[graffiti artist, muralist])","Banksy  notable works Love is in the Bin. Banksy  occupations graffiti artist, muralist. ","Banksy Love Is In The Bin Graffiti Artist, Muralist","Just to confirm, are you referring to Banksy's Love is in the Bin, the notable work by the graffiti artist and muralist Banksy?",confirm,painters,1,2
"confirm(name[Paul Gauguin], movements[Symbolism, post-impressionism], notable_works[When Will You Marry?, The Night Café in Arles])","Paul Gauguin  movements Symbolism, post-impressionism. Paul Gauguin  notable works When Will You Marry?, The Night Café in Arles. ","Paul Gauguin Symbolism, Post-Impressionism When Will You Marry?, The Night Café In Arles","Just to clarify, are you referring to a painting by Paul Gauguin, possibly The Night Café in Arles or When Will You Marry, known for its Symbolism and post-impressionism movements?",confirm,painters,1,2
"confirm(name[Giorgio de Chirico], occupations[scenographer, printmaker])","Giorgio de Chirico  occupations scenographer, printmaker. ","Giorgio De Chirico Scenographer, Printmaker","To clarify, when you mentioned Giorgio de Chirico, were you referring to his work as a scenographer and printmaker?",confirm,painters,1,1
"confirm(name[Kazimir Malevich], occupations[scenographer, painter], notable_works[An Englishman in Moscow, The Knife Grinder])","Kazimir Malevich  occupations scenographer, painter. Kazimir Malevich  notable works An Englishman in Moscow, The Knife Grinder. ","Kazimir Malevich Scenographer, Painter An Englishman In Moscow, The Knife Grinder","Just to clarify, are you referring to the painter Kazimir Malevich and one of his notable works, such as An Englishman in Moscow or The Knife Grinder?",confirm,painters,1,2
"confirm(name[Mary Cassatt], notable_works[Portrait of an Elderly Lady in a Bonnet: Red Background], nationality[American])",Mary Cassatt  notable works Portrait of an Elderly Lady in a Bonnet: Red Background. Mary Cassatt  nationality American.,Mary Cassatt Portrait Of An Elderly Lady In A Bonnet: Red Background American,Are you referring to Mary Cassatt's Portrait of an Elderly Lady in a Bonnet: Red Background?,confirm,painters,1,2
"confirm(name[Salvador Dalí], notable_works[The Persistence of Memory, Soft Construction with Boiled Beans], movements[surrealism])","Salvador Dalí  notable works The Persistence of Memory, Soft Construction with Boiled Beans. Salvador Dalí  movements surrealism. ","Salvador Dalí The Persistence Of Memory, Soft Construction With Boiled Beans Surrealism","Just to confirm, when you mentioned Salvador Dalí, were you referring to The Persistence of Memory or Soft Construction with Boiled Beans, both of which are surrealism works by him?",confirm,painters,1,2
"confirm(name[L. S. Lowry], notable_works[Going to the Match], occupations[printmaker, painter])","L. S. Lowry  notable works Going to the Match. L. S. Lowry  occupations printmaker, painter. ","L. S. Lowry Going To The Match Printmaker, Painter","Just to clarify, when you mentioned L. S. Lowry, were you talking about his notable work ""Going to the Match"" as a printmaker and painter?",confirm,painters,1,6
"confirm(name[Wassily Kandinsky], life_period_century[XIX - XX])",Wassily Kandinsky  life period century XIX - XX.,Wassily Kandinsky Xix - Xx,"Just to confirm, when you mentioned Wassily Kandinsky, are you referring to the artist who lived during the XIX - XX century?",confirm,painters,1,1
"inform(name[Han van Meegeren], notable_works[Woman reading music, Cisterspelende vrouw])","Han van Meegeren  notable works Woman reading music, Cisterspelende vrouw. ","Han Van Meegeren Woman Reading Music, Cisterspelende Vrouw","Just to clarify, are you talking about one of Han van Meegeren's notable works, Woman reading music or Cisterspelende vrouw?",confirm,painters,1,1
"confirm(name[James McNeill Whistler], occupations[printmaker, etcher], life_period_century[XIX - XX])","James McNeill Whistler  occupations printmaker, etcher. James McNeill Whistler  life period century XIX - XX. ","James Mcneill Whistler Printmaker, Etcher Xix - Xx","Just to confirm, are you referring to the printmaker and etcher James McNeill Whistler from the nineteenth to twentieth century?",confirm,painters,1,2
"confirm(name[John Everett Millais], nationality[British])",John Everett Millais  nationality British.,John Everett Millais British,"Just to clarify, are you referring to the British artist John Everett Millais?",confirm,painters,1,1
"recommend(name[Giuseppe Arcimboldo], occupations[architectural draftsperson, tapestry designer], nationality[Italian])","Giuseppe Arcimboldo  occupations architectural draftsperson, tapestry designer. Giuseppe Arcimboldo  nationality Italian. ","Giuseppe Arcimboldo Architectural Draftsperson, Tapestry Designer Italian","Just to confirm, are you referring to Giuseppe Arcimboldo the Italian architectural draftsperson and tapestry designer?",confirm,painters,1,2
"confirm(name[John Everett Millais], life_period_century[XIX], genres[figure, mythological painting])","John Everett Millais  life period century XIX. John Everett Millais  genres figure, mythological painting. ","John Everett Millais Xix Figure, Mythological Painting","So, are you referring to a figure or mythological painting from the 19th century by John Everett Millais?",confirm,painters,1,2
"confirm(name[Albert Bierstadt], life_period_century[XIX - XX], occupations[architectural draftsperson, photographer])","Albert Bierstadt  life period century XIX - XX. Albert Bierstadt  occupations architectural draftsperson, photographer. ","Albert Bierstadt Xix - Xx Architectural Draftsperson, Photographer","So, were you referring to the architectural draftsperson and photographer Albert Bierstadt from the 19th to 20th centuries?",confirm,painters,1,2
"confirm(name[John William Waterhouse], nationality[British])",John William Waterhouse  nationality British.,John William Waterhouse British,"Just to confirm, are you referring to the British artist John William Waterhouse?",confirm,painters,1,1
"confirm(name[Jasper Johns], genres[Abstract art, still life])","Jasper Johns  genres Abstract art, still life. ","Jasper Johns Abstract Art, Still Life","Just to confirm, are you referring to one of Jasper Johns' abstract art or still life paintings?",confirm,painters,1,1
"confirm(name[Paul Gauguin], movements[post-impressionism, Cloisonnism])","Paul Gauguin  movements post-impressionism, Cloisonnism. ","Paul Gauguin Post-Impressionism, Cloisonnism","Just to confirm, are you referring to a painting by Paul Gauguin in the post-impressionism and Cloisonnism movements?",confirm,painters,1,1
"confirm(name[Hieronymus Bosch], nationality[Netherlandish], occupations[visual artist, drawer])","Hieronymus Bosch  nationality Netherlandish. Hieronymus Bosch  occupations visual artist, drawer. ","Hieronymus Bosch Netherlandish Visual Artist, Drawer","When you mentioned Hieronymus Bosch, were you referring to the Netherlandish visual artist and drawer?",confirm,painters,1,2
"confirm(name[Paul Gauguin], notable_works[Ia Orana Maria, When Will You Marry?], occupations[illustrator, ceramicist])","Paul Gauguin  notable works Ia Orana Maria, When Will You Marry?. Paul Gauguin  occupations illustrator, ceramicist. ","Paul Gauguin Ia Orana Maria, When Will You Marry? Illustrator, Ceramicist","Just to confirm, when you mentioned Paul Gauguin, were you referring to the illustrator and ceramicist known for works like Ia Orana Maria and When Will You Marry?",confirm,painters,1,2
"confirm(name[Gustav Klimt], nationality[Austrian], genres[landscape art, portrait])","Gustav Klimt  nationality Austrian. Gustav Klimt  genres landscape art, portrait. ","Gustav Klimt Austrian Landscape Art, Portrait","Just to clarify, are you talking about the Austrian artist Gustav Klimt known for his landscape and portrait paintings?",confirm,painters,1,2
"confirm(name[Jackson Pollock], occupations[painter, drawer], nationality[American])","Jackson Pollock  occupations painter, drawer. Jackson Pollock  nationality American. ","Jackson Pollock Painter, Drawer American","Just to confirm, were you referring to the American painter and drawer, Jackson Pollock?",confirm,painters,1,2
"confirm(name[Henri Rousseau], movements[post-impressionism, primitivism], life_period_century[XIX - XX])","Henri Rousseau  movements post-impressionism, primitivism. Henri Rousseau  life period century XIX - XX. ","Henri Rousseau Post-Impressionism, Primitivism Xix - Xx","Just to clarify, are you referring to the paintings by Henri Rousseau from the XIX - XX century that fall under post-impressionism and primitivism movements?",confirm,painters,1,2
"confirm(name[Jasper Johns], movements[Neo-Dada], occupations[painter, photographer])","Jasper Johns  movements Neo-Dada. Jasper Johns  occupations painter, photographer. ","Jasper Johns Neo-Dada Painter, Photographer","Just to clarify, are you referring to the Neo-Dada movement artist, Jasper Johns, known for his work as a painter and photographer?",confirm,painters,1,2
"confirm(name[Johannes Vermeer], genres[genre painting, portrait], notable_works[The Procuress, The Geographer])","Johannes Vermeer  genres genre painting, portrait. Johannes Vermeer  notable works The Procuress, The Geographer. ","Johannes Vermeer Genre Painting, Portrait The Procuress, The Geographer","To confirm, are you referring to one of Johannes Vermeer's notable works, such as The Procuress or The Geographer, which fall under the genres of genre painting and portrait?",confirm,painters,1,2
"confirm(name[Wassily Kandinsky], occupations[art theorist, illustrator])","Wassily Kandinsky  occupations art theorist, illustrator. ","Wassily Kandinsky Art Theorist, Illustrator","I'm a bit confused, were you referring to a specific painting by Wassily Kandinsky or his occupations as an art theorist and illustrator?",confirm,painters,1,1
"confirm(name[Banksy], occupations[muralist, painter])","Banksy  occupations muralist, painter. ","Banksy Muralist, Painter","Just to clarify, are you referring to Banksy the painter and muralist?",confirm,painters,1,1
"confirm(name[Giorgio de Chirico], genres[metaphysical painting, cityscape])","Giorgio de Chirico  genres metaphysical painting, cityscape. ","Giorgio De Chirico Metaphysical Painting, Cityscape",Were you referring to a metaphysical cityscape painting by Giorgio de Chirico?,confirm,painters,1,1
"confirm(name[Tamara de Lempicka], genres[portrait, still life])","Tamara de Lempicka  genres portrait, still life. ","Tamara De Lempicka Portrait, Still Life","Just to confirm, when you mentioned Tamara de Lempicka, are you referring to a portrait or still life painting?",confirm,painters,1,1
"confirm(name[Giorgio de Chirico], occupations[painter, illustrator], movements[metaphysical painting])","Giorgio de Chirico  occupations painter, illustrator. Giorgio de Chirico  movements metaphysical painting. ","Giorgio De Chirico Painter, Illustrator Metaphysical Painting","Just to clarify, are you talking about the metaphysical paintings by painter and illustrator Giorgio de Chirico?",confirm,painters,1,2
"confirm(name[John Constable], genres[landscape art, marine art])","John Constable  genres landscape art, marine art. ","John Constable Landscape Art, Marine Art","Just to confirm, when you mentioned John Constable, are you referring to his landscape and marine art paintings?",confirm,painters,1,1
"confirm(name[Albert Bierstadt], movements[Hudson River school], nationality[American])",Albert Bierstadt  movements Hudson River school. Albert Bierstadt  nationality American.,Albert Bierstadt Hudson River School American,"Are you referring to the American artist Albert Bierstadt, known for being part of the Hudson River school movement?",confirm,painters,1,2
"suggest(name[Francisco Goya], life_period_century[XVIII - XIX], nationality[Spanish])",Francisco Goya  life period century XVIII - XIX. Francisco Goya  nationality Spanish.,Francisco Goya Xviii - Xix Spanish,"Just to clarify, are you referring to the Spanish artist Francisco Goya from the 18th to 19th centuries?",confirm,painters,1,2
"confirm(name[Henri Matisse], genres[still life, landscape art])","Henri Matisse  genres still life, landscape art. ","Henri Matisse Still Life, Landscape Art","Just to confirm, when you mentioned Henri Matisse, were you referring to his still life and landscape art?",confirm,painters,1,1
"confirm(name[Otto Dix], occupations[graphic artist, drawer], genres[still life, mythological painting])","Otto Dix  occupations graphic artist, drawer. Otto Dix  genres still life, mythological painting. ","Otto Dix Graphic Artist, Drawer Still Life, Mythological Painting","Just to confirm, are you referring to Otto Dix's still life and mythological paintings as a graphic artist and drawer?",confirm,painters,1,2
"recommend(name[Leonardo da Vinci], nationality[Italian], life_period_century[XV - XVI])",Leonardo da Vinci  nationality Italian. Leonardo da Vinci  life period century XV - XVI.,Leonardo Da Vinci Italian Xv - Xvi,"Just to clarify, when you mentioned Leonardo da Vinci, did you mean the Italian artist from the XV - XVI century?",confirm,painters,1,2
"confirm(name[Francisco Goya], notable_works[The Clothed Maja, The Dog], genres[genre painting, mythological painting])","Francisco Goya  notable works The Clothed Maja, The Dog. Francisco Goya  genres genre painting, mythological painting. ","Francisco Goya The Clothed Maja, The Dog Genre Painting, Mythological Painting","Just to clarify, are you referring to one of Francisco Goya's notable works, The Clothed Maja or The Dog, which fall under the genres of genre painting and mythological painting?",confirm,painters,1,2
"suggest(name[John William Waterhouse], life_period_century[XIX - XX])",John William Waterhouse  life period century XIX - XX.,John William Waterhouse Xix - Xx,"Just to clarify, when you mention John William Waterhouse, are you referring to the paintings created during the XIX - XX century?",confirm,painters,1,1
"confirm(name[Lee Krasner], occupations[printmaker, illustrator])","Lee Krasner  occupations printmaker, illustrator. ","Lee Krasner Printmaker, Illustrator","Just to confirm, are you referring to Lee Krasner the printmaker and illustrator?",confirm,painters,1,1
"confirm(name[Salvador Dalí], movements[surrealism], life_period_century[XX])",Salvador Dalí  movements surrealism. Salvador Dalí  life period century XX.,Salvador Dalí Surrealism Xx,"Just to confirm, are you referring to the surrealist works of Salvador Dalí from the 20th century?",confirm,painters,1,2
"confirm(name[Norman Rockwell], occupations[illustrator, painter])","Norman Rockwell  occupations illustrator, painter. ","Norman Rockwell Illustrator, Painter","Just to confirm, are you referring to the illustrator and painter Norman Rockwell?",confirm,painters,1,1
